Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,42.061062,[47 24] ; [12 69],[27.55921053 43.44078947] ; [31.44078947 49.55921053],1
s8,1,0.0,30.138673,[37 34] ; [ 9 72],[21.48684211 49.51315789] ; [24.51315789 56.48684211],1
s6,1,1e-06,24.703484,[49 18] ; [26 55],[33.9527027 33.0472973] ; [41.0472973 39.9527027],1
s7,1,0.000303,13.052453,[36 33] ; [17 57],[25.57342657 43.42657343] ; [27.42657343 46.57342657],1
s5,1,0.001759,9.785571,[21 43] ; [ 9 70],[13.42657343 50.57342657] ; [16.57342657 62.42657343],0
p2,1,0.009186,6.786287,[57 14] ; [48 31],[49.7 21.3] ; [55.3 23.7],0
r4,1,0.010232,6.594043,[48 23] ; [38 43],[40.17105263 30.82894737] ; [45.82894737 35.17105263],0
v1,1,0.014764,5.94445,[36 31] ; [27 53],[28.71428571 38.28571429] ; [34.28571429 45.71428571],0
p3,1,0.023234,5.150958,[36 35] ; [26 54],[29.15231788 41.84768212] ; [32.84768212 47.15231788],0
u3,1,0.024382,5.067267,[12 14] ; [ 7 29],[ 7.96774194 18.03225806] ; [11.03225806 24.96774194],0
r2,1,0.027742,4.844021,[58  9] ; [58 23],[52.51351351 14.48648649] ; [63.48648649 17.51351351],0
r3,1,0.044077,4.053607,[61 10] ; [58 22],[55.95364238 15.04635762] ; [63.04635762 16.95364238],0
p10,1,0.068099,3.328255,[57 14] ; [53 26],[52.06666667 18.93333333] ; [57.93333333 21.06666667],0
a5,1,0.073265,3.208319,[47 24] ; [42 39],[41.57236842 29.42763158] ; [47.42763158 33.57236842],0
b3,1,0.085303,2.960852,[12 33] ; [21 27],[15.96774194 29.03225806] ; [17.03225806 30.96774194],0
b2,1,0.085303,2.960852,[12 33] ; [21 27],[15.96774194 29.03225806] ; [17.03225806 30.96774194],0
a8,1,0.093268,2.817044,[11 60] ; [ 5 69],[ 7.83448276 63.16551724] ; [ 8.16551724 65.83448276],0
p7,1,0.104102,2.641543,[39 30] ; [35 46],[34.04 34.96] ; [39.96 41.04],0
p9,1,0.113622,2.503102,[61 10] ; [59 19],[57.18120805 13.81879195] ; [62.81879195 15.18120805],0
v3,1,0.157612,1.996991,[24 44] ; [20 61],[20.08053691 47.91946309] ; [23.91946309 57.08053691],0
p8,1,0.157971,1.993541,[32 37] ; [28 52],[27.7852349 41.2147651] ; [32.2147651 47.7852349],0
v4,1,0.173231,1.854755,[59 11] ; [61 20],[55.62913907 14.37086093] ; [64.37086093 16.62913907],0
p6,1,0.182402,1.777945,[26 44] ; [21 57],[22.22972973 47.77027027] ; [24.77027027 53.22972973],0
b4,1,0.190136,1.71656,[46 25] ; [44 37],[42.03947368 28.96052632] ; [47.96052632 33.03947368],0
p12,1,0.190977,1.710066,[ 5 66] ; [ 2 77],[ 3.31333333 67.68666667] ; [ 3.68666667 75.31333333],0
d3,1,0.230443,1.438127,[38 33] ; [35 45],[34.32450331 36.67549669] ; [38.67549669 41.32450331],0
v2,1,0.242039,1.368681,[31 36] ; [29 50],[27.53424658 39.46575342] ; [32.46575342 46.53424658],0
d1,1,0.244816,1.352644,[32 39] ; [29 52],[28.49342105 42.50657895] ; [32.50657895 48.49342105],0
d5,1,0.245639,1.347939,[51 20] ; [51 30],[47.64473684 23.35526316] ; [54.35526316 26.64473684],0
n3,1,0.296302,1.090764,[16  5] ; [20 12],[14.26415094  6.73584906] ; [21.73584906 10.26415094],0
a7,1,0.302469,1.063278,[41 30] ; [40 41],[37.83552632 33.16447368] ; [43.16447368 37.83552632],0
a3,1,0.327399,0.95916,[45 26] ; [45 36],[42.03947368 28.96052632] ; [47.96052632 33.03947368],0
p11,1,0.341125,0.906201,[54 17] ; [56 25],[51.38157895 19.61842105] ; [58.61842105 22.38157895],0
p5,1,0.346925,0.884671,[ 6 63] ; [11 70],[ 7.82 61.18] ; [ 9.18 71.82],0
p4,1,0.372435,0.795525,[38 33] ; [37 43],[35.26490066 35.73509934] ; [39.73509934 40.26490066],0
d2,1,0.392451,0.731336,[30 41] ; [28 51],[27.45333333 43.54666667] ; [30.54666667 48.45333333],0
a4,1,0.400456,0.706958,[22 49] ; [30 50],[24.45033113 46.54966887] ; [27.54966887 52.45033113],0
s4,1,0.417049,0.658617,[16 55] ; [14 67],[14.01315789 56.98684211] ; [15.98684211 65.01315789],0
b5,1,0.516624,0.420628,[44 27] ; [46 35],[42.03947368 28.96052632] ; [47.96052632 33.03947368],0
s1,1,0.533864,0.387031,[ 3 67] ; [ 2 79],[ 2.31788079 67.68211921] ; [ 2.68211921 78.31788079],0
d4,1,0.549008,0.359097,[48 23] ; [51 30],[46.24342105 24.75657895] ; [52.75657895 28.24342105],0
n2,1,0.556434,0.345917,[16  5] ; [22 10],[15.05660377  5.94339623] ; [22.94339623  9.05660377],0
p1,1,0.583211,0.301073,[ 6 65] ; [ 9 72],[ 7.00657895 63.99342105] ; [ 7.99342105 73.00657895],0
b1,1,0.603831,0.269256,[31 40] ; [32 49],[29.42763158 41.57236842] ; [33.57236842 47.42763158],0
n6,1,0.676336,0.174279,[57 14] ; [62 18],[55.95364238 15.04635762] ; [63.04635762 16.95364238],0
u2,1,0.683015,0.166752,[11 15] ; [13 22],[10.2295082 15.7704918] ; [13.7704918 21.2295082],0
a1,1,0.71518,0.133158,[ 5 66] ; [ 7 74],[ 5.60526316 65.39473684] ; [ 6.39473684 74.60526316],0
n1,1,0.801752,0.063041,[ 9 10] ; [14 18],[ 8.56862745 10.43137255] ; [14.43137255 17.56862745],0
n4,1,0.8339,0.043975,[56 15] ; [65 16],[56.51973684 14.48026316] ; [64.48026316 16.51973684],0
u1,1,0.84806,0.036709,[ 4 67] ; [ 4 77],[ 3.73684211 67.26315789] ; [ 4.26315789 76.73684211],0
a6,1,0.850181,0.035679,[41 30] ; [48 33],[41.57236842 29.42763158] ; [47.42763158 33.57236842],0
u4,1,0.925219,0.00881,[ 1 70] ; [ 1 80],[ 0.93421053 70.06578947] ; [ 1.06578947 79.93421053],0
a2,1,0.975635,0.000933,[ 8 63] ; [ 9 72],[ 7.94078947 63.05921053] ; [ 9.05921053 71.94078947],0
