Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000593,11.799198,[ 46 105] ; [17  9],[53.74576271 97.25423729] ; [ 9.25423729 16.74576271],1
s1,1,0.634249,0.226343,[  9 141] ; [ 1 26],[  8.47457627 141.52542373] ; [ 1.52542373 25.47457627],0
r4,1,0.642643,0.215302,[124  28] ; [21  6],[123.12849162  28.87150838] ; [21.87150838  5.12849162],0
a1,1,0.654834,0.199859,[  8 144] ; [ 2 25],[  8.49162011 143.50837989] ; [ 1.50837989 25.49162011],0
u2,1,0.676321,0.174297,[28 30] ; [5 7],[27.34285714 30.65714286] ; [5.65714286 6.34285714],0
a6,1,0.693734,0.155073,[90 61] ; [15 12],[89.07303371 61.92696629] ; [15.92696629 11.07303371],0
d3,1,0.694873,0.153861,[89 62] ; [17 10],[89.92134831 61.07865169] ; [16.07865169 10.92134831],0
r2,1,0.708993,0.139285,[138  14] ; [23  3],[137.48314607  14.51685393] ; [23.51685393  2.48314607],0
d5,1,0.733771,0.115677,[107  44] ; [20  7],[107.73595506  43.26404494] ; [19.26404494  7.73595506],0
a4,1,0.924098,0.009077,[63 88] ; [11 16],[62.7752809 88.2247191] ; [11.2247191 15.7752809],0
n1,1,0.933051,0.007057,[22 35] ; [4 6],[22.11940299 34.88059701] ; [3.88059701 6.11940299],0
d4,1,0.936051,0.006438,[110  40] ; [20  7],[110.16949153  39.83050847] ; [19.83050847  7.16949153],0
p6,1,0.963164,0.002133,[ 39 109] ; [ 7 20],[ 38.90285714 109.09714286] ; [ 7.09714286 19.90285714],0
u1,1,0.966196,0.001796,[ 23 129] ; [ 4 23],[ 22.9273743 129.0726257] ; [ 4.0726257 22.9273743],0
n6,1,0.985663,0.000323,[106  45] ; [19  8],[106.03932584  44.96067416] ; [18.96067416  8.03932584],0
b1,1,0.990684,0.000136,[73 79] ; [13 14],[73.02793296 78.97206704] ; [12.97206704 14.02793296],0
