Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,83.987846,[ 9 43] ; [114  16],[35.14285714 16.85714286] ; [87.85714286 42.14285714],1
p11,1,2.3e-05,17.910777,[25 28] ; [104  28],[36.95675676 16.04324324] ; [92.04324324 39.95675676],1
r3,1,8.4e-05,15.456985,[35 17] ; [119  12],[43.75956284  8.24043716] ; [110.24043716  20.75956284],1
s6,1,0.000235,13.528537,[17 36] ; [80 49],[28.24725275 24.75274725] ; [68.75274725 60.24725275],1
p8,1,0.000466,12.24815,[12 40] ; [67 63],[22.57142857 29.42857143] ; [56.42857143 73.57142857],1
a7,1,0.000986,10.853464,[19 33] ; [83 48],[28.98360656 23.01639344] ; [73.01639344 57.98360656],1
r4,1,0.002118,9.444172,[32 21] ; [108  24],[40.10810811 12.89189189] ; [99.89189189 32.10810811],0
n6,1,0.002487,9.149961,[31 21] ; [107  25],[39. 13.] ; [99. 33.],0
p2,1,0.003729,8.411358,[30 23] ; [102  29],[38.02173913 14.97826087] ; [93.97826087 37.02173913],0
v2,1,0.00434,8.135674,[12 39] ; [58 66],[20.4 30.6] ; [49.6 74.4],0
p3,1,0.008466,6.932074,[13 40] ; [60 72],[20.91351351 32.08648649] ; [52.08648649 79.91351351],0
v4,1,0.008731,6.877038,[40 11] ; [120  10],[45.08287293  5.91712707] ; [114.91712707  15.08287293],0
a6,1,0.013981,6.040534,[22 31] ; [81 51],[29.50810811 23.49189189] ; [73.49189189 58.50810811],0
s1,1,0.016252,5.775368,[ 7 44] ; [  5 125],[ 3.38121547 47.61878453] ; [  8.61878453 121.38121547],0
n5,1,0.017787,5.617039,[32 20] ; [103  28],[38.36065574 13.63934426] ; [96.63934426 34.36065574],0
s7,1,0.018824,5.51777,[11 39] ; [51 74],[17.71428571 32.28571429] ; [44.28571429 80.71428571],0
r2,1,0.019456,5.460034,[40 12] ; [118  13],[44.89617486  7.10382514] ; [113.10382514  17.89617486],0
s8,1,0.020388,5.378399,[10 43] ; [48 84],[16.61621622 36.38378378] ; [41.38378378 90.61621622],0
v1,1,0.043405,4.079542,[17 36] ; [62 66],[23.13259669 29.86740331] ; [55.86740331 72.13259669],0
a5,1,0.048325,3.898632,[20 33] ; [71 61],[26.07027027 26.92972973] ; [64.92972973 67.07027027],0
n2,1,0.065608,3.38961,[15 10] ; [27  6],[18.10344828  6.89655172] ; [23.89655172  9.10344828],0
s2,1,0.102645,2.663952,[13 39] ; [49 81],[17.71428571 34.28571429] ; [44.28571429 85.71428571],0
a3,1,0.109281,2.564587,[19 33] ; [65 66],[23.86885246 28.13114754] ; [60.13114754 70.86885246],0
s5,1,0.120421,2.411834,[ 7 46] ; [30 98],[10.83425414 42.16574586] ; [ 26.16574586 101.83425414],0
p1,1,0.196313,1.669595,[ 4 49] ; [ 19 112],[ 6.625 46.375] ; [ 16.375 114.625],0
b1,1,0.228866,1.447895,[26 27] ; [52 80],[22.34594595 30.65405405] ; [55.65405405 76.34594595],0
d5,1,0.253356,1.304703,[19 34] ; [59 72],[22.4673913 30.5326087] ; [55.5326087 75.4673913],0
p4,1,0.255019,1.295595,[22 31] ; [67 65],[25.4972973 27.5027027] ; [63.5027027 68.4972973],0
d2,1,0.25971,1.270305,[14 39] ; [ 25 107],[11.17297297 41.82702703] ; [ 27.82702703 104.17297297],0
a2,1,0.34244,0.901276,[ 2 51] ; [ 10 122],[ 3.43783784 49.56216216] ; [  8.56216216 123.43783784],0
v3,1,0.353602,0.86049,[13 38] ; [42 87],[15.58333333 35.41666667] ; [39.41666667 89.58333333],0
p6,1,0.362337,0.829778,[12 40] ; [39 92],[14.49180328 37.50819672] ; [36.50819672 94.49180328],0
p5,1,0.369538,0.805217,[ 3 49] ; [ 13 118],[ 4.54644809 47.45355191] ; [ 11.45355191 119.54644809],0
b5,1,0.411635,0.674073,[27 26] ; [76 56],[29.50810811 23.49189189] ; [73.49189189 58.50810811],0
p12,1,0.428526,0.626815,[ 2 51] ; [  9 123],[ 3.15135135 49.84864865] ; [  7.84864865 124.15135135],0
d3,1,0.456566,0.5543,[15 38] ; [ 30 100],[13.03278689 39.96721311] ; [31.96721311 98.03278689],0
n1,1,0.471831,0.517685,[11 13] ; [12 21],[ 9.68421053 14.31578947] ; [13.31578947 19.68421053],0
n3,1,0.478161,0.503054,[17  6] ; [27  6],[18.07142857  4.92857143] ; [25.92857143  7.07142857],0
u2,1,0.52985,0.394679,[13 21] ; [30 37],[14.47524752 19.52475248] ; [28.52475248 38.47524752],0
p7,1,0.562048,0.33617,[27 24] ; [75 55],[28.74033149 22.25966851] ; [73.25966851 56.74033149],0
a1,1,0.569252,0.323935,[ 2 51] ; [  3 129],[ 1.43243243 51.56756757] ; [  3.56756757 128.43243243],0
n4,1,0.592556,0.28637,[34 18] ; [91 40],[35.51912568 16.48087432] ; [89.48087432 41.51912568],0
r1,1,0.594038,0.284082,[31 21] ; [83 47],[32.57142857 19.42857143] ; [81.42857143 48.57142857],0
s3,1,0.608365,0.262563,[23 29] ; [62 66],[24.55555556 27.44444444] ; [60.44444444 67.55555556],0
a8,1,0.655063,0.199577,[ 6 43] ; [ 12 109],[ 5.18823529 43.81176471] ; [ 12.81176471 108.18823529],0
u1,1,0.66455,0.188044,[ 1 52] ; [  4 128],[ 1.43243243 51.56756757] ; [  3.56756757 128.43243243],0
a4,1,0.664977,0.187534,[10 42] ; [ 29 102],[11.08196721 40.91803279] ; [ 27.91803279 103.08196721],0
s4,1,0.703223,0.145141,[11 42] ; [ 24 107],[10.08152174 42.91847826] ; [ 24.91847826 106.08152174],0
b3,1,0.759954,0.093356,[ 9 28] ; [20 54],[ 9.66666667 27.33333333] ; [19.33333333 54.66666667],0
b2,1,0.759954,0.093356,[ 9 28] ; [20 54],[ 9.66666667 27.33333333] ; [19.33333333 54.66666667],0
b4,1,0.871422,0.026196,[28 25] ; [68 64],[27.5027027 25.4972973] ; [68.4972973 63.5027027],0
u3,1,0.949832,0.003959,[15 19] ; [30 37],[15.14851485 18.85148515] ; [29.85148515 37.14851485],0
