Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,31.05346,[71 68] ; [70  9],[89.90366972 49.09633028] ; [51.09633028 27.90366972],1
p8,1,0.0,26.913587,[51 89] ; [57 21],[69.35779817 70.64220183] ; [38.64220183 39.35779817],1
p4,1,8e-05,15.546969,[60 79] ; [56 23],[73.96330275 65.03669725] ; [42.03669725 36.96330275],1
a6,1,0.00025,13.413469,[71 69] ; [20 59],[58.17351598 81.82648402] ; [32.82648402 46.17351598],1
s6,1,0.000402,12.523453,[80 57] ; [61 13],[91.54976303 45.45023697] ; [49.45023697 24.54976303],1
s7,1,0.000998,10.83217,[57 75] ; [52 26],[68.51428571 63.48571429] ; [40.48571429 37.51428571],1
s8,1,0.001329,10.301932,[58 82] ; [50 28],[69.35779817 70.64220183] ; [38.64220183 39.35779817],0
s5,1,0.001556,10.010872,[44 90] ; [40 32],[54.6407767 79.3592233] ; [29.3592233 42.6407767],0
d1,1,0.008129,7.004867,[59 81] ; [48 31],[68.40182648 71.59817352] ; [38.59817352 40.40182648],0
p3,1,0.014567,5.968072,[61 79] ; [48 31],[69.6803653 70.3196347] ; [39.3196347 39.6803653],0
a1,1,0.050776,3.815655,[  4 136] ; [ 7 72],[  7.03196347 132.96803653] ; [ 3.96803653 75.03196347],0
s2,1,0.055818,3.657471,[60 78] ; [45 34],[66.77419355 71.22580645] ; [38.22580645 40.77419355],0
d5,1,0.064688,3.41291,[99 41] ; [64 14],[104.67889908  35.32110092] ; [58.32110092 19.67889908],0
p1,1,0.072386,3.228069,[  8 132] ; [10 69],[ 11.50684932 128.49315068] ; [ 6.49315068 72.50684932],0
d3,1,0.075445,3.160388,[57 83] ; [42 37],[63.28767123 76.71232877] ; [35.71232877 43.28767123],0
p10,1,0.083111,3.002993,[101  38] ; [64 13],[106.18055556  32.81944444] ; [58.81944444 18.18055556],0
n4,1,0.086224,2.943498,[102  37] ; [66 13],[107.11926606  31.88073394] ; [60.88073394 18.11926606],0
p2,1,0.09262,2.82824,[101  39] ; [65 14],[106.11872146  33.88127854] ; [59.88127854 19.11872146],0
b2,1,0.102711,2.662929,[33 54] ; [29 27],[37.72027972 49.27972028] ; [24.27972028 31.72027972],0
b3,1,0.102711,2.662929,[33 54] ; [29 27],[37.72027972 49.27972028] ; [24.27972028 31.72027972],0
p5,1,0.109168,2.56622,[ 14 124] ; [14 65],[ 17.80645161 120.19354839] ; [10.19354839 68.80645161],0
u4,1,0.113568,2.503861,[  2 138] ; [ 4 75],[  3.83561644 136.16438356] ; [ 2.16438356 76.83561644],0
d2,1,0.140865,2.168479,[63 76] ; [44 35],[68.22477064 70.77522936] ; [38.77522936 40.22477064],0
p9,1,0.142373,2.15212,[108  31] ; [67 11],[112.09677419  26.90322581] ; [62.90322581 15.09677419],0
s4,1,0.15469,2.025385,[ 23 117] ; [19 59],[ 26.97247706 113.02752294] ; [15.02752294 62.97247706],0
n6,1,0.161395,1.961111,[111  28] ; [69 10],[114.7706422  24.2293578] ; [65.2293578 13.7706422],0
d4,1,0.182256,1.779133,[101  38] ; [63 15],[105.05069124  33.94930876] ; [58.94930876 19.05069124],0
u2,1,0.210362,1.568937,[24 16] ; [12 15],[21.49253731 18.50746269] ; [14.50746269 12.49253731],0
n5,1,0.279257,1.170701,[101  37] ; [63 16],[104.29493088  33.70506912] ; [59.70506912 19.29493088],0
a2,1,0.279344,1.170279,[ 15 125] ; [ 5 74],[ 12.78538813 127.21461187] ; [ 7.21461187 71.78538813],0
b1,1,0.301843,1.066034,[59 81] ; [39 40],[62.64840183 77.35159817] ; [35.35159817 43.64840183],0
b5,1,0.332393,0.939553,[68 72] ; [33 46],[64.56621005 75.43378995] ; [36.43378995 42.56621005],0
s3,1,0.340738,0.907651,[77 62] ; [49 30],[80.33944954 58.66055046] ; [45.66055046 33.33944954],0
a4,1,0.361196,0.833731,[61 79] ; [39 39],[64.22018349 75.77981651] ; [35.77981651 42.22018349],0
a8,1,0.371574,0.798393,[ 15 116] ; [12 64],[ 17.08695652 113.91304348] ; [ 9.91304348 66.08695652],0
s1,1,0.380862,0.767917,[  7 132] ; [ 2 76],[  5.76497696 133.23502304] ; [ 3.23502304 74.76497696],0
n3,1,0.413704,0.668132,[30  9] ; [12  6],[28.73684211 10.26315789] ; [13.26315789  4.73684211],0
n2,1,0.431834,0.617887,[33  7] ; [14  5],[31.86440678  8.13559322] ; [15.13559322  3.86440678],0
a3,1,0.452487,0.564414,[99 41] ; [52 27],[96.52968037 43.47031963] ; [54.47031963 24.52968037],0
b4,1,0.46882,0.524757,[78 62] ; [40 39],[75.43378995 64.56621005] ; [42.56621005 36.43378995],0
r2,1,0.510942,0.432137,[133   6] ; [76  2],[133.87557604   5.12442396] ; [75.12442396  2.87557604],0
v3,1,0.579961,0.306297,[52 79] ; [34 44],[53.90430622 77.09569378] ; [32.09569378 45.90430622],0
u1,1,0.584829,0.298493,[  8 132] ; [ 6 73],[  8.94977169 131.05022831] ; [ 5.05022831 73.94977169],0
u3,1,0.656424,0.197897,[19 22] ; [14 13],[19.89705882 21.10294118] ; [13.10294118 13.89705882],0
v2,1,0.680088,0.170027,[67 66] ; [37 41],[65.55450237 67.44549763] ; [38.44549763 39.55450237],0
r1,1,0.68087,0.169148,[112  28] ; [65 14],[113.15068493  26.84931507] ; [63.84931507 15.15068493],0
p12,1,0.715264,0.133076,[  9 130] ; [ 6 71],[  9.65277778 129.34722222] ; [ 5.34722222 71.65277778],0
n1,1,0.785943,0.073757,[17 22] ; [ 9 10],[17.48275862 21.51724138] ; [ 8.51724138 10.48275862],0
v1,1,0.8358,0.04296,[70 67] ; [41 37],[70.73023256 66.26976744] ; [40.26976744 37.73023256],0
r3,1,0.853246,0.034217,[137   3] ; [77  2],[136.80365297   3.19634703] ; [77.19634703  1.80365297],0
p11,1,0.935361,0.006578,[111  29] ; [63 16],[111.23287671  28.76712329] ; [62.76712329 16.23287671],0
