Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.006114,7.516356,[4 5] ; [ 1 21],[1.4516129 7.5483871] ; [ 3.5483871 18.4516129],0
s3,1,0.019596,5.447564,[7 2] ; [ 7 15],[4.06451613 4.93548387] ; [ 9.93548387 12.06451613],0
s4,1,0.029987,4.710017,[3 6] ; [ 1 21],[1.16129032 7.83870968] ; [ 2.83870968 19.16129032],0
a4,1,0.043615,4.071394,[1 8] ; [11 11],[3.48387097 5.51612903] ; [ 8.51612903 13.48387097],0
d5,1,0.075929,3.149952,[4 5] ; [17  5],[6.09677419 2.90322581] ; [14.90322581  7.09677419],0
s7,1,0.10197,2.674464,[4 3] ; [ 5 16],[2.25 4.75] ; [ 6.75 14.25],0
u2,1,0.136844,2.213095,[3 1] ; [2 5],[1.81818182 2.18181818] ; [3.18181818 3.81818182],0
d3,1,0.154833,2.023979,[2 7] ; [11 11],[3.77419355 5.22580645] ; [ 9.22580645 12.77419355],0
p3,1,0.226601,1.46207,[4 5] ; [ 5 17],[2.61290323 6.38709677] ; [ 6.38709677 15.61290323],0
n5,1,0.283391,1.150758,[6 3] ; [10 12],[4.64516129 4.35483871] ; [11.35483871 10.64516129],0
p11,1,0.283391,1.150758,[3 6] ; [12 10],[4.35483871 4.64516129] ; [10.64516129 11.35483871],0
d1,1,0.323619,0.974265,[2 7] ; [ 9 13],[3.19354839 5.80645161] ; [ 7.80645161 14.19354839],0
a6,1,0.323619,0.974265,[2 7] ; [ 9 13],[3.19354839 5.80645161] ; [ 7.80645161 14.19354839],0
p8,1,0.35322,0.861857,[4 5] ; [ 6 16],[2.90322581 6.09677419] ; [ 7.09677419 14.90322581],0
p6,1,0.359756,0.838745,[3 6] ; [ 4 18],[2.03225806 6.96774194] ; [ 4.96774194 17.03225806],0
a3,1,0.398025,0.714286,[5 4] ; [15  6],[6. 3.] ; [14.  7.],0
n4,1,0.444549,0.584512,[7 2] ; [14  8],[6.09677419 2.90322581] ; [14.90322581  7.09677419],0
p2,1,0.456996,0.553243,[4 5] ; [13  9],[4.93548387 4.06451613] ; [12.06451613  9.93548387],0
p1,1,0.499405,0.4562,[1 8] ; [ 1 21],[0.58064516 8.41935484] ; [ 1.41935484 20.58064516],0
v1,1,0.50482,0.444789,[4 5] ; [ 7 15],[3.19354839 5.80645161] ; [ 7.80645161 14.19354839],0
b1,1,0.534731,0.385392,[6 3] ; [12 10],[5.22580645 3.77419355] ; [12.77419355  9.22580645],0
b5,1,0.534731,0.385392,[3 6] ; [10 12],[3.77419355 5.22580645] ; [ 9.22580645 12.77419355],0
n6,1,0.54393,0.368304,[5 3] ; [11 11],[4.26666667 3.73333333] ; [11.73333333 10.26666667],0
n2,1,0.576999,0.311111,[2 3] ; [5 4],[2.5 2.5] ; [4.5 4.5],0
b2,1,0.585804,0.296946,[2 2] ; [ 6 11],[1.52380952 2.47619048] ; [ 6.47619048 10.52380952],0
b3,1,0.585804,0.296946,[2 2] ; [ 6 11],[1.52380952 2.47619048] ; [ 6.47619048 10.52380952],0
s5,1,0.593148,0.285456,[2 7] ; [ 7 15],[2.61290323 6.38709677] ; [ 6.38709677 15.61290323],0
a7,1,0.609473,0.260943,[4 5] ; [12 10],[4.64516129 4.35483871] ; [11.35483871 10.64516129],0
d2,1,0.609473,0.260943,[5 4] ; [10 12],[4.35483871 4.64516129] ; [10.64516129 11.35483871],0
r4,1,0.609473,0.260943,[4 5] ; [12 10],[4.64516129 4.35483871] ; [11.35483871 10.64516129],0
s6,1,0.690328,0.15873,[5 4] ; [10 11],[4.5 4.5] ; [10.5 10.5],0
p7,1,0.694266,0.154506,[3 6] ; [ 9 13],[3.48387097 5.51612903] ; [ 8.51612903 13.48387097],0
n3,1,0.724939,0.12381,[2 3] ; [4 4],[2.30769231 2.69230769] ; [3.69230769 4.30769231],0
r3,1,0.770515,0.08509,[7 2] ; [16  6],[6.67741935 2.32258065] ; [16.32258065  5.67741935],0
p9,1,0.778746,0.078935,[4 5] ; [11 11],[4.35483871 4.64516129] ; [10.64516129 11.35483871],0
d4,1,0.796052,0.066801,[7 2] ; [18  4],[7.25806452 1.74193548] ; [17.74193548  4.25806452],0
p5,1,0.849017,0.036242,[1 8] ; [ 3 19],[1.16129032 7.83870968] ; [ 2.83870968 19.16129032],0
b4,1,0.856315,0.032785,[5 4] ; [13  9],[5.22580645 3.77419355] ; [12.77419355  9.22580645],0
a1,1,0.862895,0.029822,[1 8] ; [ 2 20],[0.87096774 8.12903226] ; [ 2.12903226 19.87096774],0
n1,1,0.872081,0.025926,[2 3] ; [4 5],[2.14285714 2.85714286] ; [3.85714286 5.14285714],0
a5,1,0.872832,0.02562,[6 3] ; [14  8],[5.80645161 3.19354839] ; [14.19354839  7.80645161],0
p4,1,0.872832,0.02562,[3 6] ; [ 8 14],[3.19354839 5.80645161] ; [ 7.80645161 14.19354839],0
u3,1,0.898195,0.016369,[1 3] ; [2 5],[1.09090909 2.90909091] ; [1.90909091 5.09090909],0
r2,1,0.934715,0.00671,[6 3] ; [15  7],[6.09677419 2.90322581] ; [14.90322581  7.09677419],0
v2,1,0.959089,0.002631,[4 5] ; [10 12],[4.06451613 4.93548387] ; [ 9.93548387 12.06451613],0
p10,1,0.959089,0.002631,[4 5] ; [10 12],[4.06451613 4.93548387] ; [ 9.93548387 12.06451613],0
s8,1,0.975646,0.000932,[2 7] ; [ 5 17],[2.03225806 6.96774194] ; [ 4.96774194 17.03225806],0
