Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.121974,[59 47] ; [225  55],[77.98963731 28.01036269] ; [206.01036269  73.98963731],1
d4,1,0.534847,0.385174,[85 24] ; [227  54],[87.2 21.8] ; [224.8  56.2],0
a5,1,0.55237,0.353088,[74 37] ; [196  85],[76.45408163 34.54591837] ; [193.54591837  87.45408163],0
a8,1,0.562911,0.334689,[15 86] ; [ 32 223],[13.33426966 87.66573034] ; [ 33.66573034 221.33426966],0
d5,1,0.611605,0.257844,[89 20] ; [223  58],[87.2 21.8] ; [224.8  56.2],0
n3,1,0.616252,0.251171,[31  8] ; [58 19],[29.92241379  9.07758621] ; [59.07758621 17.92241379],0
a4,1,0.645162,0.212054,[54 57] ; [129 151],[51.95140665 59.04859335] ; [131.04859335 148.95140665],0
s3,1,0.729295,0.11976,[61 50] ; [157 119],[62.52713178 48.47286822] ; [155.47286822 120.52713178],0
a3,1,0.777029,0.080199,[77 34] ; [199  82],[78.15306122 32.84693878] ; [197.84693878  83.15306122],0
p5,1,0.81508,0.054699,[  5 106] ; [ 14 262],[  5.4496124 105.5503876] ; [ 13.5503876 262.4496124],0
r1,1,0.819174,0.052261,[90 20] ; [231  48],[90.77120823 19.22879177] ; [230.22879177  48.77120823],0
p4,1,0.834735,0.043528,[49 61] ; [128 152],[49.92307692 60.07692308] ; [127.07692308 152.92307692],0
p7,1,0.842192,0.039637,[49 61] ; [119 155],[48.125 61.875] ; [119.875 154.125],0
a1,1,0.885023,0.020911,[  4 107] ; [ 11 270],[  4.24744898 106.75255102] ; [ 10.75255102 270.24744898],0
n2,1,0.918872,0.010374,[31 11] ; [56 19],[31.23076923 10.76923077] ; [55.76923077 19.23076923],0
u1,1,0.955799,0.003072,[22 89] ; [ 55 226],[21.80357143 89.19642857] ; [ 55.19642857 225.80357143],0
