Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.121974,[59 47] ; [225  55],[77.98963731 28.01036269] ; [206.01036269  73.98963731],1
b1,1,2.9e-05,17.504217,[60 51] ; [ 88 193],[41.90816327 69.09183673] ; [106.09183673 174.90816327],1
p9,1,0.000601,11.773225,[71 36] ; [231  49],[83.49870801 23.50129199] ; [218.50129199  61.49870801],1
n4,1,0.001697,9.851043,[67 42] ; [217  64],[79.37435897 29.62564103] ; [204.62564103  76.37435897],0
v4,1,0.006599,7.379086,[102   8] ; [275   5],[106.33333333   3.66666667] ; [270.66666667   9.33333333],0
p12,1,0.011125,6.445186,[  1 109] ; [ 21 259],[  6.20512821 103.79487179] ; [ 15.79487179 264.20512821],0
p2,1,0.013963,6.042818,[70 41] ; [212  69],[79.85204082 31.14795918] ; [202.14795918  78.85204082],0
s1,1,0.021618,5.276235,[  9 100] ; [  8 267],[  4.82552083 104.17447917] ; [ 12.17447917 262.82552083],0
s4,1,0.025764,4.971784,[27 84] ; [ 41 236],[19.45360825 91.54639175] ; [ 48.54639175 228.45360825],0
r3,1,0.037249,4.338976,[108   3] ; [280   1],[109.86734694   1.13265306] ; [278.13265306   2.86734694],0
n6,1,0.039207,4.25188,[82 28] ; [235  46],[89.18158568 20.81841432] ; [227.81841432  53.18158568],0
s5,1,0.042051,4.133152,[38 65] ; [ 71 200],[30.01871658 72.98128342] ; [ 78.98128342 192.01871658],0
s6,1,0.079448,3.076158,[77 31] ; [173 107],[69.58762887 38.41237113] ; [180.41237113  99.58762887],0
n5,1,0.082647,3.01207,[67 42] ; [197  82],[74.16494845 34.83505155] ; [189.83505155  89.16494845],0
b3,1,0.099689,2.710514,[17 42] ; [ 75 109],[22.33744856 36.66255144] ; [ 69.66255144 114.33744856],0
b2,1,0.099689,2.710514,[17 42] ; [ 75 109],[22.33744856 36.66255144] ; [ 69.66255144 114.33744856],0
p1,1,0.130621,2.285113,[  9 102] ; [ 12 268],[  5.96163683 105.03836317] ; [ 15.03836317 264.96163683],0
b4,1,0.152499,2.047071,[60 51] ; [174 107],[66.26020408 44.73979592] ; [167.73979592 113.26020408],0
u3,1,0.164629,1.931185,[25  8] ; [51 31],[21.80869565 11.19130435] ; [54.19130435 27.80869565],0
a2,1,0.191024,1.709702,[34 77] ; [ 68 213],[28.88265306 82.11734694] ; [ 73.11734694 207.88265306],0
v1,1,0.210315,1.569258,[46 64] ; [132 138],[51.52631579 58.47368421] ; [126.47368421 143.52631579],0
s2,1,0.216587,1.526842,[62 49] ; [135 141],[56.50387597 54.49612403] ; [140.49612403 135.50387597],0
d2,1,0.261138,1.262715,[59 51] ; [132 147],[54.01028278 55.98971722] ; [136.98971722 142.01028278],0
d1,1,0.285717,1.139695,[55 56] ; [156 125],[59.74744898 51.25255102] ; [151.25255102 129.74744898],0
a7,1,0.291627,1.112096,[83 27] ; [197  84],[78.77237852 31.22762148] ; [201.22762148  79.77237852],0
u4,1,0.315751,1.006466,[  1 110] ; [  7 274],[  2.26530612 108.73469388] ; [  5.73469388 275.26530612],0
a6,1,0.315778,1.006355,[73 37] ; [201  80],[77.08439898 32.91560102] ; [196.91560102  84.08439898],0
r2,1,0.320427,0.987204,[109   1] ; [274   7],[107.74936061   2.25063939] ; [275.25063939   5.74936061],0
u2,1,0.335798,0.926408,[17 15] ; [51 30],[19.25663717 12.74336283] ; [48.74336283 32.25663717],0
s7,1,0.346259,0.88712,[49 52] ; [118 156],[44.97866667 56.02133333] ; [122.02133333 151.97866667],0
n1,1,0.354162,0.858489,[18 23] ; [26 48],[15.68695652 25.31304348] ; [28.31304348 45.68695652],0
v3,1,0.363245,0.826642,[32 71] ; [ 96 170],[35.72899729 67.27100271] ; [ 92.27100271 173.72899729],0
d3,1,0.418371,0.654887,[69 40] ; [190  91],[72.38717949 36.61282051] ; [186.61282051  94.38717949],0
v2,1,0.420572,0.648715,[52 55] ; [141 124],[55.51344086 51.48655914] ; [137.48655914 127.51344086],0
p6,1,0.421089,0.647274,[29 82] ; [ 62 216],[25.96658098 85.03341902] ; [ 65.03341902 212.96658098],0
s8,1,0.435186,0.608942,[47 63] ; [108 173],[43.60613811 66.39386189] ; [111.39386189 169.60613811],0
p3,1,0.454155,0.56026,[37 74] ; [105 176],[40.20918367 70.79081633] ; [101.79081633 179.20918367],0
b5,1,0.486567,0.48411,[76 35] ; [182  99],[73.05612245 37.94387755] ; [184.94387755  96.05612245],0
