Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,26.352398,[ 8 37] ; [22  6],[18.49315068 26.50684932] ; [11.50684932 16.49315068],1
s6,1,9e-06,19.703029,[12 32] ; [22  5],[21.07042254 22.92957746] ; [12.92957746 14.07042254],1
s8,1,0.000242,13.474778,[ 3 41] ; [12 16],[ 9.16666667 34.83333333] ; [ 5.83333333 22.16666667],1
s5,1,0.003159,8.713038,[ 6 37] ; [12 14],[11.2173913 31.7826087] ; [ 6.7826087 19.2173913],0
v1,1,0.011504,6.385769,[11 34] ; [15 13],[16.02739726 28.97260274] ; [ 9.97260274 18.02739726],0
n2,1,0.016205,5.780534,[ 9 12] ; [11  2],[12.35294118  8.64705882] ; [7.64705882 5.35294118],0
r3,1,0.019295,5.474604,[34 11] ; [27  1],[37.60273973  7.39726027] ; [23.39726027  4.60273973],0
p7,1,0.019676,5.440378,[ 9 35] ; [13 15],[13.44444444 30.55555556] ; [ 8.55555556 19.44444444],0
s7,1,0.038817,4.268849,[ 7 34] ; [10 15],[10.56060606 30.43939394] ; [ 6.43939394 18.56060606],0
r4,1,0.071285,3.253171,[28 17] ; [23  5],[31.43835616 13.56164384] ; [19.56164384  8.43835616],0
s4,1,0.095752,2.774917,[ 7 38] ; [ 9 19],[ 9.8630137 35.1369863] ; [ 6.1369863 21.8630137],0
a1,1,0.121078,2.403316,[ 1 44] ; [ 3 25],[ 2.46575342 42.53424658] ; [ 1.53424658 26.46575342],0
r2,1,0.147371,2.099252,[34 11] ; [25  3],[36.36986301  8.63013699] ; [22.63013699  5.36986301],0
v4,1,0.147371,2.099252,[34 11] ; [25  3],[36.36986301  8.63013699] ; [22.63013699  5.36986301],0
a4,1,0.157055,2.002351,[15 30] ; [14 14],[17.87671233 27.12328767] ; [11.12328767 16.87671233],0
p4,1,0.17146,1.87013,[12 32] ; [12 16],[14.66666667 29.33333333] ; [ 9.33333333 18.66666667],0
a3,1,0.175038,1.839254,[25 20] ; [20  8],[27.73972603 17.26027397] ; [17.26027397 10.73972603],0
p10,1,0.188364,1.730366,[19 25] ; [16 11],[21.69014085 22.30985915] ; [13.30985915 13.69014085],0
p3,1,0.197141,1.663431,[ 7 37] ; [ 8 20],[ 9.16666667 34.83333333] ; [ 5.83333333 22.16666667],0
a7,1,0.214673,1.53963,[26 19] ; [12 16],[23.42465753 21.57534247] ; [14.57534247 13.42465753],0
p6,1,0.221686,1.493422,[ 6 38] ; [ 7 21],[ 7.94444444 36.05555556] ; [ 5.05555556 22.94444444],0
a5,1,0.269981,1.216843,[23 22] ; [18 10],[25.2739726 19.7260274] ; [15.7260274 12.2739726],0
p9,1,0.27684,1.182536,[19 24] ; [15 11],[21.1884058 21.8115942] ; [12.8115942 13.1884058],0
u2,1,0.280828,1.163077,[12  8] ; [3 5],[10.71428571  9.28571429] ; [4.28571429 3.71428571],0
p11,1,0.304286,1.055317,[17 28] ; [14 14],[19.10958904 25.89041096] ; [11.89041096 16.10958904],0
