Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,74.689168,[ 31 131] ; [60 18],[ 61.425 100.575] ; [29.575 48.425],1
s6,1,0.0,32.774756,[67 93] ; [62 14],[87.45762712 72.54237288] ; [41.54237288 34.45762712],1
s7,1,0.0,28.478076,[ 26 129] ; [39 39],[ 43.24034335 111.75965665] ; [21.75965665 56.24034335],1
s5,1,1e-06,23.391399,[ 28 135] ; [36 41],[ 43.46666667 119.53333333] ; [20.53333333 56.46666667],1
s4,1,0.001052,10.734493,[ 15 149] ; [19 57],[ 23.23333333 140.76666667] ; [10.76666667 65.23333333],0
d4,1,0.074323,3.184864,[124  42] ; [67 12],[129.4122449  36.5877551] ; [61.5877551 17.4122449],0
a8,1,0.098365,2.731856,[ 13 133] ; [12 61],[ 16.66666667 129.33333333] ; [ 8.33333333 64.66666667],0
a7,1,0.099739,2.709715,[123  43] ; [66 13],[128.05714286  37.94285714] ; [60.94285714 18.05714286],0
p6,1,0.10479,2.631086,[ 59 105] ; [37 42],[64.79012346 99.20987654] ; [31.20987654 47.79012346],0
d2,1,0.109492,2.56154,[ 62 104] ; [38 41],[67.75510204 98.24489796] ; [32.24489796 46.75510204],0
n1,1,0.111509,2.532705,[12 16] ; [ 2 10],[ 9.8 18.2] ; [4.2 7.8],0
p12,1,0.122282,2.387852,[  8 156] ; [ 8 71],[ 10.79835391 153.20164609] ; [ 5.20164609 73.79835391],0
b4,1,0.148948,2.08299,[91 75] ; [51 28],[96.2122449 69.7877551] ; [45.7877551 33.2122449],0
p2,1,0.209123,1.57749,[147  18] ; [65 13],[143.95061728  21.04938272] ; [68.04938272  9.95061728],0
u1,1,0.21679,1.525496,[ 18 148] ; [13 66],[ 21.00408163 144.99591837] ; [ 9.99591837 69.00408163],0
a1,1,0.220007,1.504325,[  5 161] ; [ 5 74],[  6.7755102 159.2244898] ; [ 3.2244898 75.7755102],0
n5,1,0.25586,1.291019,[113  51] ; [60 19],[116.75720165  47.24279835] ; [56.24279835 22.75720165],0
a2,1,0.267606,1.228976,[ 28 138] ; [18 61],[ 31.16734694 134.83265306] ; [14.83265306 64.16734694],0
p1,1,0.290942,1.115259,[ 16 149] ; [11 66],[ 18.40909091 146.59090909] ; [ 8.59090909 68.40909091],0
n6,1,0.292723,1.107057,[135  30] ; [68 10],[137.83950617  27.16049383] ; [65.16049383 12.83950617],0
n4,1,0.299457,1.07661,[117  48] ; [61 18],[120.36885246  44.63114754] ; [57.63114754 21.36885246],0
a6,1,0.350358,0.87216,[115  51] ; [50 29],[111.79591837  54.20408163] ; [53.20408163 25.79591837],0
s1,1,0.354394,0.857662,[  3 161] ; [ 3 76],[  4.04938272 159.95061728] ; [ 1.95061728 77.04938272],0
v1,1,0.355306,0.854417,[84 78] ; [35 42],[80.66108787 81.33891213] ; [38.33891213 38.66108787],0
v3,1,0.372788,0.794349,[ 54 107] ; [30 46],[ 57.06329114 103.93670886] ; [26.93670886 49.06329114],0
p5,1,0.377459,0.77896,[ 17 149] ; [11 67],[ 19.04918033 146.95081967] ; [ 8.95081967 69.04918033],0
n3,1,0.417753,0.656627,[20  8] ; [7 5],[18.9  9.1] ; [8.1 3.9],0
p11,1,0.448101,0.575452,[137  29] ; [62 17],[134.83265306  31.16734694] ; [64.16734694 14.83265306],0
v2,1,0.476796,0.506183,[90 70] ; [39 37],[87.45762712 72.54237288] ; [41.54237288 34.45762712],0
b3,1,0.512339,0.429288,[21 71] ; [11 28],[22.47328244 69.52671756] ; [ 9.52671756 29.47328244],0
b2,1,0.512339,0.429288,[21 71] ; [11 28],[22.47328244 69.52671756] ; [ 9.52671756 29.47328244],0
p9,1,0.512768,0.428415,[138  26] ; [63 15],[136.21487603  27.78512397] ; [64.78512397 13.21487603],0
a4,1,0.529329,0.39568,[ 62 103] ; [33 46],[ 64.24180328 100.75819672] ; [30.75819672 48.24180328],0
p4,1,0.558373,0.342529,[108  56] ; [55 24],[110.00823045  53.99176955] ; [52.99176955 26.00823045],0
u2,1,0.561394,0.337297,[33 33] ; [18 14],[34.34693878 31.65306122] ; [16.65306122 15.34693878],0
v4,1,0.578065,0.309374,[160   6] ; [74  4],[159.19672131   6.80327869] ; [74.80327869  3.19672131],0
u4,1,0.589606,0.29096,[  1 165] ; [ 1 78],[  1.35510204 164.64489796] ; [ 0.64489796 78.35510204],0
d5,1,0.600597,0.274096,[131  35] ; [60 19],[129.4122449  36.5877551] ; [61.5877551 17.4122449],0
