Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000307,13.025596,[23 20] ; [46  7],[30.90625 12.09375] ; [38.09375 14.90625],1
b5,1,0.000445,12.33438,[15 29] ; [37 16],[23.58762887 20.41237113] ; [28.41237113 24.58762887],1
s6,1,0.00171,9.837623,[11 33] ; [29 22],[18.52631579 25.47368421] ; [21.47368421 29.52631579],0
s7,1,0.009474,6.731296,[ 3 35] ; [15 34],[ 7.86206897 30.13793103] ; [10.13793103 38.86206897],0
r4,1,0.014347,5.994912,[19 25] ; [36 17],[24.94845361 19.05154639] ; [30.05154639 22.94845361],0
s8,1,0.025923,4.961146,[ 3 41] ; [12 39],[ 6.94736842 37.05263158] ; [ 8.05263158 42.94736842],0
n5,1,0.035998,4.397176,[18 26] ; [33 20],[23.13402062 20.86597938] ; [27.86597938 25.13402062],0
v3,1,0.047946,3.911894,[ 8 33] ; [20 32],[12.34408602 28.65591398] ; [15.65591398 36.34408602],0
r3,1,0.052634,3.755488,[26 18] ; [41 12],[30.39175258 13.60824742] ; [36.60824742 16.39175258],0
u1,1,0.054483,3.697839,[ 2 42] ; [ 9 44],[ 4.98969072 39.01030928] ; [ 6.01030928 46.98969072],0
n2,1,0.061592,3.493978,[11 14] ; [15  6],[14.13043478 10.86956522] ; [11.86956522  9.13043478],0
p4,1,0.096221,2.767091,[11 33] ; [21 30],[14.82105263 29.17894737] ; [17.17894737 33.82105263],0
s2,1,0.106493,2.605512,[ 8 36] ; [17 35],[11.45833333 32.54166667] ; [13.54166667 38.45833333],0
v1,1,0.111345,2.535031,[10 34] ; [20 33],[13.60824742 30.39175258] ; [16.39175258 36.60824742],0
a6,1,0.11433,2.493318,[27 17] ; [24 29],[23.13402062 20.86597938] ; [27.86597938 25.13402062],0
n1,1,0.130393,2.287815,[ 7 18] ; [10 10],[ 9.44444444 15.55555556] ; [ 7.55555556 12.44444444],0
a4,1,0.138638,2.193007,[20 24] ; [16 36],[16.5 27.5] ; [19.5 32.5],0
d2,1,0.156455,2.008156,[25 19] ; [22 30],[21.54166667 22.45833333] ; [25.45833333 26.54166667],0
p7,1,0.195504,1.675649,[13 31] ; [22 30],[16.04166667 27.95833333] ; [18.95833333 33.04166667],0
r2,1,0.216185,1.529517,[32 11] ; [44  8],[34.4  8.6] ; [41.6 10.4],0
p8,1,0.221718,1.493217,[ 9 34] ; [17 36],[11.64583333 31.35416667] ; [14.35416667 38.64583333],0
n4,1,0.236756,1.399806,[23 21] ; [34 19],[25.8556701 18.1443299] ; [31.1443299 21.8556701],0
a7,1,0.236756,1.399806,[23 21] ; [34 19],[25.8556701 18.1443299] ; [31.1443299 21.8556701],0
u2,1,0.242908,1.363636,[9 9] ; [ 7 15],[ 7.2 10.8] ; [ 8.8 13.2],0
s5,1,0.271841,1.207433,[ 5 39] ; [10 41],[ 6.94736842 37.05263158] ; [ 8.05263158 42.94736842],0
p6,1,0.292569,1.107763,[ 5 38] ; [10 41],[ 6.86170213 36.13829787] ; [ 8.13829787 42.86170213],0
p2,1,0.398424,0.713079,[17 27] ; [25 28],[19.05154639 24.94845361] ; [22.94845361 30.05154639],0
p3,1,0.407914,0.684871,[12 31] ; [19 34],[13.88541667 29.11458333] ; [17.11458333 35.88541667],0
a5,1,0.4223,0.643905,[26 18] ; [27 26],[24.04123711 19.95876289] ; [28.95876289 24.04123711],0
v2,1,0.474523,0.511424,[14 29] ; [21 32],[15.67708333 27.32291667] ; [19.32291667 33.67708333],0
d4,1,0.510215,0.433627,[29 14] ; [39 14],[30.45833333 12.54166667] ; [37.54166667 15.45833333],0
s4,1,0.511823,0.430339,[ 7 37] ; [11 41],[ 8.25 35.75] ; [ 9.75 42.25],0
s1,1,0.518937,0.416004,[ 5 39] ; [ 4 49],[ 4.08247423 39.91752577] ; [ 4.91752577 48.08247423],0
d5,1,0.539132,0.37715,[29 15] ; [38 15],[30.39175258 13.60824742] ; [36.60824742 16.39175258],0
b4,1,0.563528,0.333633,[25 19] ; [27 26],[23.58762887 20.41237113] ; [28.41237113 24.58762887],0
b2,1,0.570424,0.321974,[11 20] ; [ 8 20],[ 9.98305085 21.01694915] ; [ 9.01694915 18.98305085],0
b3,1,0.570424,0.321974,[11 20] ; [ 8 20],[ 9.98305085 21.01694915] ; [ 9.01694915 18.98305085],0
b1,1,0.609511,0.260888,[26 18] ; [34 19],[27.21649485 16.78350515] ; [32.78350515 20.21649485],0
n3,1,0.63878,0.220342,[11 12] ; [11  9],[11.76744186 11.23255814] ; [10.23255814  9.76744186],0
a3,1,0.702749,0.145628,[26 17] ; [30 23],[25.08333333 17.91666667] ; [30.91666667 22.08333333],0
s3,1,0.710674,0.137604,[17 26] ; [19 34],[16.125 26.875] ; [19.875 33.125],0
u3,1,0.731782,0.117481,[ 8 10] ; [ 9 14],[ 7.46341463 10.53658537] ; [ 9.53658537 13.46341463],0
a1,1,0.755684,0.096816,[ 5 39] ; [ 5 48],[ 4.53608247 39.46391753] ; [ 5.46391753 47.53608247],0
p1,1,0.783194,0.075713,[ 4 40] ; [ 4 49],[ 3.62886598 40.37113402] ; [ 4.37113402 48.62886598],0
p10,1,0.808918,0.058478,[ 6 38] ; [ 8 44],[ 6.41666667 37.58333333] ; [ 7.58333333 44.41666667],0
r1,1,0.856623,0.032643,[29 15] ; [34 19],[28.57731959 15.42268041] ; [34.42268041 18.57731959],0
a8,1,0.865476,0.028699,[ 3 39] ; [ 3 45],[ 2.8 39.2] ; [ 3.2 44.8],0
a2,1,0.931041,0.007488,[ 8 36] ; [10 43],[ 8.16494845 35.83505155] ; [ 9.83505155 43.16494845],0
d1,1,0.983072,0.00045,[19 25] ; [23 30],[19.05154639 24.94845361] ; [22.94845361 30.05154639],0
d3,1,0.986522,0.000285,[24 20] ; [29 24],[24.04123711 19.95876289] ; [28.95876289 24.04123711],0
