Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000703,11.482065,[159 137] ; [30  6],[168.5060241 127.4939759] ; [20.4939759 15.5060241],1
s2,1,0.005896,7.581783,[118 178] ; [23 13],[125.71084337 170.28915663] ; [15.28915663 20.71084337],0
s3,1,0.0151,5.90479,[133 161] ; [24 12],[139.87272727 154.12727273] ; [17.12727273 18.87272727],0
v1,1,0.091157,2.85383,[147 141] ; [13 23],[142.22222222 145.77777778] ; [17.77777778 18.22222222],0
n5,1,0.109595,2.560047,[219  78] ; [22 14],[214.94594595  82.05405405] ; [26.05405405  9.94594595],0
v3,1,0.110474,2.547425,[119 160] ; [10 25],[114.62101911 164.37898089] ; [14.37898089 20.62101911],0
r3,1,0.136998,2.211356,[283  15] ; [32  4],[281.04790419  16.95209581] ; [33.95209581  2.04790419],0
p3,1,0.197214,1.662887,[130 164] ; [20 16],[133.63636364 160.36363636] ; [16.36363636 19.63636364],0
n2,1,0.229239,1.445578,[45 30] ; [4 6],[43.23529412 31.76470588] ; [5.76470588 4.23529412],0
v2,1,0.23263,1.424705,[174 113] ; [17 17],[170.7694704 116.2305296] ; [20.2305296 13.7694704],0
n4,1,0.264009,1.247614,[239  59] ; [26 10],[236.43712575  61.56287425] ; [28.56287425  7.43712575],0
p10,1,0.297026,1.087501,[222  72] ; [30  6],[224.50909091  69.49090909] ; [27.49090909  8.50909091],0
d2,1,0.313211,1.017086,[213  83] ; [23 13],[210.40963855  85.59036145] ; [25.59036145 10.40963855],0
u1,1,0.325698,0.965929,[ 69 229] ; [11 25],[ 71.37724551 226.62275449] ; [ 8.62275449 27.37724551],0
a3,1,0.330603,0.946535,[226  71] ; [30  6],[228.32432432  68.67567568] ; [27.67567568  8.32432432],0
a4,1,0.332041,0.94092,[165 131] ; [17 19],[162.26506024 133.73493976] ; [19.73493976 16.26506024],0
a8,1,0.339269,0.91319,[ 38 224] ; [ 3 32],[ 36.16835017 225.83164983] ; [ 4.83164983 30.16835017],0
p9,1,0.349738,0.874408,[238  54] ; [27  9],[235.91463415  56.08536585] ; [29.08536585  6.91463415],0
b4,1,0.357333,0.847244,[181 117] ; [19 17],[178.44311377 119.55688623] ; [21.55688623 14.44311377],0
s8,1,0.365697,0.818236,[117 180] ; [17 19],[119.51351351 177.48648649] ; [14.48648649 21.51351351],0
p12,1,0.38595,0.751662,[ 19 277] ; [ 1 35],[ 17.8313253 278.1686747] ; [ 2.1686747 33.8313253],0
p11,1,0.389833,0.739462,[234  64] ; [26 10],[231.9760479  66.0239521] ; [28.0239521  7.9760479],0
p5,1,0.416124,0.661236,[ 18 276] ; [ 1 35],[ 16.92727273 277.07272727] ; [ 2.07272727 33.92727273],0
s1,1,0.42864,0.626504,[  9 286] ; [ 2 34],[  9.80362538 285.19637462] ; [ 1.19637462 34.80362538],0
r4,1,0.433096,0.614505,[262  36] ; [30  6],[260.52694611  37.47305389] ; [31.47305389  4.52694611],0
p4,1,0.44872,0.573883,[169 126] ; [23 13],[171.11782477 123.88217523] ; [20.88217523 15.11782477],0
b2,1,0.452446,0.564518,[ 69 121] ; [ 4 11],[ 67.65853659 122.34146341] ; [5.34146341 9.65853659],0
b3,1,0.452446,0.564518,[ 69 121] ; [ 4 11],[ 67.65853659 122.34146341] ; [5.34146341 9.65853659],0
p7,1,0.46736,0.528211,[172 119] ; [19 17],[169.97247706 121.02752294] ; [21.02752294 14.97247706],0
b5,1,0.476902,0.505938,[189 109] ; [25 11],[190.93413174 107.06586826] ; [23.06586826 12.93413174],0
d4,1,0.506995,0.440264,[292   4] ; [35  1],[291.54216867   4.45783133] ; [35.45783133  0.54216867],0
a7,1,0.528164,0.397922,[237  61] ; [27  9],[235.54491018  62.45508982] ; [28.45508982  7.54491018],0
u2,1,0.545399,0.365625,[45 27] ; [3 3],[44.30769231 27.69230769] ; [3.69230769 2.30769231],0
d3,1,0.574421,0.315341,[263  34] ; [33  3],[264.  33.] ; [32.  4.],0
n3,1,0.595177,0.282331,[46 29] ; [7 3],[46.76470588 28.23529412] ; [6.23529412 3.76470588],0
a5,1,0.621635,0.243576,[238  60] ; [30  6],[239.11377246  58.88622754] ; [28.88622754  7.11377246],0
u3,1,0.690109,0.158967,[42 30] ; [4 2],[42.46153846 29.53846154] ; [3.53846154 2.46153846],0
p2,1,0.799498,0.064514,[234  60] ; [28  8],[233.41818182  60.58181818] ; [28.58181818  7.41818182],0
a2,1,0.809019,0.058415,[ 97 201] ; [11 25],[ 96.35928144 201.64071856] ; [11.64071856 24.35928144],0
p1,1,0.844436,0.038503,[ 19 278] ; [ 2 34],[ 18.72972973 278.27027027] ; [ 2.27027027 33.72972973],0
p8,1,0.858062,0.031984,[146 147] ; [18 17],[146.5 146.5] ; [17.5 17.5],0
n6,1,0.861167,0.030586,[244  53] ; [30  6],[244.37837838  52.62162162] ; [29.62162162  6.37837838],0
b1,1,0.863059,0.02975,[112 186] ; [13 23],[111.52694611 186.47305389] ; [13.47305389 22.52694611],0
p6,1,0.867657,0.027767,[ 93 198] ; [12 24],[ 93.44036697 197.55963303] ; [11.55963303 24.44036697],0
n1,1,0.895002,0.017418,[21 54] ; [3 7],[21.17647059 53.82352941] ; [2.82352941 7.17647059],0
r1,1,0.899919,0.015816,[245  52] ; [30  6],[245.27027027  51.72972973] ; [29.72972973  6.27027027],0
v4,1,0.904128,0.014508,[279  18] ; [34  2],[279.16216216  17.83783784] ; [33.83783784  2.16216216],0
s7,1,0.942,0.005293,[123 160] ; [15 19],[123.19873817 159.80126183] ; [14.80126183 19.19873817],0
r2,1,0.954097,0.003314,[276  16] ; [33  2],[275.9266055  16.0733945] ; [33.0733945  1.9266055],0
a6,1,0.955855,0.003064,[224  73] ; [27  9],[223.86486486  73.13513514] ; [27.13513514  8.86486486],0
