Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,132.054747,[37 44] ; [332  17],[69.50930233 11.49069767] ; [299.49069767  49.50930233],1
r2,1,0.0,45.621552,[57 20] ; [334  12],[71.1749409  5.8250591] ; [319.8250591  26.1749409],1
v4,1,0.0,40.636645,[61 20] ; [335  13],[74.76923077  6.23076923] ; [321.23076923  26.76923077],1
r3,1,0.0,28.848872,[63 17] ; [335  14],[74.21911422  5.78088578] ; [323.78088578  25.21911422],1
p2,1,1e-06,23.990266,[48 31] ; [294  52],[63.57176471 15.42823529] ; [278.42823529  67.57176471],1
v2,1,1.6e-05,18.655048,[27 53] ; [202 132],[44.25120773 35.74879227] ; [184.74879227 149.25120773],1
d3,1,0.000119,14.813912,[43 38] ; [260  88],[57.20979021 23.79020979] ; [245.79020979 102.20979021],1
a7,1,0.000655,11.611384,[48 33] ; [271  78],[60.09069767 20.90930233] ; [258.90930233  90.09069767],1
u1,1,0.00076,11.335884,[ 5 76] ; [ 79 270],[15.82325581 65.17674419] ; [ 68.17674419 280.82325581],1
v1,1,0.002516,9.128563,[27 49] ; [187 155],[38.90909091 37.09090909] ; [175.09090909 166.90909091],0
v3,1,0.003856,8.35045,[19 61] ; [136 194],[30.24390244 49.75609756] ; [124.75609756 205.24390244],0
n4,1,0.006095,7.522043,[55 26] ; [285  64],[64.04651163 16.95348837] ; [275.95348837  73.04651163],0
p8,1,0.010737,6.508415,[28 50] ; [178 165],[38.16627078 39.83372922] ; [167.83372922 175.16627078],0
s8,1,0.021209,5.309505,[21 60] ; [138 210],[30.02097902 50.97902098] ; [128.97902098 219.02097902],0
p10,1,0.021211,5.309369,[53 26] ; [274  72],[60.78352941 18.21647059] ; [266.21647059  79.78352941],0
s6,1,0.021791,5.262397,[36 45] ; [203 144],[45.23130841 35.76869159] ; [193.76869159 153.23130841],0
p6,1,0.022431,5.212027,[14 63] ; [108 238],[22.20803783 54.79196217] ; [ 99.79196217 246.20803783],0
b4,1,0.025668,4.978272,[37 44] ; [207 142],[45.9627907 35.0372093] ; [198.0372093 150.9627907],0
d4,1,0.026325,4.934563,[60 21] ; [294  54],[66.83916084 14.16083916] ; [287.16083916  60.83916084],0
d1,1,0.030828,4.662489,[42 39] ; [226 123],[50.48372093 30.51627907] ; [217.51627907 131.48372093],0
p7,1,0.047934,3.912285,[38 42] ; [204 138],[45.87677725 34.12322275] ; [196.12322275 145.87677725],0
a2,1,0.055078,3.679731,[17 64] ; [111 238],[24.11162791 56.88837209] ; [103.88837209 245.11162791],0
u2,1,0.065431,3.394066,[ 7 12] ; [47 31],[10.57731959  8.42268041] ; [43.42268041 34.57731959],0
n6,1,0.077063,3.125774,[58 22] ; [283  65],[63.73831776 16.26168224] ; [277.26168224  70.73831776],0
s7,1,0.086201,2.943918,[26 50] ; [149 182],[32.67813268 43.32186732] ; [142.32186732 188.67813268],0
p11,1,0.088168,2.907508,[58 23] ; [280  69],[63.66976744 17.33023256] ; [274.33023256  74.66976744],0
p4,1,0.106401,2.606872,[39 40] ; [207 142],[45.40654206 33.59345794] ; [200.59345794 148.40654206],0
u3,1,0.108786,2.571763,[ 7 11] ; [46 31],[10.04210526  7.95789474] ; [42.95789474 34.04210526],0
b1,1,0.116045,2.469906,[40 41] ; [139 210],[33.71860465 47.28139535] ; [145.28139535 203.71860465],0
s2,1,0.120991,2.404448,[25 56] ; [139 207],[31.11007026 49.88992974] ; [132.88992974 213.11007026],0
a8,1,0.145649,2.117236,[ 7 72] ; [ 47 262],[10.99484536 68.00515464] ; [ 43.00515464 265.99484536],0
p3,1,0.152937,2.042714,[31 48] ; [167 180],[36.71830986 42.28169014] ; [161.28169014 185.71830986],0
s3,1,0.176013,1.830967,[31 49] ; [163 183],[36.43192488 43.56807512] ; [157.56807512 188.43192488],0
a1,1,0.182897,1.773925,[ 7 74] ; [ 17 332],[ 4.52093023 76.47906977] ; [ 19.47906977 329.52093023],0
a4,1,0.195368,1.676663,[36 44] ; [184 163],[41.21779859 38.78220141] ; [178.78220141 168.21779859],0
p12,1,0.209847,1.572479,[ 2 77] ; [ 21 325],[ 4.27529412 74.72470588] ; [ 18.72470588 327.27529412],0
u4,1,0.34525,0.890839,[ 1 80] ; [ 11 338],[ 2.26046512 78.73953488] ; [  9.73953488 339.26046512],0
p9,1,0.348774,0.877914,[60 18] ; [283  64],[62.95058824 15.04941176] ; [280.04941176  66.95058824],0
n1,1,0.489817,0.476928,[12 17] ; [27 52],[10.47222222 18.52777778] ; [28.52777778 50.47222222],0
b5,1,0.533916,0.386933,[52 29] ; [211 138],[49.54186047 31.45813953] ; [213.45813953 135.54186047],0
p1,1,0.656029,0.198383,[ 6 75] ; [ 21 325],[ 5.12177986 75.87822014] ; [ 21.87822014 324.12177986],0
p5,1,0.689593,0.159527,[ 5 74] ; [ 18 328],[ 4.27529412 74.72470588] ; [ 18.72470588 327.27529412],0
d5,1,0.69497,0.153757,[67 14] ; [294  54],[68.16083916 12.83916084] ; [292.83916084  55.16083916],0
n2,1,0.70892,0.139358,[21  9] ; [53 27],[20.18181818  9.81818182] ; [53.81818182 26.18181818],0
s4,1,0.778609,0.079035,[ 8 73] ; [ 38 309],[ 8.70560748 72.29439252] ; [ 37.29439252 309.70560748],0
a3,1,0.795833,0.066948,[62 19] ; [271  77],[62.87412587 18.12587413] ; [270.12587413  77.87412587],0
n3,1,0.805496,0.060634,[21  9] ; [52 25],[20.46728972  9.53271028] ; [52.53271028 24.46728972],0
d2,1,0.817662,0.053154,[43 37] ; [192 156],[43.92523364 36.07476636] ; [191.07476636 156.92523364],0
b2,1,0.908445,0.013225,[18 31] ; [ 82 136],[18.35205993 30.64794007] ; [ 81.64794007 136.35205993],0
b3,1,0.908445,0.013225,[18 31] ; [ 82 136],[18.35205993 30.64794007] ; [ 81.64794007 136.35205993],0
a6,1,0.91663,0.010958,[61 20] ; [264  84],[61.36363636 19.63636364] ; [263.63636364  84.36363636],0
s1,1,0.978109,0.000753,[ 3 78] ; [ 13 332],[ 3.04225352 77.95774648] ; [ 12.95774648 332.04225352],0
n5,1,0.996312,2.1e-05,[59 21] ; [256  91],[59.01639344 20.98360656] ; [255.98360656  91.01639344],0
