Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.001782,9.761345,[6 2] ; [ 8 32],[2.33333333 5.66666667] ; [11.66666667 28.33333333],0
p3,1,0.013113,6.153846,[4 4] ; [ 5 35],[1.5 6.5] ; [ 7.5 32.5],0
u2,1,0.017812,5.614583,[3 1] ; [ 3 15],[1.09090909 2.90909091] ; [ 4.90909091 13.09090909],0
p8,1,0.095303,2.782432,[2 5] ; [ 3 37],[0.74468085 6.25531915] ; [ 4.25531915 35.74468085],0
n5,1,0.155566,2.016807,[4 4] ; [30 10],[5.66666667 2.33333333] ; [28.33333333 11.66666667],0
a4,1,0.18191,1.781947,[1 7] ; [14 24],[2.60869565 5.39130435] ; [12.39130435 25.60869565],0
a5,1,0.195148,1.678322,[2 6] ; [20 20],[3.66666667 4.33333333] ; [18.33333333 21.66666667],0
v4,1,0.195148,1.678322,[6 2] ; [20 20],[4.33333333 3.66666667] ; [21.66666667 18.33333333],0
p11,1,0.203533,1.616842,[3 5] ; [ 7 33],[1.66666667 6.33333333] ; [ 8.33333333 31.66666667],0
d3,1,0.210075,1.570909,[1 7] ; [14 26],[2.5 5.5] ; [12.5 27.5],0
a8,1,0.213498,1.547548,[1 7] ; [ 1 37],[0.34782609 7.65217391] ; [ 1.65217391 36.34782609],0
r2,1,0.228339,1.451175,[4 4] ; [28 11],[5.44680851 2.55319149] ; [26.55319149 12.44680851],0
a6,1,0.241567,1.371429,[2 6] ; [19 21],[3.5 4.5] ; [17.5 22.5],0
d1,1,0.255909,1.290756,[1 7] ; [13 27],[2.33333333 5.66666667] ; [11.66666667 28.33333333],0
n4,1,0.273322,1.2,[4 4] ; [28 12],[5.33333333 2.66666667] ; [26.66666667 13.33333333],0
n3,1,0.276986,1.181818,[3 1] ; [10 12],[2. 2.] ; [11. 11.],0
n1,1,0.315425,1.007824,[1 3] ; [12 11],[1.92592593 2.07407407] ; [11.07407407 11.92592593],0
d2,1,0.329071,0.95255,[2 6] ; [17 22],[3.23404255 4.76595745] ; [15.76595745 23.23404255],0
n6,1,0.355502,0.853721,[2 6] ; [17 23],[3.16666667 4.83333333] ; [15.83333333 24.16666667],0
s3,1,0.38597,0.751599,[1 7] ; [10 27],[1.95555556 6.04444444] ; [ 9.04444444 27.95555556],0
p5,1,0.423711,0.64,[1 7] ; [ 2 38],[0.5 7.5] ; [ 2.5 37.5],0
p6,1,0.437168,0.603705,[1 7] ; [ 2 37],[0.5106383 7.4893617] ; [ 2.4893617 36.5106383],0
r4,1,0.488422,0.48,[2 6] ; [ 6 34],[1.33333333 6.66666667] ; [ 6.66666667 33.33333333],0
p9,1,0.593636,0.284702,[3 4] ; [12 25],[2.38636364 4.61363636] ; [12.61363636 24.38636364],0
a7,1,0.600471,0.274286,[4 4] ; [16 24],[3.33333333 4.66666667] ; [16.66666667 23.33333333],0
p10,1,0.600516,0.274219,[3 5] ; [11 28],[2.38297872 5.61702128] ; [11.61702128 27.38297872],0
s5,1,0.619796,0.246154,[2 6] ; [ 7 33],[1.5 6.5] ; [ 7.5 32.5],0
a3,1,0.682243,0.167611,[4 4] ; [22 16],[4.52173913 3.47826087] ; [21.47826087 16.52173913],0
b5,1,0.69627,0.152381,[4 4] ; [17 23],[3.5 4.5] ; [17.5 22.5],0
s4,1,0.729034,0.12,[1 7] ; [ 7 33],[1.33333333 6.66666667] ; [ 6.66666667 33.33333333],0
b4,1,0.793428,0.068571,[5 3] ; [23 17],[4.66666667 3.33333333] ; [23.33333333 16.66666667],0
n2,1,0.80857,0.058696,[2 2] ; [13 10],[2.22222222 1.77777778] ; [12.77777778 10.22222222],0
s6,1,0.841547,0.039966,[2 5] ; [10 30],[1.78723404 5.21276596] ; [10.21276596 29.78723404],0
v1,1,0.88451,0.021099,[2 6] ; [11 29],[2.16666667 5.83333333] ; [10.83333333 29.16666667],0
b1,1,0.894988,0.017423,[5 3] ; [24 16],[4.83333333 3.16666667] ; [24.16666667 15.83333333],0
r1,1,0.894988,0.017423,[3 5] ; [16 24],[3.16666667 4.83333333] ; [15.83333333 24.16666667],0
d5,1,0.89719,0.016696,[4 4] ; [21 19],[4.16666667 3.83333333] ; [20.83333333 19.16666667],0
d4,1,0.89719,0.016696,[4 4] ; [19 21],[3.83333333 4.16666667] ; [19.16666667 20.83333333],0
u3,1,0.904552,0.014379,[1 3] ; [ 4 14],[0.90909091 3.09090909] ; [ 4.09090909 13.90909091],0
v2,1,0.980258,0.000612,[1 7] ; [ 5 34],[1.0212766 6.9787234] ; [ 4.9787234 34.0212766],0
