Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,3.7e-05,17.030699,[46 10] ; [14 21],[36.92307692 19.07692308] ; [23.07692308 11.92307692],1
p11,1,0.000327,12.910051,[42 14] ; [13 22],[33.84615385 22.15384615] ; [21.15384615 13.84615385],1
s1,1,0.007032,7.264738,[ 1 54] ; [ 6 28],[ 4.3258427 50.6741573] ; [ 2.6741573 31.3258427],0
s8,1,0.010734,6.50883,[26 30] ; [ 7 28],[20.30769231 35.69230769] ; [12.69230769 22.30769231],0
v4,1,0.013049,6.162465,[51  3] ; [26  8],[47.25  6.75] ; [29.75  4.25],0
s2,1,0.020987,5.327903,[42 14] ; [18 17],[36.92307692 19.07692308] ; [23.07692308 11.92307692],0
d1,1,0.033776,4.505996,[32 24] ; [12 23],[27.07692308 28.92307692] ; [16.92307692 18.07692308],0
d3,1,0.049726,3.850671,[41 15] ; [18 16],[36.71111111 19.28888889] ; [22.28888889 11.71111111],0
s6,1,0.0638,3.435739,[41 15] ; [19 16],[36.92307692 19.07692308] ; [23.07692308 11.92307692],0
n2,1,0.073638,3.2,[17  1] ; [13  5],[15.  3.] ; [15.  3.],0
p2,1,0.075314,3.163237,[42 14] ; [20 15],[38.15384615 17.84615385] ; [23.84615385 11.15384615],0
p8,1,0.078481,3.096071,[23 32] ; [ 8 26],[19.15730337 35.84269663] ; [11.84269663 22.15730337],0
a4,1,0.112595,2.517418,[15 41] ; [15 20],[18.46153846 37.53846154] ; [11.53846154 23.46153846],0
r3,1,0.137834,2.201975,[52  4] ; [29  6],[49.84615385  6.15384615] ; [31.15384615  3.84615385],0
r2,1,0.155436,2.018072,[50  4] ; [29  6],[47.93258427  6.06741573] ; [31.06741573  3.93258427],0
p4,1,0.223965,1.478784,[26 29] ; [12 23],[23.22222222 31.77777778] ; [14.77777778 20.22222222],0
b5,1,0.224452,1.475676,[36 20] ; [18 17],[33.23076923 22.76923077] ; [20.76923077 14.23076923],0
a5,1,0.275618,1.188571,[32 24] ; [24 11],[34.46153846 21.53846154] ; [21.53846154 13.46153846],0
d5,1,0.294987,1.096721,[39 17] ; [20 14],[36.71111111 19.28888889] ; [22.28888889 11.71111111],0
u1,1,0.308526,1.036977,[ 2 54] ; [ 3 32],[ 3.07692308 52.92307692] ; [ 1.92307692 33.07692308],0
s7,1,0.309795,1.031551,[26 28] ; [11 19],[23.78571429 30.21428571] ; [13.21428571 16.78571429],0
u2,1,0.319577,0.990676,[18  4] ; [8 4],[16.82352941  5.17647059] ; [9.17647059 2.82352941],0
s5,1,0.360414,0.836449,[16 37] ; [ 7 26],[14.1744186 38.8255814] ; [ 8.8255814 24.1744186],0
b1,1,0.370505,0.801971,[25 31] ; [19 16],[27.07692308 28.92307692] ; [16.92307692 18.07692308],0
b4,1,0.383851,0.758333,[34 22] ; [18 17],[32. 24.] ; [20. 15.],0
p1,1,0.482426,0.493373,[ 4 52] ; [ 4 31],[ 4.92307692 51.07692308] ; [ 3.07692308 31.92307692],0
d2,1,0.489071,0.478569,[19 37] ; [14 20],[20.53333333 35.46666667] ; [12.46666667 21.53333333],0
a6,1,0.489071,0.478569,[37 19] ; [20 14],[35.46666667 20.53333333] ; [21.53333333 12.46666667],0
r4,1,0.503893,0.446727,[42 14] ; [24 11],[40.61538462 15.38461538] ; [25.38461538  9.61538462],0
v3,1,0.513934,0.42605,[12 41] ; [ 9 22],[13.25 39.75] ; [ 7.75 23.25],0
a2,1,0.559918,0.339846,[ 7 49] ; [ 3 32],[ 6.15384615 49.84615385] ; [ 3.84615385 31.15384615],0
p6,1,0.567333,0.327166,[14 40] ; [ 7 27],[12.88636364 41.11363636] ; [ 8.11363636 25.88636364],0
p12,1,0.606011,0.266025,[ 2 54] ; [ 2 32],[ 2.48888889 53.51111111] ; [ 1.51111111 32.48888889],0
v2,1,0.607604,0.263679,[21 29] ; [12 21],[19.87951807 30.12048193] ; [13.12048193 19.87951807],0
a8,1,0.635095,0.225215,[ 5 49] ; [ 4 28],[ 5.65116279 48.34883721] ; [ 3.34883721 28.65116279],0
u3,1,0.654865,0.199821,[16  5] ; [9 4],[15.44117647  5.55882353] ; [9.55882353 3.44117647],0
n5,1,0.681771,0.168139,[26 29] ; [15 20],[25.05555556 29.94444444] ; [15.94444444 19.05555556],0
p7,1,0.733913,0.115549,[29 21] ; [19 16],[28.23529412 21.76470588] ; [19.76470588 15.23529412],0
a7,1,0.735787,0.113864,[34 22] ; [20 15],[33.23076923 22.76923077] ; [20.76923077 14.23076923],0
b2,1,0.776495,0.080594,[ 8 27] ; [ 5 14],[ 8.42592593 26.57407407] ; [ 4.57407407 14.42592593],0
b3,1,0.776495,0.080594,[ 8 27] ; [ 5 14],[ 8.42592593 26.57407407] ; [ 4.57407407 14.42592593],0
p3,1,0.790026,0.070903,[23 33] ; [13 21],[22.4 33.6] ; [13.6 20.4],0
d4,1,0.797264,0.065992,[47  9] ; [27  6],[46.56179775  9.43820225] ; [27.43820225  5.56179775],0
a1,1,0.80351,0.061905,[ 4 52] ; [ 3 32],[ 4.30769231 51.69230769] ; [ 2.69230769 32.30769231],0
