Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3e-06,22.028965,[79 31] ; [19 37],[64.93975904 45.06024096] ; [33.06024096 22.93975904],1
d5,1,3e-06,21.770195,[96 15] ; [30 26],[83.74850299 27.25149701] ; [42.25149701 13.74850299],1
a6,1,2.8e-05,17.565848,[79 32] ; [21 35],[66.46706587 44.53293413] ; [33.53293413 22.46706587],1
r3,1,0.000204,13.797656,[95 17] ; [33 23],[85.33333333 26.66666667] ; [42.66666667 13.33333333],1
a2,1,0.00023,13.567121,[37 75] ; [ 4 52],[27.33333333 84.66666667] ; [13.66666667 42.33333333],1
r4,1,0.000876,11.072727,[83 29] ; [27 29],[73.33333333 38.66666667] ; [36.66666667 19.33333333],1
a5,1,0.002561,9.096257,[77 35] ; [25 31],[68. 44.] ; [34. 22.],0
s6,1,0.004846,7.936186,[69 42] ; [21 33],[60.54545455 50.45454545] ; [29.45454545 24.54545455],0
r2,1,0.004946,7.898936,[100  10] ; [41 14],[94. 16.] ; [47.  8.],0
u1,1,0.005012,7.875,[22 90] ; [ 2 54],[16. 96.] ; [ 8. 48.],0
v4,1,0.005411,7.736809,[96 16] ; [37 18],[89.19760479 22.80239521] ; [43.80239521 11.19760479],0
r1,1,0.009336,6.757424,[80 31] ; [29 27],[72.4491018 38.5508982] ; [36.5508982 19.4491018],0
v2,1,0.013072,6.159309,[52 56] ; [15 39],[44.66666667 63.33333333] ; [22.33333333 31.66666667],0
d1,1,0.016187,5.782392,[60 52] ; [19 37],[52.66666667 59.33333333] ; [26.33333333 29.66666667],0
b5,1,0.01796,5.6,[77 35] ; [28 28],[70. 42.] ; [35. 21.],0
d4,1,0.021011,5.325915,[89 22] ; [35 20],[82.91566265 28.08433735] ; [41.08433735 13.91566265],0
p9,1,0.029786,4.72158,[68 41] ; [23 29],[61.60869565 47.39130435] ; [29.39130435 22.60869565],0
p6,1,0.031454,4.62799,[28 83] ; [ 6 49],[22.73493976 88.26506024] ; [11.26506024 43.73493976],0
s2,1,0.036521,4.372603,[55 57] ; [18 38],[48.66666667 63.33333333] ; [24.33333333 31.66666667],0
a3,1,0.045487,4.00049,[78 33] ; [30 25],[72.21686747 38.78313253] ; [35.78313253 19.21686747],0
b1,1,0.060453,3.524902,[59 53] ; [38 18],[64.66666667 47.33333333] ; [32.33333333 23.66666667],0
p10,1,0.074884,3.172583,[56 52] ; [20 34],[50.66666667 57.33333333] ; [25.33333333 28.66666667],0
a1,1,0.0851,2.964706,[  7 105] ; [ 8 48],[ 10. 102.] ; [ 5. 51.],0
s7,1,0.121074,2.403371,[44 60] ; [14 34],[39.68421053 64.31578947] ; [18.31578947 29.68421053],0
n6,1,0.123958,2.366583,[74 38] ; [29 25],[69.4939759 42.5060241] ; [33.5060241 20.4939759],0
n3,1,0.139403,2.184538,[29 13] ; [15 14],[26.02816901 15.97183099] ; [17.97183099 11.02816901],0
u3,1,0.144832,2.125853,[19 14] ; [10 16],[16.22033898 16.77966102] ; [12.77966102 13.22033898],0
a4,1,0.14737,2.099263,[54 58] ; [20 35],[49.62874251 62.37125749] ; [24.37125749 30.62874251],0
u2,1,0.176895,1.823517,[15 16] ; [ 8 18],[12.50877193 18.49122807] ; [10.49122807 15.50877193],0
s1,1,0.178578,1.80942,[  7 103] ; [ 7 49],[  9.27710843 100.72289157] ; [ 4.72289157 51.27710843],0
p4,1,0.194383,1.684084,[43 68] ; [16 40],[39.21556886 71.78443114] ; [19.78443114 36.21556886],0
s8,1,0.266377,1.235309,[38 74] ; [14 41],[34.8742515 77.1257485] ; [17.1257485 37.8742515],0
b2,1,0.267298,1.230561,[17 38] ; [16 22],[19.51612903 35.48387097] ; [13.48387097 24.51612903],0
b3,1,0.267298,1.230561,[17 38] ; [16 22],[19.51612903 35.48387097] ; [13.48387097 24.51612903],0
s3,1,0.319602,0.990574,[56 56] ; [23 32],[52.98203593 59.01796407] ; [26.01796407 28.98203593],0
p2,1,0.326088,0.964371,[64 48] ; [27 28],[61.02994012 50.97005988] ; [29.97005988 25.02994012],0
p5,1,0.364994,0.820637,[  3 109] ; [ 3 52],[  4.0239521 107.9760479] ; [ 1.9760479 53.0239521],0
s5,1,0.367352,0.812603,[33 72] ; [13 40],[30.56962025 74.43037975] ; [15.43037975 37.56962025],0
a8,1,0.492958,0.470064,[13 89] ; [ 5 50],[11.69426752 90.30573248] ; [ 6.30573248 48.69426752],0
s4,1,0.5018,0.451128,[25 87] ; [10 46],[23.33333333 88.66666667] ; [11.66666667 44.33333333],0
v3,1,0.513772,0.426378,[31 78] ; [12 39],[29.29375 79.70625] ; [13.70625 37.29375],0
d2,1,0.620819,0.244717,[57 54] ; [26 29],[55.5 55.5] ; [27.5 27.5],0
n2,1,0.628385,0.234258,[26 17] ; [17 14],[24.98648649 18.01351351] ; [18.01351351 12.98648649],0
n4,1,0.683142,0.16661,[67 44] ; [35 20],[68.20481928 42.79518072] ; [33.79518072 21.20481928],0
n5,1,0.687014,0.162337,[65 46] ; [34 21],[66.19879518 44.80120482] ; [32.80120482 22.19879518],0
p1,1,0.693012,0.155844,[ 10 102] ; [ 4 52],[  9.33333333 102.66666667] ; [ 4.66666667 51.33333333],0
p7,1,0.700543,0.147908,[39 72] ; [21 34],[40.12048193 70.87951807] ; [19.87951807 35.12048193],0
p3,1,0.838722,0.041424,[34 77] ; [16 39],[33.43373494 77.56626506] ; [16.56626506 38.43373494],0
v1,1,0.965712,0.001848,[42 69] ; [21 34],[42.12650602 68.87349398] ; [20.87349398 34.12650602],0
n1,1,0.983787,0.000413,[15 27] ; [11 20],[14.95890411 27.04109589] ; [11.04109589 19.95890411],0
b4,1,1.0,0.0,[60 52] ; [30 26],[60. 52.] ; [30. 26.],0
