Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,28.871138,[ 6 55] ; [38 32],[20.48854962 40.51145038] ; [23.51145038 46.48854962],1
a3,1,6e-06,20.361036,[20 40] ; [51 19],[32.76923077 27.23076923] ; [38.23076923 31.76923077],1
r4,1,0.000208,13.759757,[37 24] ; [62  8],[46.09923664 14.90076336] ; [52.90076336 17.09923664],1
r1,1,0.000459,12.27567,[28 33] ; [53 17],[37.71755725 23.28244275] ; [43.28244275 26.71755725],1
d2,1,0.000547,11.948049,[12 49] ; [34 36],[21.41984733 39.58015267] ; [24.58015267 45.41984733],1
n4,1,0.000675,11.5557,[13 48] ; [35 35],[22.35114504 38.64885496] ; [25.64885496 44.35114504],1
d1,1,0.001675,9.87535,[15 46] ; [36 34],[23.7480916 37.2519084] ; [27.2519084 42.7480916],0
d3,1,0.012295,6.267857,[30 30] ; [50 20],[36.92307692 23.07692308] ; [43.07692308 26.92307692],0
d5,1,0.021213,5.309244,[33 27] ; [52 18],[39.23076923 20.76923077] ; [45.76923077 24.23076923],0
s6,1,0.025749,4.972785,[23 38] ; [39 29],[29.31782946 31.68217054] ; [32.68217054 35.31782946],0
a6,1,0.029859,4.717378,[25 36] ; [42 28],[31.19847328 29.80152672] ; [35.80152672 34.19847328],0
p3,1,0.035241,4.433466,[17 44] ; [32 38],[22.81679389 38.18320611] ; [26.18320611 43.81679389],0
p11,1,0.039259,4.249639,[32 29] ; [49 21],[37.71755725 23.28244275] ; [43.28244275 26.71755725],0
r2,1,0.091697,2.844333,[47 14] ; [60  8],[50.59689922 10.40310078] ; [56.40310078 11.59689922],0
d4,1,0.094701,2.792588,[42 19] ; [57 13],[46.09923664 14.90076336] ; [52.90076336 17.09923664],0
s8,1,0.113846,2.500003,[12 49] ; [22 47],[15.95384615 45.04615385] ; [18.04615385 50.95384615],0
r3,1,0.116848,2.459076,[49 12] ; [63  7],[52.15267176  8.84732824] ; [59.84732824 10.15267176],0
p4,1,0.140224,2.175498,[21 40] ; [33 37],[25.14503817 35.85496183] ; [28.85496183 41.14503817],0
p9,1,0.143856,2.136218,[34 25] ; [49 21],[37.96124031 21.03875969] ; [45.03875969 24.96124031],0
p2,1,0.183283,1.770798,[40 20] ; [54 16],[43.38461538 16.61538462] ; [50.61538462 19.38461538],0
b5,1,0.189164,1.724118,[40 21] ; [38 32],[36.32061069 24.67938931] ; [41.67938931 28.32061069],0
