Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,118.873675,[310  53] ; [60 97],[258.28846154 104.71153846] ; [111.71153846  45.28846154],1
n6,1,0.0,44.107856,[320  43] ; [99 58],[292.49423077  70.50576923] ; [126.50576923  30.49423077],1
v1,1,0.000261,13.331892,[174 182] ; [ 48 105],[155.26915521 200.73084479] ; [66.73084479 86.26915521],1
p5,1,0.000296,13.096573,[ 38 324] ; [  2 155],[ 27.89980732 334.10019268] ; [ 12.10019268 144.89980732],1
p10,1,0.000521,12.039943,[291  70] ; [103  52],[275.64728682  85.35271318] ; [118.35271318  36.64728682],1
p4,1,0.001014,10.802301,[214 149] ; [68 89],[196.85769231 166.14230769] ; [85.14230769 71.85769231],0
p8,1,0.002632,9.046433,[187 171] ; [59 97],[171.3385214 186.6614786] ; [74.6614786 81.3385214],0
s7,1,0.003064,8.769007,[163 186] ; [ 49 102],[147.976 201.024] ; [64.024 86.976],0
a5,1,0.003491,8.531095,[267  97] ; [95 62],[252.91362764 111.08637236] ; [109.08637236  47.91362764],0
a8,1,0.003783,8.384907,[ 50 288] ; [  8 138],[ 40.50413223 297.49586777] ; [ 17.49586777 128.50413223],0
s6,1,0.003979,8.293186,[243 115] ; [84 70],[228.64453125 129.35546875] ; [98.35546875 55.64453125],0
p9,1,0.004148,8.218076,[299  60] ; [112  43],[287.06031128  71.93968872] ; [123.93968872  31.06031128],0
s8,1,0.016103,5.791582,[145 218] ; [ 45 111],[132.89017341 230.10982659] ; [57.10982659 98.89017341],0
p12,1,0.022354,5.218028,[ 21 340] ; [  2 153],[ 16.09108527 344.90891473] ; [  6.90891473 148.09108527],0
p11,1,0.024821,5.036345,[282  82] ; [107  50],[271.77735125  92.22264875] ; [117.22264875  39.77735125],0
a3,1,0.030832,4.662319,[254 109] ; [94 62],[243.39884393 119.60115607] ; [104.60115607  51.39884393],0
a6,1,0.031595,4.620331,[251 113] ; [93 64],[240.3378119 123.6621881] ; [103.6621881  53.3378119],0
p2,1,0.041457,4.157216,[300  62] ; [118  39],[291.55298651  70.44701349] ; [126.44701349  30.55298651],0
p3,1,0.066249,3.373586,[168 195] ; [59 98],[158.46346154 204.53653846] ; [68.53653846 88.46346154],0
p6,1,0.070094,3.280821,[134 225] ; [ 45 110],[125.02140078 233.97859922] ; [ 53.97859922 101.02140078],0
n1,1,0.083653,2.992468,[43 48] ; [15 32],[38.24637681 52.75362319] ; [19.75362319 27.24637681],0
b3,1,0.092714,2.826608,[ 84 134] ; [24 61],[ 77.7029703 140.2970297] ; [30.2970297 54.7029703],0
b2,1,0.092714,2.826608,[ 84 134] ; [24 61],[ 77.7029703 140.2970297] ; [30.2970297 54.7029703],0
a2,1,0.108019,2.582969,[ 83 281] ; [ 26 131],[ 76.15355086 287.84644914] ; [ 32.84644914 124.15355086],0
s3,1,0.116965,2.457492,[204 159] ; [76 80],[195.83815029 167.16184971] ; [84.16184971 71.83815029],0
u1,1,0.122182,2.389121,[ 61 303] ; [ 18 139],[ 55.19385797 308.80614203] ; [ 23.80614203 133.19385797],0
p7,1,0.149838,2.073896,[216 138] ; [84 71],[208.64440079 145.35559921] ; [91.35559921 63.64440079],0
d2,1,0.161722,1.958047,[174 188] ; [65 92],[166.70134875 195.29865125] ; [72.29865125 84.70134875],0
n2,1,0.177815,1.815789,[70 22] ; [30 16],[66.66666667 25.33333333] ; [33.33333333 12.66666667],0
r1,1,0.195471,1.675892,[287  74] ; [116  40],[281.39845261  79.60154739] ; [121.60154739  34.39845261],0
a4,1,0.196403,1.668922,[160 201] ; [60 97],[153.32046332 207.67953668] ; [66.67953668 90.32046332],0
r4,1,0.203532,1.616846,[329  35] ; [136  21],[324.87523992  39.12476008] ; [140.12476008  16.87523992],0
s2,1,0.206489,1.595875,[175 187] ; [66 90],[168.42084942 193.57915058] ; [72.57915058 83.42084942],0
u3,1,0.296044,1.091932,[62 48] ; [40 22],[65.23255814 44.76744186] ; [36.76744186 25.23255814],0
s1,1,0.330179,0.948196,[ 10 348] ; [  7 150],[ 11.81747573 346.18252427] ; [  5.18252427 151.81747573],0
v2,1,0.332673,0.938466,[133 219] ; [64 87],[137.86083499 214.13916501] ; [59.13916501 91.86083499],0
d1,1,0.340065,0.910185,[202 162] ; [80 77],[197.02111324 166.97888676] ; [84.97888676 72.02111324],0
s5,1,0.357298,0.847366,[116 238] ; [ 42 105],[111.64071856 242.35928144] ; [ 46.35928144 100.64071856],0
b5,1,0.381456,0.766005,[217 147] ; [100  57],[221.47408829 142.52591171] ; [95.52591171 61.47408829],0
d5,1,0.387526,0.746692,[290  74] ; [119  37],[286.3  77.7] ; [122.7  33.3],0
v4,1,0.416027,0.661511,[344  19] ; [145  11],[342.01734104  20.98265896] ; [146.98265896   9.01734104],0
u4,1,0.469595,0.522929,[  5 359] ; [  1 156],[  4.19193858 359.80806142] ; [  1.80806142 155.19193858],0
u2,1,0.487703,0.481591,[52 57] ; [33 29],[54.18128655 54.81871345] ; [30.81871345 31.18128655],0
d3,1,0.532398,0.389812,[234 129] ; [105  51],[237.10404624 125.89595376] ; [101.89595376  54.10404624],0
s4,1,0.543591,0.368924,[ 69 288] ; [ 34 123],[ 71.53891051 285.46108949] ; [ 31.46108949 125.53891051],0
r3,1,0.657808,0.196197,[335  27] ; [147  10],[336.19267823  25.80732177] ; [145.80732177  11.19267823],0
n3,1,0.731834,0.117434,[62 28] ; [33 13],[62.86764706 27.13235294] ; [32.13235294 13.86764706],0
a7,1,0.784044,0.075105,[257 107] ; [112  44],[258.3 105.7] ; [110.7  45.3],0
d4,1,0.830965,0.045567,[286  77] ; [125  32],[286.90961538  76.09038462] ; [124.09038462  32.90961538],0
b1,1,0.833451,0.044217,[145 219] ; [61 96],[143.92322457 220.07677543] ; [62.07677543 94.92322457],0
b4,1,0.908781,0.013128,[206 158] ; [88 69],[205.4049904 158.5950096] ; [88.5950096 68.4049904],0
a1,1,0.947364,0.004358,[ 12 352] ; [  5 152],[ 11.87715931 352.12284069] ; [  5.12284069 151.87715931],0
p1,1,0.957632,0.002822,[ 26 336] ; [ 11 145],[ 25.85714286 336.14285714] ; [ 11.14285714 144.85714286],0
