Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.332949,[112   9] ; [2 6],[106.93023256  14.06976744] ; [7.06976744 0.93023256],1
r1,1,0.000494,12.136629,[96 25] ; [2 6],[91.92248062 29.07751938] ; [6.07751938 1.92248062],1
a5,1,0.001262,10.397269,[93 28] ; [2 6],[89.10852713 31.89147287] ; [5.89147287 2.10852713],0
d1,1,0.004417,8.103846,[88 33] ; [2 6],[84.41860465 36.58139535] ; [5.58139535 2.41860465],0
d3,1,0.010522,6.544338,[103  18] ; [4 4],[100.36434109  20.63565891] ; [6.63565891 1.36434109],0
n6,1,0.019345,5.470085,[100  20] ; [4 4],[97.5 22.5] ; [6.5 1.5],0
s3,1,0.020178,5.396401,[91 30] ; [3 5],[88.17054264 32.82945736] ; [5.82945736 2.17054264],0
a3,1,0.020178,5.396401,[91 30] ; [3 5],[88.17054264 32.82945736] ; [5.82945736 2.17054264],0
r3,1,0.024503,5.058678,[113   6] ; [6 2],[111.50393701   7.49606299] ; [7.49606299 0.50393701],0
b4,1,0.034142,4.487575,[76 45] ; [2 6],[73.1627907 47.8372093] ; [4.8372093 3.1627907],0
p9,1,0.039986,4.218459,[104  14] ; [5 3],[102.07936508  15.92063492] ; [6.92063492 1.07936508],0
s6,1,0.067069,3.353344,[102  16] ; [5 3],[100.20634921  17.79365079] ; [6.79365079 1.20634921],0
s5,1,0.081428,3.036163,[63 48] ; [2 6],[60.6302521 50.3697479] ; [4.3697479 3.6302521],0
d2,1,0.105001,2.627893,[66 55] ; [2 6],[63.78294574 57.21705426] ; [4.21705426 3.78294574],0
s8,1,0.126377,2.336455,[64 57] ; [2 6],[61.90697674 59.09302326] ; [4.09302326 3.90697674],0
a6,1,0.126503,2.334904,[78 43] ; [3 5],[75.97674419 45.02325581] ; [5.02325581 2.97674419],0
b5,1,0.140174,2.176052,[77 44] ; [3 5],[75.03875969 45.96124031] ; [4.96124031 3.03875969],0
s2,1,0.168658,1.89483,[88 33] ; [4 4],[86.29457364 34.70542636] ; [5.70542636 2.29457364],0
b1,1,0.170143,1.881682,[46 75] ; [5 3],[47.8372093 73.1627907] ; [3.1627907 4.8372093],0
p8,1,0.178335,1.811445,[59 58] ; [6 2],[60.84 56.16] ; [4.16 3.84],0
a7,1,0.188149,1.732053,[87 34] ; [4 4],[85.35658915 35.64341085] ; [5.64341085 2.35658915],0
a1,1,0.191953,1.702561,[  4 117] ; [1 7],[  4.68992248 116.31007752] ; [0.31007752 7.68992248],0
a4,1,0.192348,1.69954,[59 62] ; [2 6],[57.21705426 63.78294574] ; [3.78294574 4.21705426],0
u2,1,0.212505,1.554276,[15 15] ; [4 1],[16.28571429 13.71428571] ; [2.71428571 2.28571429],0
v3,1,0.226882,1.460305,[39 79] ; [1 7],[37.46031746 80.53968254] ; [2.53968254 5.46031746],0
s7,1,0.302649,1.062485,[73 44] ; [3 4],[71.70967742 45.29032258] ; [4.29032258 2.70967742],0
d5,1,0.307413,1.041759,[106  15] ; [6 2],[105.05426357  15.94573643] ; [6.94573643 1.05426357],0
n4,1,0.434625,0.610433,[74 47] ; [6 2],[75.03875969 45.96124031] ; [4.96124031 3.03875969],0
n3,1,0.436887,0.604444,[24  8] ; [1 1],[23.52941176  8.47058824] ; [1.47058824 0.52941176],0
b3,1,0.505487,0.443399,[18 43] ; [1 5],[17.29850746 43.70149254] ; [1.70149254 4.29850746],0
b2,1,0.505487,0.443399,[18 43] ; [1 5],[17.29850746 43.70149254] ; [1.70149254 4.29850746],0
p10,1,0.505563,0.44324,[100  19] ; [6 2],[99.32283465 19.67716535] ; [6.67716535 1.32283465],0
p7,1,0.521675,0.41058,[74 42] ; [6 2],[74.83870968 41.16129032] ; [5.16129032 2.83870968],0
v1,1,0.522614,0.408732,[59 61] ; [3 5],[58.125 61.875] ; [3.875 4.125],0
p2,1,0.54505,0.36626,[95 26] ; [7 1],[95.6744186 25.3255814] ; [6.3255814 1.6744186],0
v2,1,0.553732,0.350674,[61 57] ; [5 3],[61.80952381 56.19047619] ; [4.19047619 3.80952381],0
n5,1,0.60567,0.266529,[80 41] ; [6 2],[80.66666667 40.33333333] ; [5.33333333 2.66666667],0
p3,1,0.629211,0.233132,[65 56] ; [5 3],[65.65891473 55.34108527] ; [4.34108527 3.65891473],0
n1,1,0.653729,0.201231,[11 21] ; [1 1],[11.29411765 20.70588235] ; [0.70588235 1.29411765],0
u3,1,0.65564,0.198864,[21  9] ; [3 2],[20.57142857  9.42857143] ; [3.42857143 1.57142857],0
p11,1,0.775213,0.081546,[85 36] ; [6 2],[85.35658915 35.64341085] ; [5.64341085 2.35658915],0
p6,1,0.871859,0.026017,[56 63] ; [4 4],[56.22047244 62.77952756] ; [3.77952756 4.22047244],0
p4,1,0.976743,0.00085,[75 46] ; [5 3],[75.03875969 45.96124031] ; [4.96124031 3.03875969],0
