Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000386,12.599477,[118  25] ; [12 12],[111.31736527  31.68263473] ; [18.68263473  5.31736527],1
p9,1,0.001124,10.610526,[120  24] ; [13 11],[114.  30.] ; [19.  5.],0
n4,1,0.008293,6.96908,[114  30] ; [13 11],[108.85714286  35.14285714] ; [18.14285714  5.85714286],0
n5,1,0.020741,5.34844,[115  29] ; [14 10],[110.57142857  33.42857143] ; [18.42857143  5.57142857],0
r1,1,0.026972,4.892585,[110  35] ; [13 11],[105.53254438  39.46745562] ; [17.46745562  6.53254438],0
p11,1,0.028425,4.802074,[119  26] ; [15  9],[114.9704142  30.0295858] ; [19.0295858  4.9704142],0
a3,1,0.051594,3.788898,[101  43] ; [12 12],[96.85714286 47.14285714] ; [16.14285714  7.85714286],0
s7,1,0.05377,3.719837,[81 57] ; [ 9 15],[76.66666667 61.33333333] ; [13.33333333 10.66666667],0
p8,1,0.07251,3.22527,[93 50] ; [11 13],[89.05389222 53.94610778] ; [14.94610778  9.05389222],0
u2,1,0.079566,3.073743,[25 19] ; [3 8],[22.4 21.6] ; [5.6 5.4],0
u3,1,0.083387,2.997615,[17 27] ; [8 4],[19.64285714 24.35714286] ; [5.35714286 6.64285714],0
v3,1,0.090965,2.857218,[65 80] ; [ 6 17],[61.2797619 83.7202381] ; [ 9.7202381 13.2797619],0
d4,1,0.09285,2.824263,[112  31] ; [15  9],[108.74850299  34.25149701] ; [18.25149701  5.74850299],0
d3,1,0.09505,2.786704,[75 70] ; [ 8 16],[71.21301775 73.78698225] ; [11.78698225 12.21301775],0
b5,1,0.106027,2.612463,[59 86] ; [14 10],[62.63313609 82.36686391] ; [10.36686391 13.63313609],0
p3,1,0.120973,2.404674,[85 60] ; [10 14],[81.50887574 63.49112426] ; [13.49112426 10.50887574],0
d5,1,0.12663,2.333333,[111  33] ; [15  9],[108.  36.] ; [18.  6.],0
d1,1,0.137965,2.200514,[72 73] ; [ 8 16],[68.63905325 76.36094675] ; [11.36094675 12.63905325],0
b1,1,0.139047,2.188469,[67 78] ; [15  9],[70.35502959 74.64497041] ; [11.64497041 12.35502959],0
b3,1,0.148924,2.083236,[39 53] ; [ 5 15],[36.14285714 55.85714286] ; [ 7.85714286 12.14285714],0
b2,1,0.148924,2.083236,[39 53] ; [ 5 15],[36.14285714 55.85714286] ; [ 7.85714286 12.14285714],0
a5,1,0.153671,2.035427,[100  45] ; [13 11],[96.95266272 48.04733728] ; [16.04733728  7.95266272],0
s1,1,0.174527,1.843621,[  4 140] ; [ 2 22],[  5.14285714 138.85714286] ; [ 0.85714286 23.14285714],0
