Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000351,12.773963,[133  93] ; [66 97],[115.61439589 110.38560411] ; [83.38560411 79.61439589],1
n5,1,0.001153,10.564569,[210  21] ; [127  33],[199.0971867  31.9028133] ; [137.9028133  22.0971867],0
p8,1,0.001177,10.525885,[141  82] ; [75 86],[125.4375  97.5625] ; [90.5625 70.4375],0
p12,1,0.002483,9.153436,[ 33 195] ; [  8 154],[ 23.96923077 204.03076923] ; [ 17.03076923 144.96923077],0
p1,1,0.004877,7.924648,[ 29 201] ; [  7 156],[ 21.06870229 208.93129771] ; [ 14.93129771 148.06870229],0
s7,1,0.006956,7.284251,[137  78] ; [77 78],[124.35135135  90.64864865] ; [89.64864865 65.35135135],0
r4,1,0.011181,6.436334,[218  14] ; [141  22],[210.8556962  21.1443038] ; [148.1443038  14.8556962],0
p5,1,0.013799,6.063739,[ 38 192] ; [ 13 149],[ 29.92346939 200.07653061] ; [ 21.07653061 140.92346939],0
v4,1,0.014692,5.953063,[223   7] ; [147  14],[217.64705882  12.35294118] ; [152.35294118   8.64705882],0
v1,1,0.016071,5.795074,[164  65] ; [94 63],[153.06217617  75.93782383] ; [104.93782383  52.06217617],0
p3,1,0.018643,5.534723,[144  84] ; [83 79],[132.70769231  95.29230769] ; [94.29230769 67.70769231],0
n6,1,0.027534,4.856998,[214  16] ; [139  22],[207.64705882  22.35294118] ; [145.35294118  15.64705882],0
p7,1,0.031464,4.62745,[165  58] ; [102  58],[155.45953003  67.54046997] ; [111.54046997  48.45953003],0
r2,1,0.043304,4.083502,[221   8] ; [145  13],[216.57364341  12.42635659] ; [149.42635659   8.57364341],0
p2,1,0.044115,4.052164,[202  27] ; [131  31],[195.03069054  33.96930946] ; [137.96930946  24.03069054],0
a1,1,0.051282,3.799055,[ 20 212] ; [  6 157],[ 15.27088608 216.72911392] ; [ 10.72911392 152.27088608],0
d1,1,0.056165,3.647156,[161  71] ; [98 65],[152.12151899  79.87848101] ; [106.87848101  56.12151899],0
s2,1,0.072923,3.215979,[131  95] ; [79 83],[122.31958763 103.68041237] ; [87.68041237 74.31958763],0
s5,1,0.073037,3.213403,[ 91 129] ; [ 50 105],[ 82.72 137.28] ; [58.28 96.72],0
s4,1,0.077241,3.122011,[ 23 206] ; [ 26 136],[ 28.69820972 200.30179028] ; [ 20.30179028 141.69820972],0
r3,1,0.127462,2.323142,[226   4] ; [155   7],[223.54591837   6.45408163] ; [157.45408163   4.54591837],0
a3,1,0.128837,2.306459,[183  47] ; [119  44],[176.74300254  53.25699746] ; [125.25699746  37.74300254],0
s3,1,0.138557,2.193909,[132  89] ; [85 78],[124.88802083  96.11197917] ; [92.11197917 70.88802083],0
p4,1,0.13901,2.18888,[154  72] ; [98 63],[147.1627907  78.8372093] ; [104.8372093  56.1627907],0
u4,1,0.166482,1.914341,[  8 224] ; [  2 161],[  5.87341772 226.12658228] ; [  4.12658228 158.87341772],0
p10,1,0.171567,1.869197,[200  27] ; [134  27],[195.40721649  31.59278351] ; [138.59278351  22.40721649],0
p11,1,0.191791,1.703809,[198  34] ; [131  32],[193.23544304  38.76455696] ; [135.76455696  27.23544304],0
b4,1,0.226281,1.464085,[145  87] ; [92 71],[139.2  92.8] ; [97.8 65.2],0
n2,1,0.245621,1.348039,[26  8] ; [28  4],[27.81818182  6.18181818] ; [26.18181818  5.81818182],0
d2,1,0.272084,1.206209,[135  94] ; [87 76],[129.68877551  99.31122449] ; [92.31122449 70.68877551],0
a4,1,0.285032,1.142941,[117 113] ; [74 89],[111.78117048 118.21882952] ; [79.21882952 83.78117048],0
r1,1,0.328573,0.954513,[197  34] ; [133  30],[193.47715736  37.52284264] ; [136.52284264  26.47715736],0
b5,1,0.336406,0.924079,[134  98] ; [102  61],[138.61265823  93.38734177] ; [97.38734177 65.61265823],0
a2,1,0.33938,0.912772,[ 67 165] ; [ 40 123],[ 62.84556962 169.15443038] ; [ 44.15443038 118.84556962],0
a6,1,0.386094,0.751207,[155  74] ; [117  46],[158.89795918  70.10204082] ; [113.10204082  49.89795918],0
p6,1,0.390957,0.735963,[ 99 124] ; [64 96],[ 94.90600522 128.09399478] ; [68.09399478 91.90600522],0
b3,1,0.401592,0.703554,[63 92] ; [38 69],[59.7519084 95.2480916] ; [41.2480916 65.7519084],0
b2,1,0.401592,0.703554,[63 92] ; [38 69],[59.7519084 95.2480916] ; [41.2480916 65.7519084],0
u1,1,0.533986,0.386801,[ 48 184] ; [ 38 125],[ 50.51139241 181.48860759] ; [ 35.48860759 127.51139241],0
a7,1,0.57298,0.317722,[167  62] ; [123  40],[169.41326531  59.58673469] ; [120.58673469  42.41326531],0
n3,1,0.594231,0.283784,[29  6] ; [28  4],[29.7761194  5.2238806] ; [27.2238806  4.7761194],0
b1,1,0.59605,0.280995,[ 85 147] ; [64 99],[ 87.51392405 144.48607595] ; [ 61.48607595 101.51392405],0
s1,1,0.621764,0.243396,[  4 223] ; [  4 157],[  4.68041237 222.31958763] ; [  3.31958763 157.68041237],0
u3,1,0.698072,0.150486,[27 22] ; [26 18],[27.92473118 21.07526882] ; [25.07526882 18.92473118],0
p9,1,0.747011,0.104059,[199  27] ; [140  21],[197.96899225  28.03100775] ; [141.03100775  19.96899225],0
d5,1,0.771682,0.084201,[198  33] ; [138  25],[196.99492386  34.00507614] ; [139.00507614  23.99492386],0
a5,1,0.818272,0.052793,[185  46] ; [129  34],[184.0964467  46.9035533] ; [129.9035533  33.0964467],0
s6,1,0.838889,0.041337,[152  71] ; [112  50],[152.91428571  70.08571429] ; [111.08571429  50.91428571],0
d4,1,0.892597,0.01823,[197  32] ; [141  22],[197.45408163  31.54591837] ; [140.54591837  22.45408163],0
a8,1,0.894155,0.017702,[ 36 164] ; [ 26 123],[ 35.53008596 164.46991404] ; [ 26.46991404 122.53008596],0
d3,1,0.918177,0.010553,[164  66] ; [117  46],[164.45292621  65.54707379] ; [116.54707379  46.45292621],0
n1,1,0.919323,0.010259,[13 20] ; [13 19],[13.2 19.8] ; [12.8 19.2],0
u2,1,0.932041,0.007272,[27 21] ; [24 18],[27.2 20.8] ; [23.8 18.2],0
