Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.002079,9.478218,[ 1 10] ; [19 11],[5.36585366 5.63414634] ; [14.63414634 15.36585366],0
a5,1,0.005338,7.76107,[5 6] ; [27  4],[8.38095238 2.61904762] ; [23.61904762  7.38095238],0
a3,1,0.026445,4.926686,[5 6] ; [25  6],[7.85714286 3.14285714] ; [22.14285714  8.85714286],0
r2,1,0.041315,4.16305,[7 4] ; [28  3],[9.16666667 1.83333333] ; [25.83333333  5.16666667],0
s7,1,0.066515,3.367003,[3 7] ; [19 11],[5.5 4.5] ; [16.5 13.5],0
d2,1,0.068526,3.317978,[4 7] ; [21 10],[6.54761905 4.45238095] ; [18.45238095 12.54761905],0
u2,1,0.078983,3.085714,[5 1] ; [2 4],[3.5 2.5] ; [3.5 2.5],0
d5,1,0.088687,2.898051,[7 4] ; [27  4],[8.9047619 2.0952381] ; [25.0952381  5.9047619],0
r4,1,0.151928,2.052786,[8 3] ; [28  3],[9.42857143 1.57142857] ; [26.57142857  4.42857143],0
s3,1,0.16349,1.941644,[3 8] ; [16 15],[4.97619048 6.02380952] ; [14.02380952 16.97619048],0
d3,1,0.225887,1.466571,[6 5] ; [23  8],[7.5952381 3.4047619] ; [21.4047619  9.5952381],0
p1,1,0.245738,1.347374,[ 1 10] ; [ 8 23],[2.35714286 8.64285714] ; [ 6.64285714 24.35714286],0
v1,1,0.250829,1.318681,[8 2] ; [18 12],[6.5 3.5] ; [19.5 10.5],0
v2,1,0.28809,1.128527,[4 7] ; [16 13],[5.5 5.5] ; [14.5 14.5],0
v3,1,0.28809,1.128527,[4 7] ; [16 13],[5.5 5.5] ; [14.5 14.5],0
d1,1,0.320885,0.985337,[6 5] ; [22  9],[7.33333333 3.66666667] ; [20.66666667 10.33333333],0
s5,1,0.456057,0.555556,[5 5] ; [19 11],[6. 4.] ; [18. 12.],0
b5,1,0.491251,0.473785,[7 4] ; [16 15],[6.02380952 4.97619048] ; [16.97619048 14.02380952],0
a4,1,0.496429,0.462561,[3 8] ; [12 19],[3.92857143 7.07142857] ; [11.07142857 19.92857143],0
p7,1,0.523543,0.406909,[5 6] ; [17 13],[5.90243902 5.09756098] ; [16.09756098 13.90243902],0
p8,1,0.555863,0.346918,[7 4] ; [16 14],[6.17073171 4.82926829] ; [16.82926829 13.17073171],0
u3,1,0.558185,0.342857,[4 2] ; [3 3],[3.5 2.5] ; [3.5 2.5],0
s2,1,0.558526,0.342263,[5 6] ; [11 20],[4.19047619 6.80952381] ; [11.80952381 19.19047619],0
d4,1,0.566576,0.328446,[10  1] ; [26  5],[9.42857143 1.57142857] ; [26.57142857  4.42857143],0
r3,1,0.566576,0.328446,[10  1] ; [26  5],[9.42857143 1.57142857] ; [26.57142857  4.42857143],0
p11,1,0.582432,0.302319,[8 3] ; [25  6],[8.64285714 2.35714286] ; [24.35714286  6.64285714],0
s6,1,0.588571,0.292581,[7 4] ; [21  8],[7.7 3.3] ; [20.3  8.7],0
a6,1,0.695395,0.153307,[6 5] ; [19 12],[6.54761905 4.45238095] ; [18.45238095 12.54761905],0
p10,1,0.697146,0.151457,[9 2] ; [26  4],[9.3902439 1.6097561] ; [25.6097561  4.3902439],0
b1,1,0.725625,0.123167,[5 6] ; [16 15],[5.5 5.5] ; [15.5 15.5],0
b2,1,0.743421,0.107143,[2 3] ; [12 13],[2.33333333 2.66666667] ; [11.66666667 13.33333333],0
b3,1,0.743421,0.107143,[2 3] ; [12 13],[2.33333333 2.66666667] ; [11.66666667 13.33333333],0
b4,1,0.746355,0.10462,[7 4] ; [18 13],[6.54761905 4.45238095] ; [18.45238095 12.54761905],0
s1,1,0.770279,0.08527,[ 1 10] ; [ 2 29],[ 0.78571429 10.21428571] ; [ 2.21428571 28.78571429],0
v4,1,0.770279,0.08527,[10  1] ; [29  2],[10.21428571  0.78571429] ; [28.78571429  2.21428571],0
s4,1,0.791701,0.06975,[ 1 10] ; [ 2 28],[ 0.80487805 10.19512195] ; [ 2.19512195 27.80487805],0
n6,1,0.807262,0.059516,[9 1] ; [27  4],[8.7804878 1.2195122] ; [27.2195122  3.7804878],0
p12,1,0.807262,0.059516,[1 9] ; [ 4 27],[1.2195122 8.7804878] ; [ 3.7804878 27.2195122],0
n4,1,0.875284,0.024633,[9 2] ; [26  5],[9.16666667 1.83333333] ; [25.83333333  5.16666667],0
p9,1,0.930734,0.007555,[10  1] ; [27  3],[9.92682927 1.07317073] ; [27.07317073  2.92682927],0
n5,1,0.932167,0.007245,[9 2] ; [25  6],[8.9047619 2.0952381] ; [25.0952381  5.9047619],0
p2,1,0.932167,0.007245,[9 2] ; [25  6],[8.9047619 2.0952381] ; [25.0952381  5.9047619],0
p3,1,0.958276,0.002737,[7 4] ; [20 11],[7.07142857 3.92857143] ; [19.92857143 11.07142857],0
a7,1,0.958276,0.002737,[7 4] ; [20 11],[7.07142857 3.92857143] ; [19.92857143 11.07142857],0
p4,1,0.969044,0.001506,[8 3] ; [22  8],[8.04878049 2.95121951] ; [21.95121951  8.04878049],0
