Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,9.4e-05,15.250563,[25  3] ; [16 22],[17.39393939 10.60606061] ; [23.60606061 14.39393939],1
s8,1,0.005911,7.577269,[19  9] ; [14 27],[13.39130435 14.60869565] ; [19.60869565 21.39130435],0
s3,1,0.012319,6.264316,[27  1] ; [30 11],[23.13043478  4.86956522] ; [33.86956522  7.13043478],0
a4,1,0.02936,4.74637,[17 11] ; [14 27],[12.57971014 15.42028986] ; [18.42028986 22.57971014],0
a6,1,0.032016,4.59762,[19  8] ; [18 23],[14.69117647 12.30882353] ; [22.30882353 18.69117647],0
b5,1,0.034508,4.469373,[22  6] ; [22 19],[17.85507246 10.14492754] ; [26.14492754 14.85507246],0
a8,1,0.047087,3.942274,[ 7 20] ; [ 3 35],[ 4.15384615 22.84615385] ; [ 5.84615385 32.15384615],0
p2,1,0.054268,3.704443,[22  6] ; [23 18],[18.26086957  9.73913043] ; [26.73913043 14.26086957],0
d4,1,0.072266,3.230782,[25  2] ; [31 10],[22.23529412  4.76470588] ; [33.76470588  7.23529412],0
d5,1,0.077067,3.125693,[23  4] ; [27 14],[19.85294118  7.14705882] ; [30.14705882 10.85294118],0
n5,1,0.090069,2.873132,[20  7] ; [22 19],[16.67647059 10.32352941] ; [25.32352941 15.67647059],0
v2,1,0.100317,2.700491,[17 10] ; [17 23],[13.70149254 13.29850746] ; [20.29850746 19.70149254],0
a5,1,0.12354,2.371862,[22  6] ; [25 16],[19.07246377  8.92753623] ; [27.92753623 13.07246377],0
d3,1,0.132509,2.262867,[20  7] ; [23 18],[17.07352941  9.92647059] ; [25.92647059 15.07352941],0
r3,1,0.13503,2.2337,[27  1] ; [35  6],[25.15942029  2.84057971] ; [36.84057971  4.15942029],0
s5,1,0.140194,2.175824,[11 15] ; [10 30],[ 8.27272727 17.72727273] ; [12.72727273 27.27272727],0
d1,1,0.142179,2.154219,[18 10] ; [19 22],[15.01449275 12.98550725] ; [21.98550725 19.01449275],0
n4,1,0.147305,2.099939,[21  6] ; [25 16],[18.26470588  8.73529412] ; [27.73529412 13.26470588],0
u4,1,0.148624,2.086321,[ 3 25] ; [ 1 40],[ 1.62318841 26.37681159] ; [ 2.37681159 38.62318841],0
a2,1,0.157478,1.99828,[ 8 20] ; [ 6 35],[ 5.68115942 22.31884058] ; [ 8.31884058 32.68115942],0
r4,1,0.214815,1.538676,[24  4] ; [30 11],[21.91304348  6.08695652] ; [32.08695652  8.91304348],0
u3,1,0.215564,1.53366,[7 2] ; [9 8],[5.53846154 3.46153846] ; [10.46153846  6.53846154],0
s6,1,0.226568,1.46228,[25  3] ; [32  9],[23.13043478  4.86956522] ; [33.86956522  7.13043478],0
n3,1,0.310557,1.028307,[6 2] ; [8 7],[4.86956522 3.13043478] ; [9.13043478 5.86956522],0
a7,1,0.379845,0.771203,[18 10] ; [22 19],[16.23188406 11.76811594] ; [23.76811594 17.23188406],0
p6,1,0.386063,0.751307,[11 17] ; [12 29],[ 9.33333333 18.66666667] ; [13.66666667 27.33333333],0
p8,1,0.432722,0.615507,[ 9 19] ; [17 24],[10.55072464 17.44927536] ; [15.44927536 25.55072464],0
a3,1,0.432722,0.615507,[19  9] ; [24 17],[17.44927536 10.55072464] ; [25.55072464 15.44927536],0
n1,1,0.435366,0.608466,[4 4] ; [ 5 10],[3.13043478 4.86956522] ; [5.86956522 9.13043478],0
u2,1,0.470989,0.519655,[3 5] ; [9 8],[3.84 4.16] ; [8.16 8.84],0
s1,1,0.494889,0.465879,[ 2 26] ; [ 5 36],[ 2.84057971 25.15942029] ; [ 4.15942029 36.84057971],0
b1,1,0.555276,0.34795,[13 15] ; [22 19],[14.20289855 13.79710145] ; [20.79710145 20.20289855],0
v3,1,0.557131,0.344697,[ 7 18] ; [14 26],[ 8.07692308 16.92307692] ; [12.92307692 27.07692308],0
