Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3.3e-05,17.224503,[55 66] ; [27  4],[65.27631579 55.72368421] ; [16.72368421 14.27631579],1
s2,1,0.000167,14.174146,[35 84] ; [21 11],[44.13245033 74.86754967] ; [11.86754967 20.13245033],1
s7,1,0.000376,12.649687,[33 83] ; [19 11],[41.31506849 74.68493151] ; [10.68493151 19.31506849],1
a8,1,0.001709,9.838672,[10 99] ; [ 9 19],[15.11678832 93.88321168] ; [ 3.88321168 24.11678832],0
s3,1,0.005955,7.563768,[51 67] ; [22  9],[57.81208054 60.18791946] ; [15.18791946 15.81208054],0
p5,1,0.008442,6.937258,[  4 117] ; [ 5 27],[  7.11764706 113.88235294] ; [ 1.88235294 30.11764706],0
s4,1,0.041073,4.172986,[ 13 106] ; [ 8 24],[ 16.54966887 102.45033113] ; [ 4.45033113 27.54966887],0
v2,1,0.045625,3.995385,[45 73] ; [18 13],[49.89261745 68.10738255] ; [13.10738255 17.89261745],0
v3,1,0.097263,2.749857,[30 83] ; [13 18],[33.74305556 79.25694444] ; [ 9.25694444 21.74305556],0
n3,1,0.132953,2.257683,[27 14] ; [9 1],[28.94117647 12.05882353] ; [7.05882353 2.94117647],0
s8,1,0.148818,2.084321,[31 90] ; [12 19],[34.23026316 86.76973684] ; [ 8.76973684 22.23026316],0
a7,1,0.159842,1.975723,[84 37] ; [18 14],[80.66666667 40.33333333] ; [21.33333333 10.66666667],0
p9,1,0.165409,1.924067,[43 77] ; [14 14],[46.21621622 73.78378378] ; [10.78378378 17.21621622],0
p4,1,0.182391,1.778037,[48 72] ; [17 15],[51.31578947 68.68421053] ; [13.68421053 18.31578947],0
d4,1,0.18839,1.730167,[87 32] ; [27  5],[89.8410596 29.1589404] ; [24.1589404  7.8410596],0
n2,1,0.191161,1.708651,[30 13] ; [9 1],[31.64150943 11.35849057] ; [7.35849057 2.64150943],0
p3,1,0.223301,1.48303,[39 82] ; [14 18],[41.91503268 79.08496732] ; [11.08496732 20.91503268],0
u2,1,0.225749,1.467447,[24 23] ; [3 7],[22.26315789 24.73684211] ; [4.73684211 5.26315789],0
u3,1,0.240669,1.376672,[31 17] ; [5 6],[29.28813559 18.71186441] ; [6.71186441 4.28813559],0
s1,1,0.241054,1.374421,[  5 115] ; [ 3 29],[  6.31578947 113.68421053] ; [ 1.68421053 30.31578947],0
b4,1,0.263012,1.252831,[74 47] ; [23  9],[76.7124183 44.2875817] ; [20.2875817 11.7124183],0
b1,1,0.26647,1.234827,[51 70] ; [17 15],[53.77777778 67.22222222] ; [14.22222222 17.77777778],0
d5,1,0.274013,1.196548,[86 34] ; [26  6],[88.42105263 31.57894737] ; [23.57894737  8.42105263],0
v1,1,0.27731,1.180226,[44 77] ; [15 17],[46.66013072 74.33986928] ; [12.33986928 19.66013072],0
p7,1,0.294293,1.099877,[57 63] ; [18 13],[59.60264901 60.39735099] ; [15.39735099 15.60264901],0
p12,1,0.312098,1.021778,[  1 119] ; [ 1 31],[  1.57894737 118.42105263] ; [ 0.42105263 31.57894737],0
n6,1,0.336936,0.922054,[83 38] ; [24  7],[85.17763158 35.82236842] ; [21.82236842  9.17763158],0
a5,1,0.33928,0.91315,[72 49] ; [22 10],[74.33986928 46.66013072] ; [19.66013072 12.33986928],0
a6,1,0.381095,0.767165,[74 46] ; [17 15],[71.84210526 48.15789474] ; [19.15789474 12.84210526],0
p6,1,0.381355,0.76633,[31 87] ; [ 6 26],[29.10666667 88.89333333] ; [ 7.89333333 24.10666667],0
n4,1,0.39713,0.717001,[76 45] ; [22  9],[78.01315789 42.98684211] ; [19.98684211 11.01315789],0
b2,1,0.429656,0.623754,[22 54] ; [ 9 15],[23.56 52.44] ; [ 7.44 16.56],0
b3,1,0.429656,0.623754,[22 54] ; [ 9 15],[23.56 52.44] ; [ 7.44 16.56],0
n5,1,0.499757,0.455453,[66 55] ; [19 12],[67.66447368 53.33552632] ; [17.33552632 13.66447368],0
d3,1,0.519177,0.415528,[75 45] ; [18 14],[73.42105263 46.57894737] ; [19.57894737 12.42105263],0
a4,1,0.538519,0.378291,[49 71] ; [15 17],[50.52631579 69.47368421] ; [13.47368421 18.52631579],0
p11,1,0.567445,0.326976,[65 56] ; [19 13],[66.43137255 54.56862745] ; [17.56862745 14.43137255],0
a2,1,0.595635,0.28163,[25 96] ; [ 8 24],[26.09803922 94.90196078] ; [ 6.90196078 25.09803922],0
a3,1,0.620044,0.245806,[73 47] ; [21 11],[74.21052632 45.78947368] ; [19.78947368 12.21052632],0
b5,1,0.704762,0.143565,[75 46] ; [21 11],[75.92156863 45.07843137] ; [20.07843137 11.92156863],0
n1,1,0.739369,0.110682,[19 24] ; [5 5],[19.47169811 23.52830189] ; [4.52830189 5.47169811],0
u1,1,0.766084,0.088507,[ 20 101] ; [ 6 26],[ 20.5620915 100.4379085] ; [ 5.4379085 26.5620915],0
p8,1,0.797781,0.065649,[43 77] ; [10 20],[42.4 77.6] ; [10.6 19.4],0
d1,1,0.849474,0.03602,[59 62] ; [15 17],[58.52287582 62.47712418] ; [15.47712418 16.52287582],0
p2,1,0.888217,0.019757,[81 40] ; [21 11],[80.66666667 40.33333333] ; [21.33333333 10.66666667],0
v4,1,0.932678,0.007136,[112   8] ; [30  2],[112.10526316   7.89473684] ; [29.89473684  2.10526316],0
r3,1,0.959205,0.002616,[117   4] ; [31  1],[117.04575163   3.95424837] ; [30.95424837  1.04575163],0
a1,1,0.959205,0.002616,[  4 117] ; [ 1 31],[  3.95424837 117.04575163] ; [ 1.04575163 30.95424837],0
p1,1,0.965762,0.001842,[  8 112] ; [ 2 29],[  7.94701987 112.05298013] ; [ 2.05298013 28.94701987],0
