Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1.7e-05,18.453894,[51 16] ; [25 39],[38.87022901 28.12977099] ; [37.12977099 26.87022901],1
s6,1,2.1e-05,18.141946,[59  7] ; [36 28],[48.23076923 17.76923077] ; [46.76923077 17.23076923],1
s3,1,0.000118,14.825071,[52 16] ; [29 37],[41.10447761 26.89552239] ; [39.89552239 26.10447761],1
s2,1,0.000382,12.617109,[49 19] ; [28 39],[38.78518519 29.21481481] ; [38.21481481 28.78518519],1
p9,1,0.005828,7.60281,[64  4] ; [52 15],[58.42962963  9.57037037] ; [57.57037037  9.42962963],0
v1,1,0.008047,7.023061,[34 33] ; [19 48],[26.5 40.5] ; [26.5 40.5],0
p10,1,0.010252,6.590499,[61  7] ; [47 18],[55.21804511 12.78195489] ; [52.78195489 12.21804511],0
d1,1,0.010952,6.473022,[49 19] ; [34 33],[41.80740741 26.19259259] ; [41.19259259 25.80740741],0
a5,1,0.012775,6.19999,[54 14] ; [40 27],[47.34814815 20.65185185] ; [46.65185185 20.34814815],0
p4,1,0.018759,5.5238,[59  9] ; [47 20],[53.39259259 14.60740741] ; [52.60740741 14.39259259],0
d4,1,0.045958,3.983119,[59  8] ; [50 17],[54.5 12.5] ; [54.5 12.5],0
p12,1,0.048565,3.890323,[ 8 59] ; [ 2 65],[ 5. 62.] ; [ 5. 62.],0
p8,1,0.049104,3.871807,[54 14] ; [43 24],[48.85925926 19.14074074] ; [48.14074074 18.85925926],0
n5,1,0.052535,3.758647,[57 11] ; [46 20],[52.26865672 15.73134328] ; [50.73134328 15.26865672],0
a7,1,0.058834,3.569946,[40 28] ; [49 17],[45.1641791 22.8358209] ; [43.8358209 22.1641791],0
b1,1,0.068121,3.327733,[36 32] ; [25 42],[30.72592593 37.27407407] ; [30.27407407 36.72592593],0
d2,1,0.070006,3.282883,[38 30] ; [27 40],[32.74074074 35.25925926] ; [32.25925926 34.74074074],0
p11,1,0.073754,3.197426,[59  9] ; [50 17],[54.9037037 13.0962963] ; [54.0962963 12.9037037],0
d5,1,0.080747,3.049796,[57 10] ; [48 18],[52.89473684 14.10526316] ; [52.10526316 13.89473684],0
v3,1,0.143422,2.140858,[17 51] ; [10 57],[13.6 54.4] ; [13.4 53.6],0
a8,1,0.150965,2.062474,[11 54] ; [ 5 55],[ 8.32 56.68] ; [ 7.68 52.32],0
a4,1,0.166866,1.910873,[38 30] ; [29 37],[34. 34.] ; [33. 33.],0
r2,1,0.171376,1.870866,[65  1] ; [62  4],[63.5  2.5] ; [63.5  2.5],0
s5,1,0.181421,1.785945,[33 32] ; [25 39],[29.2248062 35.7751938] ; [28.7751938 35.2248062],0
