Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,46.881017,[205  28] ; [32 33],[185.30536913  47.69463087] ; [51.69463087 13.30536913],1
p7,1,0.0,43.445805,[158  74] ; [15 51],[134.68456376  97.31543624] ; [38.31543624 27.68456376],1
p9,1,0.0,42.944796,[206  25] ; [34 30],[187.93220339  43.06779661] ; [52.06779661 11.93220339],1
p4,1,0.0,35.505933,[155  80] ; [16 49],[133.95 101.05] ; [37.05 27.95],1
r3,1,0.0,32.409295,[219  14] ; [46 21],[205.81666667  27.18333333] ; [59.18333333  7.81666667],1
r4,1,0.0,30.794348,[209  26] ; [40 27],[193.75827815  41.24172185] ; [55.24172185 11.75827815],1
p8,1,0.0,29.157443,[136  91] ; [15 52],[116.58843537 110.41156463] ; [34.41156463 32.58843537],1
v4,1,0.0,28.559534,[225  10] ; [50 17],[213.99006623  21.00993377] ; [61.00993377  5.99006623],1
v1,1,0.0,27.276427,[144  88] ; [17 49],[125.34228188 106.65771812] ; [35.65771812 30.34228188],1
d5,1,5e-06,20.940262,[198  37] ; [39 28],[184.4205298  50.5794702] ; [52.5794702 14.4205298],1
p11,1,5e-06,20.783364,[193  42] ; [37 30],[178.97350993  56.02649007] ; [51.02649007 15.97350993],1
a1,1,1.4e-05,18.865919,[  6 229] ; [11 56],[ 13.22847682 221.77152318] ; [ 3.77152318 63.22847682],1
r1,1,2.4e-05,17.849596,[186  48] ; [36 31],[172.58471761  61.41528239] ; [49.41528239 17.58471761],1
p6,1,0.000252,13.399816,[ 87 145] ; [ 9 57],[ 74.73825503 157.26174497] ; [21.26174497 44.73825503],1
p3,1,0.000651,11.623394,[122 113] ; [19 48],[109.71854305 125.28145695] ; [31.28145695 35.71854305],1
d3,1,0.000898,11.025982,[157  77] ; [30 37],[145.37541528  88.62458472] ; [41.62458472 25.37541528],1
v2,1,0.003243,8.665676,[135  94] ; [24 39],[124.69520548 104.30479452] ; [34.30479452 28.69520548],0
d4,1,0.006064,7.531301,[185  49] ; [42 25],[176.4717608  57.5282392] ; [50.5282392 16.4717608],0
a7,1,0.008204,6.988326,[166  68] ; [36 31],[157.03654485  76.96345515] ; [44.96345515 22.03654485],0
n6,1,0.009116,6.799934,[212  22] ; [52 14],[205.92  28.08] ; [58.08  7.92],0
b5,1,0.011686,6.357931,[149  86] ; [31 36],[140.06622517  94.93377483] ; [39.93377483 27.06622517],0
s6,1,0.018413,5.556463,[113 117] ; [22 45],[104.54545455 125.45454545] ; [30.45454545 36.54545455],0
s1,1,0.025733,4.973892,[  3 229] ; [ 4 63],[  5.43143813 226.56856187] ; [ 1.56856187 65.43143813],0
s7,1,0.029071,4.763433,[ 70 149] ; [11 51],[ 63.12811388 155.87188612] ; [17.87188612 44.12811388],0
r2,1,0.035862,4.403662,[212  21] ; [54 12],[207.28428094  25.71571906] ; [58.71571906  7.28428094],0
d1,1,0.066996,3.355119,[128 107] ; [28 39],[121.39072848 113.60927152] ; [34.60927152 32.39072848],0
b1,1,0.077736,3.111602,[ 81 154] ; [31 36],[ 87.15231788 147.84768212] ; [24.84768212 42.15231788],0
b2,1,0.082656,3.011886,[50 87] ; [23 22],[54.95054945 82.04945055] ; [18.04945055 26.95054945],0
b3,1,0.082656,3.011886,[50 87] ; [23 22],[54.95054945 82.04945055] ; [18.04945055 26.95054945],0
n4,1,0.118255,2.440283,[204  31] ; [53 14],[199.98344371  35.01655629] ; [57.01655629  9.98344371],0
u2,1,0.120909,2.405504,[41 32] ; [10 16],[37.60606061 35.39393939] ; [13.39393939 12.60606061],0
