Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.010648,6.523157,[70  3] ; [5 2],[68.4375  4.5625] ; [6.5625 0.4375],0
v2,1,0.019543,5.452295,[41 27] ; [1 6],[38.08 29.92] ; [3.92 3.08],0
a3,1,0.021335,5.299257,[52 21] ; [2 5],[49.275 23.725] ; [4.725 2.275],0
s3,1,0.034399,4.474742,[50 23] ; [2 5],[47.45 25.55] ; [4.55 2.45],0
v4,1,0.036544,4.371519,[72  1] ; [6 1],[71.175  1.825] ; [6.825 0.175],0
r3,1,0.036544,4.371519,[72  1] ; [6 1],[71.175  1.825] ; [6.825 0.175],0
s2,1,0.04268,4.108028,[49 24] ; [2 5],[46.5375 26.4625] ; [4.4625 2.5375],0
a6,1,0.052249,3.767776,[48 25] ; [2 5],[45.625 27.375] ; [4.375 2.625],0
p3,1,0.05617,3.646996,[38 35] ; [1 6],[35.5875 37.4125] ; [3.4125 3.5875],0
d1,1,0.089524,2.882907,[45 28] ; [2 5],[42.8875 30.1125] ; [4.1125 2.8875],0
a5,1,0.100899,2.691268,[53 20] ; [3 4],[51.1 21.9] ; [4.9 2.1],0
d5,1,0.113493,2.504892,[60 13] ; [4 3],[58.4 14.6] ; [5.6 1.4],0
s1,1,0.124548,2.35918,[ 2 71] ; [1 6],[ 2.7375 70.2625] ; [0.2625 6.7375],0
a4,1,0.129249,2.301501,[32 41] ; [1 6],[30.1125 42.8875] ; [2.8875 4.1125],0
u3,1,0.189798,1.719184,[18  3] ; [3 2],[16.96153846  4.03846154] ; [4.03846154 0.96153846],0
b5,1,0.198511,1.653298,[49 24] ; [3 4],[47.45 25.55] ; [4.55 2.45],0
n6,1,0.240044,1.380338,[47 25] ; [3 4],[45.56962025 26.43037975] ; [4.43037975 2.56962025],0
p6,1,0.245125,1.350874,[26 46] ; [1 6],[24.60759494 47.39240506] ; [2.39240506 4.60759494],0
p9,1,0.248983,1.329,[62  9] ; [5 2],[60.98717949 10.01282051] ; [6.01282051 0.98717949],0
b1,1,0.261106,1.262883,[26 47] ; [4 3],[27.375 45.625] ; [2.625 4.375],0
n2,1,0.271028,1.211538,[12  6] ; [1 2],[11.14285714  6.85714286] ; [1.85714286 1.14285714],0
v1,1,0.330133,0.948376,[33 36] ; [2 5],[31.77631579 37.22368421] ; [3.22368421 3.77631579],0
p5,1,0.365133,0.820163,[ 4 68] ; [1 6],[ 4.55696203 67.44303797] ; [0.44303797 6.55696203],0
p8,1,0.371233,0.799535,[29 44] ; [4 3],[30.1125 42.8875] ; [2.8875 4.1125],0
d4,1,0.419649,0.651299,[61 12] ; [5 2],[60.225 12.775] ; [5.775 1.225],0
s4,1,0.49314,0.469667,[19 54] ; [1 6],[18.25 54.75] ; [1.75 5.25],0
s7,1,0.533812,0.387129,[44 26] ; [3 3],[43.28947368 26.71052632] ; [3.71052632 2.28947368],0
n4,1,0.545111,0.36615,[33 40] ; [4 3],[33.7625 39.2375] ; [3.2375 3.7625],0
p4,1,0.592771,0.286038,[39 34] ; [3 4],[38.325 34.675] ; [3.675 3.325],0
v3,1,0.632507,0.228677,[23 45] ; [3 4],[23.57333333 44.42666667] ; [2.42666667 4.57333333],0
d2,1,0.641889,0.21628,[38 35] ; [3 4],[37.4125 35.5875] ; [3.5875 3.4125],0
n3,1,0.675706,0.175,[14  4] ; [2 1],[13.71428571  4.28571429] ; [2.28571429 0.71428571],0
r1,1,0.687169,0.162167,[57 16] ; [5 2],[56.575 16.425] ; [5.425 1.575],0
b4,1,0.703446,0.144912,[47 26] ; [4 3],[46.5375 26.4625] ; [4.4625 2.5375],0
s5,1,0.751001,0.100692,[25 43] ; [3 4],[25.38666667 42.61333333] ; [2.61333333 4.38666667],0
p2,1,0.751403,0.100356,[59 14] ; [6 1],[59.3125 13.6875] ; [5.6875 1.3125],0
s6,1,0.80308,0.062182,[59 13] ; [6 1],[59.24050633 12.75949367] ; [5.75949367 1.24050633],0
n1,1,0.854445,0.033654,[ 7 11] ; [1 2],[ 6.85714286 11.14285714] ; [1.14285714 1.85714286],0
p7,1,0.883159,0.021599,[42 28] ; [4 3],[41.81818182 28.18181818] ; [4.18181818 2.81818182],0
a7,1,0.883818,0.021354,[54 19] ; [5 2],[53.8375 19.1625] ; [5.1625 1.8375],0
a8,1,0.908834,0.013112,[11 58] ; [1 6],[10.89473684 58.10526316] ; [1.10526316 5.89473684],0
b2,1,0.944899,0.004777,[18 33] ; [1 2],[17.94444444 33.05555556] ; [1.05555556 1.94444444],0
b3,1,0.944899,0.004777,[18 33] ; [1 2],[17.94444444 33.05555556] ; [1.05555556 1.94444444],0
d3,1,0.947012,0.004417,[53 20] ; [5 2],[52.925 20.075] ; [5.075 1.925],0
p11,1,0.947012,0.004417,[53 20] ; [5 2],[52.925 20.075] ; [5.075 1.925],0
