Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.013128,6.151779,[ 2 13] ; [8 6],[5.17241379 9.82758621] ; [4.82758621 9.17241379],0
s6,1,0.015534,5.854832,[ 3 12] ; [9 5],[6.20689655 8.79310345] ; [5.79310345 8.20689655],0
r4,1,0.022855,5.179468,[ 1 14] ; [6 8],[ 3.62068966 11.37931034] ; [ 3.37931034 10.62068966],0
p2,1,0.027058,4.887118,[7 8] ; [12  2],[9.82758621 5.17241379] ; [9.17241379 4.82758621],0
a5,1,0.041794,4.143521,[ 4 11] ; [9 5],[6.72413793 8.27586207] ; [6.27586207 7.72413793],0
u2,1,0.09073,2.861376,[4 5] ; [6 1],[5.625 3.375] ; [4.375 2.625],0
p7,1,0.095547,2.778345,[ 5 10] ; [9 5],[7.24137931 7.75862069] ; [6.75862069 7.24137931],0
p9,1,0.095882,2.772736,[ 4 11] ; [8 6],[6.20689655 8.79310345] ; [5.79310345 8.20689655],0
s5,1,0.118648,2.435079,[ 1 14] ; [ 4 10],[ 2.5862069 12.4137931] ; [ 2.4137931 11.5862069],0
r3,1,0.121573,2.396939,[9 6] ; [12  2],[10.86206897  4.13793103] ; [10.13793103  3.86206897],0
s8,1,0.1593,1.98086,[ 2 13] ; [5 9],[ 3.62068966 11.37931034] ; [ 3.37931034 10.62068966],0
n3,1,0.164264,1.934524,[3 3] ; [6 1],[4.15384615 1.84615385] ; [4.84615385 2.15384615],0
n2,1,0.169583,1.886621,[2 4] ; [5 2],[3.23076923 2.76923077] ; [3.76923077 3.23076923],0
a7,1,0.176076,1.830439,[7 8] ; [10  4],[8.79310345 6.20689655] ; [8.20689655 5.79310345],0
p3,1,0.19043,1.714286,[5 9] ; [ 2 12],[ 3.5 10.5] ; [ 3.5 10.5],0
p6,1,0.280087,1.166667,[ 1 13] ; [ 3 11],[ 2. 12.] ; [ 2. 12.],0
d4,1,0.311405,1.024707,[13  2] ; [10  4],[11.89655172  3.10344828] ; [11.10344828  2.89655172],0
v4,1,0.315594,1.007119,[8 7] ; [10  4],[9.31034483 5.68965517] ; [8.68965517 5.31034483],0
s7,1,0.35188,0.866667,[ 2 11] ; [4 9],[ 3. 10.] ; [ 3. 10.],0
a6,1,0.355918,0.852245,[6 9] ; [8 6],[7.24137931 7.75862069] ; [6.75862069 7.24137931],0
n6,1,0.36249,0.829248,[ 5 10] ; [7 7],[6.20689655 8.79310345] ; [5.79310345 8.20689655],0
p10,1,0.36249,0.829248,[ 5 10] ; [7 7],[6.20689655 8.79310345] ; [5.79310345 8.20689655],0
a1,1,0.500802,0.453236,[ 1 14] ; [ 2 12],[ 1.55172414 13.44827586] ; [ 1.44827586 12.55172414],0
b5,1,0.549563,0.3581,[8 7] ; [9 5],[8.79310345 6.20689655] ; [8.20689655 5.79310345],0
d5,1,0.588439,0.292788,[9 6] ; [7 7],[8.27586207 6.72413793] ; [7.72413793 6.27586207],0
a3,1,0.588439,0.292788,[6 9] ; [7 7],[6.72413793 8.27586207] ; [6.27586207 7.72413793],0
v2,1,0.589876,0.290538,[ 3 12] ; [ 4 10],[ 3.62068966 11.37931034] ; [ 3.37931034 10.62068966],0
d2,1,0.589876,0.290538,[ 3 12] ; [ 4 10],[ 3.62068966 11.37931034] ; [ 3.37931034 10.62068966],0
r1,1,0.59737,0.27898,[ 5 10] ; [6 8],[5.68965517 9.31034483] ; [5.31034483 8.68965517],0
b3,1,0.622252,0.242716,[3 8] ; [1 5],[2.58823529 8.41176471] ; [1.41176471 4.58823529],0
b2,1,0.622252,0.242716,[3 8] ; [1 5],[2.58823529 8.41176471] ; [1.41176471 4.58823529],0
v3,1,0.683949,0.165714,[ 3 12] ; [ 2 12],[ 2.5862069 12.4137931] ; [ 2.4137931 11.5862069],0
u3,1,0.69627,0.152381,[3 6] ; [3 4],[3.375 5.625] ; [2.625 4.375],0
a4,1,0.741854,0.108503,[ 4 11] ; [ 3 11],[ 3.62068966 11.37931034] ; [ 3.37931034 10.62068966],0
d1,1,0.781793,0.07672,[ 5 10] ; [ 4 10],[ 4.65517241 10.34482759] ; [4.34482759 9.65517241],0
b4,1,0.812126,0.056494,[9 6] ; [9 5],[9.31034483 5.68965517] ; [8.68965517 5.31034483],0
d3,1,0.812126,0.056494,[9 6] ; [9 5],[9.31034483 5.68965517] ; [8.68965517 5.31034483],0
p4,1,0.836687,0.042491,[7 8] ; [6 8],[6.72413793 8.27586207] ; [6.27586207 7.72413793],0
b1,1,0.892772,0.01817,[10  5] ; [9 5],[9.82758621 5.17241379] ; [9.17241379 4.82758621],0
n4,1,0.892772,0.01817,[ 5 10] ; [5 9],[5.17241379 9.82758621] ; [4.82758621 9.17241379],0
v1,1,0.892772,0.01817,[ 5 10] ; [5 9],[5.17241379 9.82758621] ; [4.82758621 9.17241379],0
s2,1,0.908697,0.013152,[ 4 11] ; [ 4 10],[ 4.13793103 10.86206897] ; [ 3.86206897 10.13793103],0
a8,1,0.916299,0.011045,[ 1 14] ; [ 1 12],[ 1.07142857 13.92857143] ; [ 0.92857143 12.07142857],0
a2,1,0.959668,0.002557,[ 1 14] ; [ 1 13],[ 1.03448276 13.96551724] ; [ 0.96551724 13.03448276],0
s1,1,0.959668,0.002557,[ 1 14] ; [ 1 13],[ 1.03448276 13.96551724] ; [ 0.96551724 13.03448276],0
s4,1,0.959668,0.002557,[ 1 14] ; [ 1 13],[ 1.03448276 13.96551724] ; [ 0.96551724 13.03448276],0
s3,1,1.0,0.0,[ 4 10] ; [ 4 10],[ 4. 10.] ; [ 4. 10.],0
