Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,5.9e-05,16.123046,[15 23] ; [42 10],[24.06666667 13.93333333] ; [32.93333333 19.06666667],1
b3,1,0.698535,0.15,[ 6 14] ; [14 26],[ 6.66666667 13.33333333] ; [13.33333333 26.66666667],0
b2,1,0.698535,0.15,[ 6 14] ; [14 26],[ 6.66666667 13.33333333] ; [13.33333333 26.66666667],0
p1,1,0.698801,0.149722,[ 4 34] ; [ 7 46],[ 4.59340659 33.40659341] ; [ 6.40659341 46.59340659],0
v3,1,0.727884,0.121063,[ 9 29] ; [14 38],[ 9.71111111 28.28888889] ; [13.28888889 38.71111111],0
p12,1,0.738726,0.111249,[ 1 37] ; [ 2 49],[ 1.28089888 36.71910112] ; [ 1.71910112 49.28089888],0
n3,1,0.740923,0.109317,[ 9 11] ; [12 12],[ 9.54545455 10.45454545] ; [11.45454545 12.54545455],0
p7,1,0.752093,0.099781,[14 23] ; [21 30],[14.71590909 22.28409091] ; [20.28409091 30.71590909],0
p2,1,0.797381,0.065915,[21 17] ; [29 21],[21.59090909 16.40909091] ; [28.40909091 21.59090909],0
n2,1,0.813142,0.055873,[14  6] ; [16  8],[13.63636364  6.36363636] ; [16.36363636  7.63636364],0
b5,1,0.873727,0.025257,[20 18] ; [27 26],[19.62637363 18.37362637] ; [27.37362637 25.62637363],0
r2,1,0.876657,0.02409,[21 15] ; [30 20],[21.34883721 14.65116279] ; [29.65116279 20.34883721],0
r3,1,0.90081,0.015535,[19 18] ; [25 25],[18.71264368 18.28735632] ; [25.28735632 24.71264368],0
s5,1,0.948128,0.004232,[ 5 32] ; [ 7 43],[ 5.10344828 31.89655172] ; [ 6.89655172 43.10344828],0
r1,1,0.948694,0.004141,[10 28] ; [14 38],[10.13333333 27.86666667] ; [13.86666667 38.13333333],0
s6,1,0.968189,0.00159,[14 24] ; [19 32],[14.08988764 23.91011236] ; [18.91011236 32.08988764],0
u2,1,1.0,0.0,[ 8 14] ; [4 7],[ 8. 14.] ; [4. 7.],0
