Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,60.963364,[346  55] ; [28 35],[323.21982759  77.78017241] ; [50.78017241 12.21982759],1
n4,1,0.0,33.532442,[341  59] ; [35 29],[324.13793103  75.86206897] ; [51.86206897 12.13793103],1
p10,1,0.0,26.245638,[347  48] ; [38 23],[333.49780702  61.50219298] ; [51.50219298  9.49780702],1
p4,1,0.000525,12.025086,[276 123] ; [29 33],[263.98047722 135.01952278] ; [41.01952278 20.98047722],1
p9,1,0.000609,11.747732,[355  41] ; [46 16],[346.71615721  49.28384279] ; [54.28384279  7.71615721],1
r2,1,0.000784,11.278386,[387  10] ; [56  7],[382.32826087  14.67173913] ; [60.67173913  2.32826087],1
p7,1,0.002034,9.518661,[277 112] ; [32 30],[266.5210643 122.4789357] ; [42.4789357 19.5210643],0
p11,1,0.003152,8.717307,[337  64] ; [44 20],[328.56129032  72.43870968] ; [52.43870968 11.56129032],0
r4,1,0.003592,8.479584,[382  19] ; [55  9],[376.85376344  24.14623656] ; [60.14623656  3.85376344],0
p8,1,0.003698,8.426355,[235 157] ; [25 37],[224.49339207 167.50660793] ; [35.50660793 26.49339207],0
b1,1,0.004546,8.05174,[139 262] ; [34 30],[149.18924731 251.81075269] ; [23.81075269 40.18924731],0
a7,1,0.00488,7.923322,[299 101] ; [37 27],[289.65517241 110.34482759] ; [46.34482759 17.65517241],0
v3,1,0.008395,6.947221,[204 186] ; [20 39],[194.56570156 195.43429844] ; [29.43429844 29.56570156],0
u1,1,0.020056,5.40699,[ 88 313] ; [ 6 58],[ 81.06236559 319.93763441] ; [12.93763441 51.06236559],0
p5,1,0.026448,4.926477,[ 61 337] ; [ 3 59],[ 55.37391304 342.62608696] ; [ 8.62608696 53.37391304],0
p2,1,0.028047,4.825158,[350  49] ; [48 14],[344.47288503  54.52711497] ; [53.52711497  8.47288503],0
s6,1,0.033669,4.511441,[286 104] ; [38 25],[278.94039735 111.05960265] ; [45.05960265 17.94039735],0
d1,1,0.034205,4.484446,[256 145] ; [32 32],[248.36129032 152.63870968] ; [39.63870968 24.36129032],0
u2,1,0.036856,4.357048,[54 47] ; [13  3],[57.83760684 43.16239316] ; [9.16239316 6.83760684],0
p6,1,0.04661,3.959398,[176 216] ; [18 40],[168.99555556 223.00444444] ; [25.00444444 32.99555556],0
d2,1,0.050094,3.838302,[209 191] ; [25 39],[201.72413793 198.27586207] ; [32.27586207 31.72413793],0
p3,1,0.052502,3.759697,[230 170] ; [27 34],[222.99349241 177.00650759] ; [34.00650759 26.99349241],0
a4,1,0.060624,3.52024,[200 199] ; [24 40],[193.03671706 205.96328294] ; [30.96328294 33.03671706],0
s7,1,0.061872,3.486473,[207 172] ; [25 35],[200.29157175 178.70842825] ; [31.70842825 28.29157175],0
a2,1,0.089719,2.879407,[109 292] ; [11 53],[103.48387097 297.51612903] ; [16.51612903 47.48387097],0
