Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.002092,9.467029,[178  62] ; [28 25],[168.73720137  71.26279863] ; [37.26279863 15.73720137],0
v2,1,0.002602,9.06713,[122 106] ; [15 35],[112.35971223 115.64028777] ; [24.64028777 25.35971223],0
a2,1,0.003141,8.723818,[ 57 183] ; [ 3 50],[ 49.14675768 190.85324232] ; [10.85324232 42.14675768],0
d1,1,0.003534,8.508921,[139 101] ; [19 34],[129.41979522 110.58020478] ; [28.58020478 24.41979522],0
d3,1,0.003566,8.492498,[164  76] ; [25 28],[154.81228669  85.18771331] ; [34.18771331 18.81228669],0
b5,1,0.004259,8.170048,[150  90] ; [44  9],[158.90784983  81.09215017] ; [35.09215017 17.90784983],0
u1,1,0.019793,5.430023,[ 45 195] ; [ 3 50],[ 39.31740614 200.68259386] ; [ 8.68259386 44.31740614],0
p9,1,0.024734,5.042433,[180  57] ; [46  5],[185.97916667  51.02083333] ; [40.02083333 10.97916667],0
a6,1,0.037592,4.323369,[171  69] ; [30 23],[164.64163823  75.35836177] ; [36.35836177 16.64163823],0
p6,1,0.054313,3.703061,[ 33 205] ; [13 40],[ 37.62199313 200.37800687] ; [ 8.37800687 44.62199313],0
s6,1,0.108567,2.574957,[155  81] ; [28 24],[149.95833333  86.04166667] ; [33.04166667 18.95833333],0
d2,1,0.111632,2.530958,[121 118] ; [20 32],[115.80412371 123.19587629] ; [25.19587629 26.80412371],0
s7,1,0.112767,2.515012,[ 94 133] ; [15 36],[ 89.00359712 137.99640288] ; [19.99640288 31.00359712],0
p10,1,0.11884,2.432544,[166  71] ; [42 10],[170.57439446  66.42560554] ; [37.42560554 14.57439446],0
s8,1,0.127841,2.318524,[ 94 144] ; [15 38],[ 89.14776632 148.85223368] ; [19.85223368 33.14776632],0
a8,1,0.136681,2.21493,[ 20 199] ; [ 8 41],[ 22.88059701 196.11940299] ; [ 5.11940299 43.88059701],0
n2,1,0.152706,2.045014,[50 20] ; [15  2],[52.29885057 17.70114943] ; [12.70114943  4.29885057],0
v3,1,0.171192,1.872478,[ 81 143] ; [13 37],[ 76.84671533 147.15328467] ; [17.15328467 32.84671533],0
a3,1,0.17561,1.834389,[163  76] ; [31 22],[158.78767123  80.21232877] ; [35.21232877 17.78767123],0
p12,1,0.190465,1.71402,[ 22 216] ; [ 2 51],[ 19.62886598 218.37113402] ; [ 4.37113402 48.62886598],0
n4,1,0.204506,1.609899,[179  61] ; [35 18],[175.29010239  64.70989761] ; [38.70989761 14.29010239],0
d4,1,0.207889,1.586068,[195  45] ; [39 14],[191.67235495  48.32764505] ; [42.32764505 10.67235495],0
v1,1,0.228878,1.44782,[113 120] ; [20 31],[109.11619718 123.88380282] ; [23.88380282 27.11619718],0
d5,1,0.236264,1.402748,[190  50] ; [38 15],[186.75767918  53.24232082] ; [41.24232082 11.75767918],0
u3,1,0.26113,1.262755,[52 25] ; [12 10],[49.77777778 27.22222222] ; [14.22222222  7.77777778],0
a4,1,0.27197,1.206783,[110 129] ; [20 33],[106.40410959 132.59589041] ; [23.59589041 29.40410959],0
p11,1,0.283655,1.149494,[168  72] ; [41 12],[171.19453925  68.80546075] ; [37.80546075 15.19453925],0
a7,1,0.289528,1.121815,[180  60] ; [36 17],[176.92832765  63.07167235] ; [39.07167235 13.92832765],0
u2,1,0.319633,0.990449,[47 29] ; [11 11],[44.97959184 31.02040816] ; [13.02040816  8.97959184],0
b2,1,0.339856,0.910973,[48 90] ; [12 15],[50.18181818 87.81818182] ; [ 9.81818182 17.18181818],0
b3,1,0.339856,0.910973,[48 90] ; [12 15],[50.18181818 87.81818182] ; [ 9.81818182 17.18181818],0
s3,1,0.353189,0.861966,[123 112] ; [24 29],[119.94791667 115.05208333] ; [27.05208333 25.94791667],0
s4,1,0.414625,0.665501,[ 38 198] ; [11 42],[ 40.01384083 195.98615917] ; [ 8.98615917 44.01384083],0
s5,1,0.443895,0.586193,[ 55 170] ; [14 33],[ 57.07720588 167.92279412] ; [11.92279412 35.07720588],0
n6,1,0.526782,0.400594,[190  50] ; [44  9],[191.67235495  48.32764505] ; [42.32764505 10.67235495],0
v4,1,0.52959,0.395178,[230   9] ; [50  3],[229.17808219   9.82191781] ; [50.82191781  2.17808219],0
r3,1,0.580697,0.305109,[232   8] ; [52  1],[232.62798635   7.37201365] ; [51.37201365  1.62798635],0
p5,1,0.624102,0.240144,[ 14 224] ; [ 4 48],[ 14.77241379 223.22758621] ; [ 3.22758621 48.77241379],0
n3,1,0.637791,0.221643,[48 20] ; [11  6],[47.2 20.8] ; [11.8  5.2],0
p4,1,0.665429,0.186996,[107 132] ; [22 31],[105.58561644 133.41438356] ; [23.41438356 29.58561644],0
u4,1,0.677129,0.173376,[  7 233] ; [ 1 52],[  6.55290102 233.44709898] ; [ 1.44709898 51.55290102],0
n1,1,0.678707,0.171584,[31 39] ; [8 8],[31.74418605 38.25581395] ; [7.25581395 8.74418605],0
p3,1,0.687043,0.162305,[ 79 160] ; [16 37],[ 77.75684932 161.24315068] ; [17.24315068 35.75684932],0
b4,1,0.694068,0.154717,[147  93] ; [34 19],[148.25938567  91.74061433] ; [32.74061433 20.25938567],0
p1,1,0.721908,0.126671,[ 19 220] ; [ 5 48],[ 19.64383562 219.35616438] ; [ 4.35616438 48.64383562],0
s2,1,0.734087,0.115392,[112 122] ; [24 29],[110.88501742 123.11498258] ; [25.11498258 27.88501742],0
p8,1,0.73664,0.113102,[ 64 175] ; [13 40],[ 63.0239726 175.9760274] ; [13.9760274 39.0239726],0
a1,1,0.791335,0.070001,[  6 234] ; [ 1 52],[  5.7337884 234.2662116] ; [ 1.2662116 51.7337884],0
s1,1,0.802172,0.062769,[ 11 226] ; [ 2 50],[ 10.66089965 226.33910035] ; [ 2.33910035 49.66089965],0
p2,1,0.812718,0.056132,[167  73] ; [36 17],[166.27986348  73.72013652] ; [36.72013652 16.27986348],0
b1,1,0.840926,0.040284,[ 85 155] ; [18 35],[ 84.36860068 155.63139932] ; [18.63139932 34.36860068],0
n5,1,0.984018,0.000401,[162  77] ; [36 17],[162.06164384  76.93835616] ; [35.93835616 17.06164384],0
