Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,9.8e-05,15.17028,[21  7] ; [28 57],[12.14159292 15.85840708] ; [36.85840708 48.14159292],1
p7,1,0.000103,15.08738,[24  2] ; [40 41],[15.55140187 10.44859813] ; [48.44859813 32.55140187],1
p3,1,0.002237,9.343795,[17 11] ; [25 62],[10.22608696 17.77391304] ; [31.77391304 55.22608696],0
p4,1,0.002318,9.27907,[21  7] ; [36 50],[14. 14.] ; [43. 43.],0
n3,1,0.004295,8.154871,[3 5] ; [29  5],[6.0952381 1.9047619] ; [25.9047619  8.0952381],0
s4,1,0.007929,7.049351,[15 13] ; [23 64],[ 9.25217391 18.74782609] ; [28.74782609 58.25217391],0
p1,1,0.020243,5.390786,[ 5 22] ; [ 4 82],[ 2.15044248 24.84955752] ; [ 6.84955752 79.15044248],0
b1,1,0.028298,4.80985,[14 14] ; [24 63],[ 9.25217391 18.74782609] ; [28.74782609 58.25217391],0
s8,1,0.034649,4.462368,[18 10] ; [36 51],[13.14782609 14.85217391] ; [40.85217391 46.14782609],0
b5,1,0.038914,4.264637,[21  7] ; [46 41],[16.31304348 11.68695652] ; [50.68695652 36.31304348],0
s2,1,0.042175,4.128173,[25  3] ; [61 26],[20.93913043  7.06086957] ; [65.06086957 21.93913043],0
n1,1,0.051773,3.783088,[5 3] ; [ 9 25],[2.66666667 5.33333333] ; [11.33333333 22.66666667],0
p11,1,0.056515,3.636813,[22  6] ; [51 36],[17.77391304 10.22608696] ; [55.22608696 31.77391304],0
d4,1,0.060585,3.521286,[26  2] ; [66 20],[22.59649123  5.40350877] ; [69.40350877 16.59649123],0
a8,1,0.069469,3.295534,[ 3 24] ; [ 2 77],[ 1.27358491 25.72641509] ; [ 3.72641509 75.27358491],0
s6,1,0.079117,3.082953,[25  3] ; [63 23],[21.61403509  6.38596491] ; [66.38596491 19.61403509],0
s7,1,0.091114,2.854582,[16 12] ; [31 49],[12.18518519 15.81481481] ; [34.81481481 45.18518519],0
p10,1,0.179831,1.799018,[23  5] ; [58 26],[20.25  7.75] ; [60.75 23.25],0
s1,1,0.2237,1.480477,[ 2 26] ; [ 2 85],[ 0.97391304 27.02608696] ; [ 3.02608696 83.97391304],0
n6,1,0.227008,1.459509,[13 13] ; [55 32],[15.6460177 10.3539823] ; [52.3539823 34.6460177],0
r2,1,0.239023,1.386345,[25  3] ; [83  4],[26.29565217  1.70434783] ; [81.70434783  5.29565217],0
v3,1,0.250553,1.320218,[ 5 21] ; [25 56],[ 7.28971963 18.71028037] ; [22.71028037 58.28971963],0
v1,1,0.269862,1.21745,[14 13] ; [33 50],[11.53636364 15.46363636] ; [35.46363636 47.53636364],0
u2,1,0.278565,1.174077,[8 3] ; [19 16],[6.45652174 4.54347826] ; [20.54347826 14.45652174],0
s5,1,0.280633,1.164021,[13 13] ; [32 52],[10.63636364 15.36363636] ; [34.36363636 49.63636364],0
n2,1,0.347252,0.883472,[7 1] ; [25 10],[5.95348837 2.04651163] ; [26.04651163  8.95348837],0
d1,1,0.356509,0.850154,[16 12] ; [41 46],[13.87826087 14.12173913] ; [43.12173913 43.87826087],0
a4,1,0.360115,0.837493,[12 16] ; [29 58],[ 9.9826087 18.0173913] ; [31.0173913 55.9826087],0
n5,1,0.38159,0.765574,[12 16] ; [29 57],[10.07017544 17.92982456] ; [30.92982456 55.07017544],0
p12,1,0.412114,0.672693,[ 2 26] ; [ 3 83],[ 1.22807018 26.77192982] ; [ 3.77192982 82.22807018],0
d3,1,0.427558,0.629447,[20  8] ; [55 32],[18.26086957  9.73913043] ; [56.73913043 30.26086957],0
u1,1,0.443473,0.58728,[ 4 24] ; [ 8 79],[ 2.92173913 25.07826087] ; [ 9.07826087 77.92173913],0
v2,1,0.467034,0.528986,[15 12] ; [37 41],[13.37142857 13.62857143] ; [38.62857143 39.37142857],0
b4,1,0.491918,0.472329,[16 12] ; [56 31],[17.53043478 10.46956522] ; [54.46956522 32.53043478],0
d5,1,0.542777,0.370417,[21  7] ; [60 27],[19.72173913  8.27826087] ; [61.27826087 25.72173913],0
p2,1,0.57483,0.314667,[22  6] ; [63 23],[20.87719298  7.12280702] ; [64.12280702 21.87719298],0
p9,1,0.594853,0.282828,[23  5] ; [65 19],[22.  6.] ; [66. 18.],0
r1,1,0.677217,0.173275,[21  7] ; [61 25],[20.14035088  7.85964912] ; [61.85964912 24.14035088],0
a5,1,0.682677,0.167128,[17 11] ; [49 38],[16.06956522 11.93043478] ; [49.93043478 37.06956522],0
v4,1,0.688733,0.160461,[25  3] ; [78  7],[25.52212389  2.47787611] ; [77.47787611  7.52212389],0
a6,1,0.729764,0.119328,[18 10] ; [59 28],[18.74782609  9.25217391] ; [58.25217391 28.74782609],0
a3,1,0.810022,0.057791,[17 11] ; [50 36],[16.45614035 11.54385965] ; [50.54385965 35.45614035],0
r3,1,0.816836,0.053646,[27  1] ; [83  4],[26.7826087  1.2173913] ; [83.2173913  3.7826087],0
a2,1,0.819031,0.052346,[ 4 24] ; [14 73],[ 4.3826087 23.6173913] ; [13.6173913 73.3826087],0
u3,1,0.89956,0.015931,[7 4] ; [23 12],[7.17391304 3.82608696] ; [22.82608696 12.17391304],0
a7,1,0.919405,0.010238,[20  8] ; [63 24],[20.20869565  7.79130435] ; [62.79130435 24.20869565],0
b2,1,0.933286,0.007007,[ 6 11] ; [14 27],[ 5.86206897 11.13793103] ; [14.13793103 26.86206897],0
b3,1,0.933286,0.007007,[ 6 11] ; [14 27],[ 5.86206897 11.13793103] ; [14.13793103 26.86206897],0
d2,1,0.93924,0.00581,[12 16] ; [38 49],[12.17391304 15.82608696] ; [37.82608696 49.17391304],0
r4,1,0.940398,0.00559,[23  5] ; [72 15],[23.13043478  4.86956522] ; [71.86956522 15.13043478],0
a1,1,0.975322,0.000957,[ 1 27] ; [ 3 84],[ 0.97391304 27.02608696] ; [ 3.02608696 83.97391304],0
p5,1,1.0,0.0,[ 1 27] ; [ 3 81],[ 1. 27.] ; [ 3. 81.],0
