Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,179.456498,[498  76] ; [ 58 105],[433.0312076 140.9687924] ; [122.9687924  40.0312076],1
n6,1,0.0,39.497805,[516  60] ; [113  49],[490.92682927  85.07317073] ; [138.07317073  23.92682927],1
a5,1,0.0,32.661219,[449 127] ; [91 73],[420.32432432 155.67567568] ; [119.67567568  44.32432432],1
a4,1,0.0,28.245372,[281 293] ; [ 42 122],[251.22222222 322.77777778] ; [71.77777778 92.22222222],1
s7,1,2e-06,22.971903,[301 246] ; [ 54 107],[274.27259887 272.72740113] ; [80.72740113 80.27259887],1
p4,1,3e-06,21.946569,[391 183] ; [79 85],[365.55555556 208.44444444] ; [104.44444444  59.55555556],1
a3,1,5e-06,20.989649,[433 141] ; [93 70],[409.66621438 164.33378562] ; [116.33378562  46.66621438],1
d2,1,6e-06,20.340605,[300 274] ; [ 53 111],[274.55555556 299.44444444] ; [78.44444444 85.55555556],1
r4,1,2.3e-05,17.941514,[541  35] ; [137  27],[527.74054054  48.25945946] ; [150.25945946  13.74054054],1
d5,1,3.6e-05,17.073632,[490  85] ; [116  47],[472.15447154 102.84552846] ; [133.84552846  29.15447154],1
v3,1,8.6e-05,15.428132,[243 316] ; [ 41 116],[221.72625698 337.27374302] ; [62.27374302 94.72625698],1
p3,1,0.000124,14.738215,[322 253] ; [ 64 100],[300.33829499 274.66170501] ; [85.66170501 78.33829499],1
p6,1,0.000145,14.439766,[243 324] ; [ 42 118],[222.27647868 344.72352132] ; [62.72352132 97.27647868],1
v1,1,0.00038,12.626704,[329 232] ; [68 91],[309.32916667 251.67083333] ; [87.67083333 71.32916667],1
p11,1,0.00046,12.271816,[484  92] ; [118  46],[468.58378378 107.41621622] ; [133.41621622  30.58378378],1
a2,1,0.000472,12.221432,[153 423] ; [ 22 142],[136.21621622 439.78378378] ; [ 38.78378378 125.21621622],1
a8,1,0.000533,11.997765,[ 84 432] ; [  8 144],[ 71.06586826 444.93413174] ; [ 20.93413174 131.06586826],1
r1,1,0.000669,11.574491,[480  94] ; [117  46],[464.96336499 109.03663501] ; [132.03663501  30.96336499],1
d1,1,0.000692,11.509732,[359 217] ; [78 86],[340.15135135 235.84864865] ; [96.84864865 67.15135135],1
p10,1,0.001835,9.707426,[489  82] ; [122  40],[475.96316508  95.03683492] ; [135.03683492  26.96316508],0
u1,1,0.002511,9.132532,[115 461] ; [ 16 148],[101.96756757 474.03243243] ; [ 29.03243243 134.96756757],0
s4,1,0.003178,8.70247,[ 83 485] ; [ 40 124],[ 95.44262295 472.55737705] ; [ 27.55737705 136.44262295],0
s8,1,0.003234,8.670345,[273 299] ; [ 57 107],[256.4673913 315.5326087] ; [73.5326087 90.4673913],0
r2,1,0.00706,7.257655,[549  20] ; [150  14],[542.60709413  26.39290587] ; [156.39290587   7.60709413],0
p5,1,0.009035,6.815994,[ 78 496] ; [ 10 154],[ 68.44444444 505.55555556] ; [ 19.55555556 144.44444444],0
p8,1,0.012095,6.296828,[339 225] ; [80 83],[325.05639615 238.94360385] ; [93.94360385 69.05639615],0
s6,1,0.017034,5.692823,[395 169] ; [98 65],[382.46492435 181.53507565] ; [110.53507565  52.46492435],0
n1,1,0.023394,5.139024,[43 59] ; [15 46],[36.29447853 65.70552147] ; [21.70552147 39.29447853],0
p12,1,0.026378,4.93105,[ 51 521] ; [  6 158],[ 44.29891304 527.70108696] ; [ 12.70108696 151.29891304],0
s3,1,0.032119,4.592114,[334 234] ; [81 83],[322.02185792 245.97814208] ; [92.97814208 71.02185792],0
r3,1,0.049938,3.843523,[555  19] ; [152  11],[550.63500678  23.36499322] ; [156.36499322   6.63500678],0
s2,1,0.062151,3.479041,[303 268] ; [73 90],[292.5013624 278.4986376] ; [83.4986376 79.5013624],0
p9,1,0.065812,3.384502,[502  67] ; [134  28],[495.05335157  73.94664843] ; [140.94664843  21.05335157],0
