Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,179.456498,[498  76] ; [ 58 105],[433.0312076 140.9687924] ; [122.9687924  40.0312076],1
v2,1,0.072696,3.221066,[321 235] ; [78 79],[311.14165498 244.85834502] ; [87.85834502 69.14165498],0
p7,1,0.082477,3.015408,[398 168] ; [99 58],[389.07607192 176.92392808] ; [107.92392808  49.07607192],0
p1,1,0.09247,2.830833,[ 56 518] ; [  9 154],[ 50.62415197 523.37584803] ; [ 14.37584803 148.62415197],0
d4,1,0.125272,2.350134,[481  93] ; [129  35],[474.44444444  99.55555556] ; [135.55555556  28.44444444],0
a7,1,0.142358,2.152282,[418 156] ; [128  35],[425.24287653 148.75712347] ; [120.75712347  42.24287653],0
s5,1,0.171746,1.86764,[197 356] ; [ 48 113],[189.75490196 363.24509804] ; [ 55.24509804 105.75490196],0
b2,1,0.182601,1.77633,[139 219] ; [24 54],[133.83944954 224.16055046] ; [29.16055046 48.83944954],0
b3,1,0.182601,1.77633,[139 219] ; [24 54],[133.83944954 224.16055046] ; [29.16055046 48.83944954],0
u4,1,0.205044,1.606076,[ 12 564] ; [  1 163],[ 10.11891892 565.88108108] ; [  2.88108108 161.11891892],0
s1,1,0.210666,1.566846,[ 17 550] ; [  2 161],[ 14.75753425 552.24246575] ; [  4.24246575 158.75753425],0
b1,1,0.301413,1.067931,[215 361] ; [ 54 110],[209.38378378 366.61621622] ; [ 59.61621622 104.38378378],0
u3,1,0.308623,1.03656,[78 64] ; [43 26],[81.43127962 60.56872038] ; [39.56872038 29.43127962],0
a1,1,0.408659,0.6827,[ 26 550] ; [  5 159],[ 24.12972973 551.87027027] ; [  6.87027027 157.12972973],0
n3,1,0.527301,0.39959,[78 26] ; [43 18],[76.26666667 27.73333333] ; [44.73333333 16.26666667],0
d3,1,0.667458,0.18459,[406 170] ; [117  45],[408.19512195 167.80487805] ; [114.80487805  47.19512195],0
b5,1,0.738838,0.111151,[349 227] ; [97 67],[347.15675676 228.84324324] ; [98.84324324 65.15675676],0
a6,1,0.740226,0.109929,[397 178] ; [111  53],[395.26387009 179.73612991] ; [112.73612991  51.26387009],0
n2,1,0.813792,0.055477,[78 26] ; [44 16],[77.36585366 26.63414634] ; [44.63414634 15.36585366],0
u2,1,0.822221,0.050485,[80 62] ; [40 29],[80.75829384 61.24170616] ; [39.24170616 29.75829384],0
b4,1,0.957467,0.002844,[335 241] ; [95 69],[334.7027027 241.2972973] ; [95.2972973 68.7027027],0
