Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,110.313985,[26 61] ; [223  31],[63.52785924 23.47214076] ; [185.47214076  68.52785924],1
s6,1,0.0,38.369256,[56 31] ; [230  20],[73.83382789 13.16617211] ; [212.16617211  37.83382789],1
s7,1,0.000273,13.244293,[52 30] ; [201  42],[63.83384615 18.16615385] ; [189.16615385  53.83384615],1
n1,1,0.011693,6.356845,[ 4 16] ; [28 25],[ 8.76712329 11.23287671] ; [23.23287671 29.76712329],0
a6,1,0.0201,5.403153,[49 38] ; [177  76],[57.82941176 29.17058824] ; [168.17058824  84.82941176],0
s5,1,0.023445,5.135193,[30 55] ; [117 119],[38.92523364 46.07476636] ; [108.07476636 127.92523364],0
p11,1,0.026615,4.915592,[64 23] ; [214  40],[70.92668622 16.07331378] ; [207.07331378  46.92668622],0
n5,1,0.035395,4.426032,[62 24] ; [209  44],[68.74926254 17.25073746] ; [202.25073746  50.74926254],0
p12,1,0.036792,4.360033,[ 5 81] ; [ 36 215],[10.46290801 75.53709199] ; [ 30.53709199 220.46290801],0
n2,1,0.080284,3.059136,[11  9] ; [41 13],[14.05405405  5.94594595] ; [37.94594595 16.05405405],0
r2,1,0.083198,3.001288,[80  6] ; [243   7],[82.67261905  3.32738095] ; [240.32738095   9.67261905],0
s4,1,0.117273,2.453374,[12 74] ; [ 55 198],[16.99705015 69.00294985] ; [ 50.00294985 202.99705015],0
p2,1,0.169172,1.890267,[70 17] ; [219  34],[73.95 13.05] ; [215.05  37.95],0
a2,1,0.169661,1.885937,[20 67] ; [ 78 176],[25.00293255 61.99706745] ; [ 72.99706745 181.00293255],0
d1,1,0.178498,1.810088,[62 25] ; [199  55],[66.58944282 20.41055718] ; [194.41055718  59.58944282],0
p8,1,0.185741,1.751081,[45 39] ; [155  96],[50.14925373 33.85074627] ; [149.85074627 101.14925373],0
v3,1,0.193195,1.693085,[47 38] ; [113 127],[41.84615385 43.15384615] ; [118.15384615 121.84615385],0
u3,1,0.212912,1.551515,[13  7] ; [35  9],[15.  5.] ; [33. 11.],0
