Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,37.136453,[41 38] ; [242  45],[61.08469945 17.91530055] ; [221.91530055  65.08469945],1
p7,1,0.0,30.297635,[25 55] ; [187  98],[46.46575342 33.53424658] ; [165.53424658 119.46575342],1
p10,1,0.0,26.20831,[41 39] ; [229  58],[58.85558583 21.14441417] ; [211.14441417  75.85558583],1
p4,1,6e-06,20.596438,[20 60] ; [156 135],[37.95148248 42.04851752] ; [138.04851752 152.95148248],1
p8,1,1.7e-05,18.529851,[20 62] ; [147 140],[37.11111111 44.88888889] ; [129.88888889 157.11111111],1
s1,1,6.7e-05,15.898251,[10 71] ; [  6 280],[ 3.53133515 77.46866485] ; [ 12.46866485 273.53133515],1
p11,1,7.1e-05,15.796326,[46 36] ; [228  64],[60.07486631 21.92513369] ; [213.92513369  78.07486631],1
a7,1,0.000744,11.377017,[40 42] ; [200  90],[52.90322581 29.09677419] ; [187.09677419 102.90322581],1
s7,1,0.001334,10.295028,[19 58] ; [125 153],[31.23380282 45.76619718] ; [112.76619718 165.23380282],0
d5,1,0.001357,10.263445,[33 49] ; [175 116],[45.72654155 36.27345845] ; [162.27345845 128.72654155],0
r3,1,0.001874,9.668875,[68 14] ; [273  18],[74.96514745  7.03485255] ; [266.03485255  24.96514745],0
v4,1,0.0035,8.526434,[72 10] ; [280  11],[77.38337802  4.61662198] ; [274.61662198  16.38337802],0
n6,1,0.004142,8.220648,[55 27] ; [238  53],[64.41286863 17.58713137] ; [228.58713137  62.41286863],0
p3,1,0.008306,6.966252,[24 58] ; [133 159],[34.42245989 47.57754011] ; [122.57754011 169.42245989],0
d3,1,0.010284,6.585042,[23 59] ; [127 163],[33.06451613 48.93548387] ; [116.93548387 173.06451613],0
p6,1,0.015485,5.860399,[16 66] ; [ 96 191],[24.88888889 57.11111111] ; [ 87.11111111 199.88888889],0
n4,1,0.016099,5.792078,[48 34] ; [210  80],[56.87096774 25.12903226] ; [201.12903226  88.87096774],0
d4,1,0.028085,4.822858,[38 44] ; [175 117],[46.70053476 35.29946524] ; [166.29946524 125.70053476],0
s3,1,0.029426,4.742494,[32 47] ; [157 132],[40.57336957 38.42663043] ; [148.42663043 140.57336957],0
r4,1,0.034433,4.473075,[68 14] ; [266  26],[73.22994652  8.77005348] ; [260.77005348  31.22994652],0
d2,1,0.049742,3.850134,[18 63] ; [ 39 253],[12.37801609 68.62198391] ; [ 44.62198391 247.37801609],0
n5,1,0.054638,3.693112,[50 31] ; [211  79],[56.98382749 24.01617251] ; [204.01617251  85.98382749],0
b1,1,0.083216,3.000952,[39 43] ; [108 184],[32.22994652 49.77005348] ; [114.77005348 177.22994652],0
a1,1,0.084175,2.982395,[ 6 76] ; [  9 283],[ 3.28877005 78.71122995] ; [ 11.71122995 280.28877005],0
s6,1,0.088547,2.900595,[42 38] ; [179 105],[48.57142857 31.42857143] ; [172.42857143 111.57142857],0
a5,1,0.10845,2.576658,[39 43] ; [168 124],[45.38502674 36.61497326] ; [161.61497326 130.38502674],0
a3,1,0.117959,2.444209,[40 41] ; [172 119],[46.16129032 34.83870968] ; [165.83870968 125.16129032],0
v1,1,0.120055,2.416602,[33 48] ; [143 140],[39.16483516 41.83516484] ; [136.83516484 146.16483516],0
