Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.00697,7.280617,[ 6 31] ; [3 1],[ 8.12195122 28.87804878] ; [0.87804878 3.12195122],0
v3,1,0.013095,6.156255,[ 7 30] ; [3 1],[ 9.02439024 27.97560976] ; [0.97560976 3.02439024],0
p11,1,0.045136,4.013542,[10 28] ; [3 1],[11.76190476 26.23809524] ; [1.23809524 2.76190476],0
r4,1,0.06002,3.536842,[ 5 33] ; [2 2],[ 6.33333333 31.66666667] ; [0.66666667 3.33333333],0
s7,1,0.062163,3.478704,[ 7 29] ; [2 1],[ 8.30769231 27.69230769] ; [0.69230769 2.30769231],0
p7,1,0.143171,2.143541,[ 7 31] ; [2 2],[ 8.14285714 29.85714286] ; [0.85714286 3.14285714],0
s6,1,0.19603,1.671711,[ 8 30] ; [2 2],[ 9.04761905 28.95238095] ; [0.95238095 3.04761905],0
a5,1,0.249014,1.328828,[21 17] ; [1 3],[19.9047619 18.0952381] ; [2.0952381 1.9047619],0
v2,1,0.270896,1.212203,[ 9 28] ; [2 2],[ 9.92682927 27.07317073] ; [1.07317073 2.92682927],0
p9,1,0.28809,1.128527,[ 9 27] ; [2 2],[ 9.9 26.1] ; [1.1 2.9],0
b1,1,0.293114,1.105263,[18 20] ; [3 1],[19. 19.] ; [2. 2.],0
d1,1,0.448019,0.575658,[17 21] ; [1 3],[16.28571429 21.71428571] ; [1.71428571 2.28571429],0
b5,1,0.448019,0.575658,[17 21] ; [1 3],[16.28571429 21.71428571] ; [1.71428571 2.28571429],0
a6,1,0.448019,0.575658,[17 21] ; [1 3],[16.28571429 21.71428571] ; [1.71428571 2.28571429],0
u2,1,0.45675,0.553846,[ 4 12] ; [1 1],[ 4.44444444 11.55555556] ; [0.55555556 1.44444444],0
r1,1,0.457244,0.552632,[12 26] ; [2 2],[12.66666667 25.33333333] ; [1.33333333 2.66666667],0
a8,1,0.519708,0.414474,[ 5 33] ; [1 3],[ 5.42857143 32.57142857] ; [0.57142857 3.42857143],0
s4,1,0.519708,0.414474,[ 5 33] ; [1 3],[ 5.42857143 32.57142857] ; [0.57142857 3.42857143],0
p8,1,0.536939,0.381242,[ 5 32] ; [1 3],[ 5.41463415 31.58536585] ; [0.58536585 3.41463415],0
d3,1,0.570718,0.321483,[15 23] ; [1 3],[14.47619048 23.52380952] ; [1.52380952 2.47619048],0
b4,1,0.570718,0.321483,[23 15] ; [3 1],[23.52380952 14.47619048] ; [2.47619048 1.52380952],0
p4,1,0.638239,0.221053,[ 6 32] ; [1 3],[ 6.33333333 31.66666667] ; [0.66666667 3.33333333],0
s2,1,0.638239,0.221053,[ 6 32] ; [1 3],[ 6.33333333 31.66666667] ; [0.66666667 3.33333333],0
s1,1,0.638239,0.221053,[ 6 32] ; [1 3],[ 6.33333333 31.66666667] ; [0.66666667 3.33333333],0
a4,1,0.684687,0.164897,[13 24] ; [1 3],[12.63414634 24.36585366] ; [1.36585366 2.63414634],0
d4,1,0.710119,0.138158,[25 13] ; [3 1],[25.33333333 12.66666667] ; [2.66666667 1.33333333],0
a3,1,0.715258,0.133082,[22 15] ; [2 2],[21.65853659 15.34146341] ; [2.34146341 1.65853659],0
p1,1,0.749934,0.101587,[ 7 31] ; [1 3],[ 7.23809524 30.76190476] ; [0.76190476 3.23809524],0
p3,1,0.749934,0.101587,[ 7 31] ; [1 3],[ 7.23809524 30.76190476] ; [0.76190476 3.23809524],0
s3,1,0.761538,0.092089,[12 25] ; [1 3],[11.73170732 25.26829268] ; [1.26829268 2.73170732],0
v1,1,0.770637,0.084997,[ 7 30] ; [1 3],[ 7.2195122 29.7804878] ; [0.7804878 3.2195122],0
r2,1,0.784916,0.074484,[20 15] ; [2 2],[19.74358974 15.25641026] ; [2.25641026 1.74358974],0
d2,1,0.795883,0.066915,[21 16] ; [2 2],[20.75609756 16.24390244] ; [2.24390244 1.75609756],0
b2,1,0.803785,0.061728,[11 16] ; [1 2],[10.8 16.2] ; [1.2 1.8],0
b3,1,0.803785,0.061728,[11 16] ; [1 2],[10.8 16.2] ; [1.2 1.8],0
d5,1,0.84057,0.040467,[21 17] ; [2 2],[20.80952381 17.19047619] ; [2.19047619 1.80952381],0
a7,1,0.84057,0.040467,[17 21] ; [2 2],[17.19047619 20.80952381] ; [1.80952381 2.19047619],0
