Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.00021,13.736104,[ 27 108] ; [39 52],[39.42477876 95.57522124] ; [26.57522124 64.42477876],1
v1,1,0.000234,13.534741,[46 89] ; [52 36],[59.32735426 75.67264574] ; [38.67264574 49.32735426],1
p10,1,0.000457,12.283616,[69 65] ; [68 23],[81.59111111 52.40888889] ; [55.40888889 35.59111111],1
r3,1,0.000471,12.227127,[108  29] ; [86  4],[117.08370044  19.91629956] ; [76.91629956 13.08370044],1
r1,1,0.000494,12.136465,[76 61] ; [71 20],[88.32894737 48.67105263] ; [58.67105263 32.32894737],1
a7,1,0.002397,9.217575,[67 70] ; [63 28],[78.11403509 58.88596491] ; [51.88596491 39.11403509],0
n6,1,0.004699,7.991687,[89 48] ; [74 16],[98.37444934 38.62555066] ; [64.62555066 25.37444934],0
p9,1,0.008056,7.021082,[81 54] ; [70 21],[90.19911504 44.80088496] ; [60.80088496 30.19911504],0
r4,1,0.013016,6.166879,[97 41] ; [77 14],[104.8558952  33.1441048] ; [69.1441048 21.8558952],0
d2,1,0.013286,6.13063,[ 33 104] ; [10 81],[ 25.8377193 111.1622807] ; [17.1622807 73.8377193],0
d5,1,0.015146,5.899434,[68 69] ; [60 31],[76.9122807 60.0877193] ; [51.0877193 39.9122807],0
d3,1,0.017321,5.663566,[43 93] ; [43 48],[51.52422907 84.47577093] ; [34.47577093 56.52422907],0
s6,1,0.018577,5.540899,[61 76] ; [55 36],[69.70175439 67.29824561] ; [46.29824561 44.70175439],0
p7,1,0.020697,5.352088,[47 87] ; [46 45],[55.38666667 78.61333333] ; [37.61333333 53.38666667],0
r2,1,0.021998,5.245911,[112  26] ; [82  7],[117.93832599  20.06167401] ; [76.06167401 12.93832599],0
s8,1,0.027467,4.861207,[ 30 107] ; [32 59],[37.25438596 99.74561404] ; [24.74561404 66.25438596],0
p6,1,0.029302,4.749809,[ 20 116] ; [24 67],[ 26.36123348 109.63876652] ; [17.63876652 73.36123348],0
u1,1,0.038017,4.304253,[  2 136] ; [ 6 85],[  4.8209607 133.1790393] ; [ 3.1790393 87.8209607],0
v4,1,0.039303,4.247706,[113  24] ; [82  7],[118.2079646  18.7920354] ; [76.7920354 12.2079646],0
p2,1,0.050272,3.832374,[86 52] ; [68 23],[92.80349345 45.19650655] ; [61.19650655 29.80349345],0
p11,1,0.053013,3.74351,[78 60] ; [63 28],[84.96943231 53.03056769] ; [56.03056769 34.96943231],0
a5,1,0.054742,3.689936,[64 74] ; [54 37],[71.10917031 66.89082969] ; [46.89082969 44.10917031],0
p3,1,0.058436,3.581219,[ 34 104] ; [33 58],[40.37554585 97.62445415] ; [26.62445415 64.37554585],0
d4,1,0.066573,3.365559,[71 67] ; [58 33],[77.73799127 60.26200873] ; [51.26200873 39.73799127],0
n1,1,0.074186,3.18789,[19 29] ; [ 5 21],[15.56756757 32.43243243] ; [ 8.43243243 17.56756757],0
b1,1,0.145454,2.119285,[65 73] ; [34 57],[59.65938865 78.34061135] ; [39.34061135 51.65938865],0
s7,1,0.18811,1.732356,[39 92] ; [33 53],[43.46543779 87.53456221] ; [28.53456221 57.46543779],0
p1,1,0.201805,1.629267,[ 10 127] ; [ 3 88],[  7.81140351 129.18859649] ; [ 5.18859649 85.81140351],0
n3,1,0.211602,1.56043,[32 15] ; [22  5],[34.2972973 12.7027027] ; [19.7027027  7.2972973],0
