Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,70.432796,[161  84] ; [ 38 125],[119.49754902 125.50245098] ; [79.50245098 83.49754902],1
p6,1,0.0,29.23533,[121 122] ; [ 37 124],[ 95.03465347 147.96534653] ; [62.96534653 98.03465347],1
p8,1,1.9e-05,18.25734,[138 107] ; [ 55 104],[117.04207921 127.95792079] ; [75.95792079 83.04207921],1
p2,1,3.1e-05,17.374945,[218  27] ; [119  44],[202.36519608  42.63480392] ; [134.63480392  28.36519608],1
a5,1,8.8e-05,15.38543,[202  44] ; [106  57],[185.25183374  60.74816626] ; [122.74816626  40.25183374],1
d1,1,0.000148,14.398939,[171  75] ; [83 80],[152.77261614  93.22738386] ; [101.22738386  61.77261614],1
d3,1,0.000212,13.718465,[189  57] ; [96 65],[172.26044226  73.73955774] ; [112.73955774  48.26044226],1
p7,1,0.000369,12.682125,[173  70] ; [82 71],[156.47727273  86.52272727] ; [98.52272727 54.47727273],1
a2,1,0.00214,9.425498,[ 79 167] ; [ 30 133],[ 65.5599022 180.4400978] ; [ 43.4400978 119.5599022],0
s6,1,0.002605,9.065381,[216  25] ; [126  34],[205.54114713  35.45885287] ; [136.45885287  23.54114713],0
a4,1,0.004259,8.169862,[129 117] ; [ 62 101],[114.8801956 131.1198044] ; [76.1198044 86.8801956],0
n4,1,0.012399,6.252949,[196  49] ; [112  50],[185.40540541  59.59459459] ; [122.59459459  39.40540541],0
n5,1,0.020808,5.342843,[193  51] ; [111  50],[183.15061728  60.84938272] ; [120.84938272  40.15061728],0
n6,1,0.021625,5.275724,[211  32] ; [125  35],[202.60049628  40.39950372] ; [133.39950372  26.60049628],0
s8,1,0.025418,4.995189,[155  90] ; [85 78],[144.11764706 100.88235294] ; [95.88235294 67.11764706],0
d5,1,0.036153,4.389851,[210  35] ; [125  36],[202.15517241  42.84482759] ; [132.84482759  28.15517241],0
p9,1,0.039264,4.2494,[217  27] ; [129  29],[210.00995025  33.99004975] ; [135.99004975  22.00995025],0
a6,1,0.0401,4.213642,[171  75] ; [96 65],[161.38083538  84.61916462] ; [105.61916462  55.38083538],0
a3,1,0.046134,3.976713,[189  57] ; [110  52],[180.27941176  65.72058824] ; [118.72058824  43.27941176],0
d4,1,0.060904,3.512603,[216  29] ; [132  30],[209.48402948  35.51597052] ; [138.51597052  23.48402948],0
d2,1,0.062638,3.466132,[135 110] ; [74 88],[125.81081081 119.18918919] ; [83.18918919 78.81081081],0
p10,1,0.06299,3.456844,[211  33] ; [128  33],[204.23703704  39.76296296] ; [134.76296296  26.23703704],0
n3,1,0.066159,3.375824,[39  9] ; [31 17],[35. 13.] ; [35. 13.],0
s7,1,0.089784,2.878245,[163  69] ; [98 60],[155.26153846  76.73846154] ; [105.73846154  52.26153846],0
u1,1,0.113306,2.507496,[ 60 186] ; [ 29 134],[ 53.53056235 192.46943765] ; [ 35.46943765 127.53056235],0
p11,1,0.138291,2.196878,[191  55] ; [116  47],[184.65036675  61.34963325] ; [122.34963325  40.65036675],0
v1,1,0.140324,2.174405,[136 103] ; [78 80],[128.83123426 110.16876574] ; [85.16876574 72.83123426],0
v4,1,0.165337,1.924726,[236   8] ; [152  10],[233.18226601  10.81773399] ; [154.81773399   7.18226601],0
a8,1,0.187312,1.738634,[ 31 198] ; [ 28 123],[ 35.55526316 193.44473684] ; [ 23.44473684 127.55526316],0
u4,1,0.19419,1.685543,[  8 238] ; [  2 161],[  6.01466993 239.98533007] ; [  3.98533007 159.01466993],0
r4,1,0.203378,1.61795,[224  22] ; [142  21],[220.13691932  25.86308068] ; [145.86308068  17.13691932],0
a7,1,0.204697,1.608542,[182  63] ; [111  51],[176.37592138  68.62407862] ; [116.62407862  45.37592138],0
s1,1,0.24379,1.358541,[  9 234] ; [ 10 151],[ 11.42821782 231.57178218] ; [  7.57178218 153.42821782],0
p12,1,0.25438,1.299089,[ 21 224] ; [  9 153],[ 18.05896806 226.94103194] ; [ 11.94103194 150.05896806],0
