Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,33.546108,[26 84] ; [37 15],[42.77777778 67.22222222] ; [20.22222222 31.77777778],1
p7,1,6.4e-05,15.975923,[36 73] ; [34 17],[47.6875 61.3125] ; [22.3125 28.6875],1
p8,1,0.003884,8.337342,[29 79] ; [26 26],[37.125 70.875] ; [17.875 34.125],0
v1,1,0.005973,7.558501,[28 79] ; [25 27],[35.66666667 71.33333333] ; [17.33333333 34.66666667],0
p1,1,0.007685,7.105343,[  4 106] ; [ 8 44],[  8.14814815 101.85185185] ; [ 3.85185185 48.14814815],0
p6,1,0.008852,6.852399,[16 92] ; [17 35],[22.275 85.725] ; [10.725 41.275],0
s5,1,0.023566,5.126275,[16 93] ; [15 35],[21.25157233 87.74842767] ; [ 9.74842767 40.25157233],0
p2,1,0.023881,5.103255,[64 45] ; [40 12],[70.40993789 38.59006211] ; [33.59006211 18.40993789],0
s3,1,0.036517,4.37278,[29 80] ; [22 29],[34.74375 74.25625] ; [16.25625 34.74375],0
p5,1,0.037482,4.328393,[  6 103] ; [ 8 44],[ 9.47826087 99.52173913] ; [ 4.52173913 47.47826087],0
r4,1,0.038432,4.28578,[49 62] ; [32 20],[55.1595092 55.8404908] ; [25.8404908 26.1595092],0
s6,1,0.042682,4.107966,[36 72] ; [26 26],[41.85 66.15] ; [20.15 31.85],0
d4,1,0.05341,3.731031,[66 45] ; [39 13],[71.50306748 39.49693252] ; [33.49693252 18.50306748],0
d5,1,0.061979,3.483609,[66 44] ; [39 13],[71.2962963 38.7037037] ; [33.7037037 18.2962963],0
a7,1,0.063166,3.452237,[57 53] ; [35 17],[62.4691358 47.5308642] ; [29.5308642 22.4691358],0
d3,1,0.077585,3.114787,[53 56] ; [33 19],[58.22360248 50.77639752] ; [27.77639752 24.22360248],0
b2,1,0.106282,2.608649,[25 35] ; [ 7 22],[21.57303371 38.42696629] ; [10.42696629 18.57303371],0
b3,1,0.106282,2.608649,[25 35] ; [ 7 22],[21.57303371 38.42696629] ; [10.42696629 18.57303371],0
u3,1,0.115184,2.481618,[14 37] ; [11 13],[17. 34.] ; [ 8. 16.],0
n6,1,0.115562,2.476458,[76 35] ; [41 10],[80.16666667 30.83333333] ; [36.83333333 14.16666667],0
s7,1,0.117032,2.456596,[16 91] ; [12 35],[19.45454545 87.54545455] ; [ 8.54545455 38.45454545],0
a6,1,0.119921,2.418352,[56 55] ; [33 19],[60.60736196 50.39263804] ; [28.39263804 23.60736196],0
n4,1,0.157278,2.000201,[64 47] ; [36 16],[68.09815951 42.90184049] ; [31.90184049 20.09815951],0
a5,1,0.166105,1.917754,[49 62] ; [29 23],[53.11656442 57.88343558] ; [24.88343558 27.11656442],0
v4,1,0.204102,1.612773,[81 29] ; [43  9],[84.19753086 25.80246914] ; [39.80246914 12.19753086],0
p10,1,0.221557,1.494257,[61 47] ; [34 17],[64.52830189 43.47169811] ; [30.47169811 20.52830189],0
u2,1,0.225253,1.470588,[18 33] ; [12 12],[20.4 30.6] ; [ 9.6 14.4],0
d1,1,0.267325,1.230421,[33 78] ; [20 32],[36.09202454 74.90797546] ; [16.90797546 35.09202454],0
r3,1,0.267787,1.228047,[80 30] ; [42 10],[82.83950617 27.16049383] ; [39.16049383 12.83950617],0
v2,1,0.301308,1.068396,[33 76] ; [20 32],[35.88198758 73.11801242] ; [17.11801242 34.88198758],0
p12,1,0.338502,0.916097,[  3 107] ; [ 3 49],[  4.07407407 105.92592593] ; [ 1.92592593 50.07407407],0
p9,1,0.341901,0.903289,[71 34] ; [39 13],[73.56687898 31.43312102] ; [36.43312102 15.56687898],0
a8,1,0.372019,0.796908,[11 95] ; [ 3 47],[ 9.51282051 96.48717949] ; [ 4.48717949 45.51282051],0
s2,1,0.384159,0.757351,[27 84] ; [16 36],[29.28220859 81.71779141] ; [13.71779141 38.28220859],0
d2,1,0.402444,0.70101,[42 68] ; [16 35],[39.62732919 70.37267081] ; [18.37267081 32.62732919],0
r2,1,0.403492,0.697894,[78 30] ; [40 11],[80.1509434 27.8490566] ; [37.8490566 13.1509434],0
s1,1,0.431696,0.618256,[  2 109] ; [ 2 50],[  2.72392638 108.27607362] ; [ 1.27607362 50.72392638],0
n5,1,0.490953,0.474437,[70 41] ; [35 16],[71.94444444 39.05555556] ; [33.05555556 17.94444444],0
n2,1,0.50986,0.434354,[31 15] ; [10  3],[31.96610169 14.03389831] ; [9.03389831 3.96610169],0
v3,1,0.516325,0.421228,[23 87] ; [13 38],[24.59627329 85.40372671] ; [11.40372671 39.59627329],0
p11,1,0.551266,0.355054,[65 46] ; [33 19],[66.73619632 44.26380368] ; [31.26380368 20.73619632],0
a4,1,0.603966,0.269056,[34 76] ; [14 38],[32.59259259 77.40740741] ; [15.40740741 36.59259259],0
u1,1,0.66756,0.18447,[  6 105] ; [ 2 50],[  5.44785276 105.55214724] ; [ 2.55214724 49.44785276],0
n3,1,0.680771,0.169259,[29 17] ; [9 4],[29.62711864 16.37288136] ; [8.37288136 4.62711864],0
a3,1,0.754655,0.097661,[60 50] ; [27 25],[59.07407407 50.92592593] ; [27.92592593 24.07407407],0
a2,1,0.77976,0.078194,[ 10 101] ; [ 4 48],[  9.53374233 101.46625767] ; [ 4.46625767 47.53374233],0
a1,1,0.77976,0.078194,[ 10 101] ; [ 4 48],[  9.53374233 101.46625767] ; [ 4.46625767 47.53374233],0
b1,1,0.809947,0.057838,[49 62] ; [24 28],[49.71165644 61.28834356] ; [23.28834356 28.71165644],0
b5,1,0.841042,0.040225,[68 43] ; [31 21],[67.41717791 43.58282209] ; [31.58282209 20.41717791],0
b4,1,0.898294,0.016337,[65 46] ; [31 21],[65.37423313 45.62576687] ; [30.62576687 21.37423313],0
n1,1,0.900261,0.015708,[15 31] ; [4 9],[14.81355932 31.18644068] ; [4.18644068 8.81355932],0
s4,1,0.911993,0.012216,[20 91] ; [ 9 43],[19.74846626 91.25153374] ; [ 9.25153374 42.74846626],0
