Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,72.558614,[ 6 43] ; [207  69],[32.11384615 16.88615385] ; [180.88615385  95.11384615],1
p10,1,0.20764,1.587807,[38 10] ; [231  37],[40.86075949  7.13924051] ; [228.13924051  39.86075949],0
a1,1,0.245417,1.349204,[ 1 48] ; [ 17 259],[ 2.71384615 46.28615385] ; [ 15.28615385 260.71384615],0
n2,1,0.250778,1.318966,[9 1] ; [35 13],[7.5862069 2.4137931] ; [36.4137931 11.5862069],0
s2,1,0.268614,1.223814,[22 25] ; [151 121],[25.48902821 21.51097179] ; [147.51097179 124.48902821],0
p7,1,0.292901,1.106238,[31 17] ; [191  74],[34.04472843 13.95527157] ; [187.95527157  77.04472843],0
v4,1,0.31706,1.001037,[45  3] ; [265   9],[46.21118012  1.78881988] ; [263.78881988  10.21118012],0
s3,1,0.32868,0.95409,[29 19] ; [142 127],[25.89274448 22.10725552] ; [145.10725552 123.89274448],0
s8,1,0.376689,0.78148,[22 26] ; [144 129],[24.82242991 23.17757009] ; [141.17757009 131.82242991],0
r1,1,0.405438,0.692139,[39 10] ; [232  43],[40.9845679  8.0154321] ; [230.0154321  44.9845679],0
n5,1,0.421479,0.646187,[42  7] ; [220  52],[39.99376947  9.00623053] ; [222.00623053  49.99376947],0
v3,1,0.423004,0.641955,[27 22] ; [164 104],[29.52365931 19.47634069] ; [161.47634069 106.52365931],0
p8,1,0.423988,0.639235,[31 17] ; [156 111],[28.4952381 19.5047619] ; [158.5047619 108.4952381],0
p6,1,0.497813,0.459596,[20 28] ; [124 140],[22.15384615 25.84615385] ; [121.84615385 142.15384615],0
n1,1,0.542895,0.3702,[5 5] ; [19 29],[4.13793103 5.86206897] ; [19.86206897 28.13793103],0
a6,1,0.563553,0.33359,[32 17] ; [191  84],[33.72530864 15.27469136] ; [189.27469136  85.72530864],0
p11,1,0.566514,0.32855,[39 10] ; [229  47],[40.40615385  8.59384615] ; [227.59384615  48.40615385],0
s7,1,0.586772,0.295414,[24 22] ; [148 114],[25.68831169 20.31168831] ; [146.31168831 115.68831169],0
s4,1,0.595934,0.281172,[ 5 43] ; [ 36 237],[ 6.13084112 41.86915888] ; [ 34.86915888 238.13084112],0
r4,1,0.601724,0.272403,[44  5] ; [254  22],[44.92923077  4.07076923] ; [253.07076923  22.92923077],0
p5,1,0.60933,0.261152,[ 8 40] ; [ 38 236],[ 6.85714286 41.14285714] ; [ 39.14285714 234.85714286],0
a8,1,0.637381,0.222183,[ 6 39] ; [ 39 203],[ 7.05574913 37.94425087] ; [ 37.94425087 204.05574913],0
s1,1,0.652788,0.202404,[ 1 47] ; [  9 263],[ 1.5 46.5] ; [  8.5 263.5],0
u4,1,0.65854,0.195302,[ 2 47] ; [  8 268],[ 1.50769231 47.49230769] ; [  8.49230769 267.50769231],0
n4,1,0.711668,0.136617,[39 10] ; [225  50],[39.92592593  9.07407407] ; [224.07407407  50.92592593],0
a7,1,0.727089,0.121801,[35 14] ; [203  72],[35.99382716 13.00617284] ; [202.00617284  72.99382716],0
b5,1,0.733407,0.116006,[30 19] ; [176 100],[31.05846154 17.94153846] ; [174.94153846 101.05846154],0
b2,1,0.741391,0.108908,[13 21] ; [ 71 101],[13.86407767 20.13592233] ; [ 70.13592233 101.86407767],0
b3,1,0.741391,0.108908,[13 21] ; [ 71 101],[13.86407767 20.13592233] ; [ 70.13592233 101.86407767],0
r2,1,0.753435,0.098667,[45  3] ; [258  14],[45.45  2.55] ; [257.55  14.45],0
n3,1,0.82206,0.050578,[7 3] ; [36 13],[7.28813559 2.71186441] ; [35.71186441 13.28813559],0
b4,1,0.823863,0.049542,[29 20] ; [168 108],[29.70153846 19.29846154] ; [167.29846154 108.70153846],0
u3,1,0.831955,0.045026,[10  7] ; [37 23],[10.37662338  6.62337662] ; [36.62337662 23.37662338],0
n6,1,0.849903,0.035812,[43  6] ; [236  36],[42.58878505  6.41121495] ; [236.41121495  35.58878505],0
r3,1,0.95013,0.003912,[48  1] ; [269   6],[47.94135802  1.05864198] ; [269.05864198   5.94135802],0
p12,1,0.953063,0.003465,[ 5 43] ; [ 29 242],[ 5.11598746 42.88401254] ; [ 28.88401254 242.11598746],0
u2,1,0.976165,0.000893,[9 7] ; [34 26],[9.05263158 6.94736842] ; [33.94736842 26.05263158],0
