Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,72.558614,[ 6 43] ; [207  69],[32.11384615 16.88615385] ; [180.88615385  95.11384615],1
d4,1,0.0,57.106514,[26 23] ; [256  20],[42.51692308  6.48307692] ; [239.48307692  36.51692308],1
a4,1,5.2e-05,16.375692,[11 38] ; [148 127],[24.0462963 24.9537037] ; [134.9537037 140.0462963],1
u1,1,0.001092,10.664783,[ 2 47] ; [ 69 207],[10.70461538 38.29538462] ; [ 60.29538462 215.70461538],0
d2,1,0.00257,9.090003,[16 33] ; [154 121],[25.70987654 23.29012346] ; [144.29012346 130.70987654],0
p1,1,0.002821,8.919608,[10 38] ; [ 20 255],[ 4.45820433 43.54179567] ; [ 25.54179567 249.45820433],0
d3,1,0.003889,8.335109,[28 21] ; [212  64],[36.18461538 12.81538462] ; [203.81538462  72.18461538],0
a2,1,0.004484,8.076656,[ 5 44] ; [ 82 194],[13.11692308 35.88307692] ; [ 73.88307692 202.11692308],0
p2,1,0.013289,6.130278,[37 11] ; [245  28],[42.1682243  5.8317757] ; [239.8317757  33.1682243],0
a5,1,0.015064,5.908919,[32 17] ; [223  53],[38.44615385 10.55384615] ; [216.55384615  59.44615385],0
b1,1,0.030798,4.664197,[24 25] ; [ 91 185],[17.33846154 31.66153846] ; [ 97.66153846 178.33846154],0
a3,1,0.043907,4.060137,[32 17] ; [216  59],[37.50617284 11.49382716] ; [210.49382716  64.50617284],0
s5,1,0.058079,3.591408,[12 35] ; [107 160],[17.81210191 29.18789809] ; [101.18789809 165.81210191],0
p9,1,0.079672,3.071581,[39  9] ; [242  27],[42.5488959  5.4511041] ; [238.4511041  30.5488959],0
p4,1,0.08003,3.064295,[27 21] ; [188  84],[32.25 15.75] ; [182.75  89.25],0
s6,1,0.085918,2.949248,[29 19] ; [194  73],[33.98095238 14.01904762] ; [189.01904762  77.98095238],0
p3,1,0.0885,2.901444,[23 25] ; [166 106],[28.35 19.65] ; [160.65 111.35],0
