Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.009278,6.768508,[27 10] ; [ 9 14],[22.2 14.8] ; [13.8  9.2],0
p7,1,0.047681,3.921203,[25 11] ; [10 13],[21.3559322 14.6440678] ; [13.6440678  9.3559322],0
b1,1,0.12911,2.303173,[25 12] ; [11 12],[22.2 14.8] ; [13.8  9.2],0
p11,1,0.425692,0.634548,[17 20] ; [13 10],[18.5 18.5] ; [11.5 11.5],0
p1,1,0.570223,0.32231,[ 3 34] ; [ 1 22],[ 2.46666667 34.53333333] ; [ 1.53333333 21.46666667],0
