Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.003357,8.602448,[2 2] ; [ 10 121],[0.35555556 3.64444444] ; [ 11.64444444 119.35555556],0
p1,1,0.005381,7.746875,[2 2] ; [ 12 130],[0.38356164 3.61643836] ; [ 13.61643836 128.38356164],0
p3,1,0.03956,4.236673,[3 1] ; [ 39 102],[1.15862069 2.84137931] ; [ 40.84137931 100.15862069],0
s6,1,0.085966,2.948333,[3 1] ; [48 95],[1.3877551 2.6122449] ; [49.6122449 93.3877551],0
a1,1,0.110333,2.549445,[1 3] ; [  8 135],[0.24489796 3.75510204] ; [  8.75510204 134.24489796],0
p7,1,0.180309,1.795074,[3 1] ; [58 82],[1.69444444 2.30555556] ; [59.30555556 80.69444444],0
s1,1,0.182243,1.779238,[1 3] ; [ 10 131],[0.30344828 3.69655172] ; [ 10.69655172 130.30344828],0
d2,1,0.253382,1.304561,[3 1] ; [65 76],[1.87586207 2.12413793] ; [66.12413793 74.87586207],0
v3,1,0.263771,1.248854,[2 2] ; [ 35 104],[1.03496503 2.96503497] ; [ 35.96503497 103.03496503],0
p2,1,0.2912,1.114065,[1 3] ; [74 69],[2.04081633 1.95918367] ; [72.95918367 70.04081633],0
p8,1,0.317467,0.999352,[2 2] ; [ 39 104],[1.11564626 2.88435374] ; [ 39.88435374 103.11564626],0
u1,1,0.358065,0.844668,[1 3] ; [ 15 128],[0.43537415 3.56462585] ; [ 15.56462585 127.43537415],0
p11,1,0.402118,0.701984,[1 3] ; [66 77],[1.82312925 2.17687075] ; [65.17687075 77.82312925],0
a3,1,0.410328,0.677852,[3 1] ; [77 65],[2.19178082 1.80821918] ; [77.80821918 64.19178082],0
b3,1,0.424237,0.638549,[2 2] ; [26 58],[1.27272727 2.72727273] ; [26.72727273 57.27272727],0
b2,1,0.424237,0.638549,[2 2] ; [26 58],[1.27272727 2.72727273] ; [26.72727273 57.27272727],0
d3,1,0.448358,0.574799,[3 1] ; [80 63],[2.2585034 1.7414966] ; [80.7414966 62.2585034],0
a7,1,0.534601,0.385638,[3 1] ; [84 57],[2.4 1.6] ; [84.6 56.4],0
s3,1,0.563457,0.333753,[2 2] ; [51 91],[1.45205479 2.54794521] ; [51.54794521 90.45205479],0
s5,1,0.601605,0.272582,[1 3] ; [ 22 121],[0.62585034 3.37414966] ; [ 22.37414966 120.62585034],0
r4,1,0.602893,0.270655,[3 1] ; [89 54],[2.50340136 1.49659864] ; [89.49659864 53.50340136],0
a4,1,0.645984,0.211001,[1 3] ; [51 90],[1.43448276 2.56551724] ; [50.56551724 90.43448276],0
p6,1,0.650147,0.205714,[1 3] ; [ 23 117],[0.66666667 3.33333333] ; [ 23.33333333 116.66666667],0
d5,1,0.699643,0.148844,[3 1] ; [94 49],[2.63945578 1.36054422] ; [94.36054422 48.63945578],0
r2,1,0.714215,0.134103,[3 1] ; [115  25],[3.27777778 0.72222222] ; [114.72222222  25.27777778],0
b4,1,0.72637,0.122471,[2 2] ; [84 59],[2.34013605 1.65986395] ; [83.65986395 59.34013605],0
d1,1,0.748038,0.103187,[2 2] ; [60 83],[1.68707483 2.31292517] ; [60.31292517 82.68707483],0
r1,1,0.754915,0.097447,[3 1] ; [96 46],[2.71232877 1.28767123] ; [96.28767123 45.71232877],0
a6,1,0.769763,0.085664,[2 2] ; [82 61],[2.28571429 1.71428571] ; [81.71428571 61.28571429],0
s7,1,0.787131,0.07292,[1 3] ; [ 26 107],[0.78832117 3.21167883] ; [ 26.21167883 106.78832117],0
a5,1,0.813364,0.055738,[2 2] ; [80 63],[2.23129252 1.76870748] ; [79.76870748 63.23129252],0
d4,1,0.813598,0.055595,[3 1] ; [98 43],[2.7862069 1.2137931] ; [98.2137931 42.7862069],0
n2,1,0.858603,0.031739,[1 1] ; [31 24],[1.12280702 0.87719298] ; [30.87719298 24.12280702],0
n3,1,0.876666,0.024086,[1 1] ; [30 24],[1.10714286 0.89285714] ; [29.89285714 24.10714286],0
v4,1,0.919914,0.010109,[3 1] ; [108  32],[3.08333333 0.91666667] ; [107.91666667  32.08333333],0
r3,1,0.940786,0.005518,[3 1] ; [108  33],[3.06206897 0.93793103] ; [107.93793103  33.06206897],0
s2,1,0.961075,0.002382,[1 3] ; [ 34 108],[0.95890411 3.04109589] ; [ 34.04109589 107.95890411],0
b1,1,0.966983,0.001713,[2 2] ; [73 70],[2.04081633 1.95918367] ; [72.95918367 70.04081633],0
