Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000463,12.258387,[61 20] ; [29 33],[50.97902098 30.02097902] ; [39.02097902 22.97902098],1
d3,1,0.000479,12.194056,[52 28] ; [22 40],[41.69014085 38.30985915] ; [32.30985915 29.69014085],1
a6,1,0.000661,11.596022,[52 29] ; [22 40],[41.91608392 39.08391608] ; [32.08391608 29.91608392],1
d4,1,0.001742,9.803754,[61 20] ; [31 31],[52.11188811 28.88811189] ; [39.88811189 22.11188811],0
p10,1,0.008132,7.004141,[55 23] ; [29 31],[47.47826087 30.52173913] ; [36.52173913 23.47826087],0
r3,1,0.01467,5.955618,[67 13] ; [41 21],[60.84507042 19.15492958] ; [47.15492958 14.84507042],0
a5,1,0.040805,4.184111,[44 37] ; [23 39],[37.95104895 43.04895105] ; [29.04895105 32.95104895],0
a3,1,0.044364,4.042659,[47 34] ; [25 36],[41.07042254 39.92957746] ; [30.92957746 30.07042254],0
v1,1,0.054466,3.698361,[32 48] ; [15 46],[26.66666667 53.33333333] ; [20.33333333 40.66666667],0
r4,1,0.056475,3.637987,[47 34] ; [26 36],[41.34965035 39.65034965] ; [31.65034965 30.34965035],0
v4,1,0.065854,3.383463,[66 14] ; [43 19],[61.4084507 18.5915493] ; [47.5915493 14.4084507],0
b1,1,0.07471,3.176378,[31 50] ; [33 29],[36.25174825 44.74825175] ; [27.74825175 34.25174825],0
b5,1,0.079385,3.077442,[56 25] ; [34 28],[50.97902098 30.02097902] ; [39.02097902 22.97902098],0
p2,1,0.09566,2.776442,[55 25] ; [33 27],[50.28571429 29.71428571] ; [37.71428571 22.28571429],0
p6,1,0.106121,2.611061,[20 60] ; [ 8 50],[16.23188406 63.76811594] ; [11.76811594 46.23188406],0
v3,1,0.109502,2.561389,[22 57] ; [10 51],[18.05714286 60.94285714] ; [13.94285714 47.05714286],0
r2,1,0.127622,2.321191,[61 18] ; [40 21],[56.99285714 22.00714286] ; [44.00714286 16.99285714],0
p9,1,0.136037,2.222222,[60 20] ; [38 22],[56. 24.] ; [42. 18.],0
b3,1,0.142192,2.154079,[16 24] ; [ 9 28],[12.98701299 27.01298701] ; [12.01298701 24.98701299],0
b2,1,0.142192,2.154079,[16 24] ; [ 9 28],[12.98701299 27.01298701] ; [12.01298701 24.98701299],0
d1,1,0.147468,2.098244,[33 48] ; [18 44],[28.88811189 52.11188811] ; [22.11188811 39.88811189],0
u1,1,0.177719,1.816597,[ 5 76] ; [ 1 61],[ 3.3986014 77.6013986] ; [ 2.6013986 59.3986014],0
p3,1,0.183453,1.769425,[28 52] ; [15 46],[24.39716312 55.60283688] ; [18.60283688 42.39716312],0
p12,1,0.183732,1.767174,[ 5 76] ; [ 1 60],[ 3.42253521 77.57746479] ; [ 2.57746479 58.42253521],0
d2,1,0.209243,1.576658,[28 53] ; [27 33],[31.59574468 49.40425532] ; [23.40425532 36.59574468],0
s6,1,0.246975,1.340336,[33 46] ; [20 42],[29.69503546 49.30496454] ; [23.30496454 38.69503546],0
n6,1,0.247305,1.338464,[60 20] ; [41 21],[56.90140845 23.09859155] ; [44.09859155 17.90140845],0
a2,1,0.26255,1.25526,[ 8 73] ; [ 3 59],[ 6.23076923 74.76923077] ; [ 4.76923077 57.23076923],0
u2,1,0.263863,1.248373,[15 18] ; [12 25],[12.72857143 20.27142857] ; [14.27142857 22.72857143],0
u3,1,0.271484,1.209235,[13 20] ; [10 27],[10.84285714 22.15714286] ; [12.15714286 24.84285714],0
p11,1,0.273992,1.19665,[53 28] ; [35 27],[49.84615385 31.15384615] ; [38.15384615 23.84615385],0
s1,1,0.277438,1.1796,[ 4 76] ; [ 1 61],[ 2.81690141 77.18309859] ; [ 2.18309859 59.81690141],0
s4,1,0.416143,0.66118,[13 68] ; [ 7 55],[11.32867133 69.67132867] ; [ 8.67132867 53.32867133],0
s2,1,0.46947,0.523223,[24 57] ; [15 47],[22.09090909 58.90909091] ; [16.90909091 45.09090909],0
a8,1,0.480204,0.4984,[ 8 69] ; [ 4 54],[ 6.84444444 70.15555556] ; [ 5.15555556 52.84444444],0
n4,1,0.524208,0.405606,[50 31] ; [35 27],[48.14685315 32.85314685] ; [36.85314685 25.14685315],0
s3,1,0.553789,0.350572,[30 51] ; [19 40],[28.35 52.65] ; [20.65 38.35],0
p4,1,0.584925,0.298341,[32 49] ; [21 39],[30.44680851 50.55319149] ; [22.55319149 37.44680851],0
p5,1,0.690292,0.158769,[ 5 74] ; [ 5 57],[ 5.60283688 73.39716312] ; [ 4.39716312 57.60283688],0
p1,1,0.691625,0.157332,[ 8 72] ; [ 5 57],[ 7.32394366 72.67605634] ; [ 5.67605634 56.32394366],0
b4,1,0.703212,0.145152,[47 34] ; [34 28],[45.88111888 35.11888112] ; [35.11888112 26.88111888],0
p7,1,0.735184,0.114404,[33 45] ; [28 34],[33.98571429 44.01428571] ; [27.01428571 34.98571429],0
n3,1,0.798032,0.065482,[14  8] ; [15 10],[13.57446809  8.42553191] ; [15.42553191  9.57446809],0
n5,1,0.804651,0.061173,[50 30] ; [40 22],[50.70422535 29.29577465] ; [39.29577465 22.70422535],0
v2,1,0.84811,0.036684,[27 53] ; [19 40],[26.47482014 53.52517986] ; [19.52517986 39.47482014],0
a4,1,0.861799,0.030305,[25 56] ; [18 43],[24.52816901 56.47183099] ; [18.47183099 42.52816901],0
p8,1,0.878593,0.023333,[29 51] ; [21 39],[28.57142857 51.42857143] ; [21.42857143 38.57142857],0
a1,1,0.901771,0.015234,[ 7 74] ; [ 5 57],[ 6.7972028 74.2027972] ; [ 5.2027972 56.7972028],0
s5,1,0.950278,0.003888,[12 66] ; [ 9 51],[11.86956522 66.13043478] ; [ 9.13043478 50.86956522],0
n1,1,0.965802,0.001838,[ 6 15] ; [ 7 18],[ 5.93478261 15.06521739] ; [ 7.06521739 17.93478261],0
