Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,28.938452,[281  76] ; [89 71],[255.49323017 101.50676983] ; [114.50676983  45.49323017],1
p3,1,1e-06,24.694918,[243 114] ; [72 88],[217.51450677 139.48549323] ; [97.48549323 62.51450677],1
p11,1,2e-06,22.524285,[318  39] ; [116  44],[299.68665377  57.31334623] ; [134.31334623  25.68665377],1
p5,1,0.000135,14.570235,[ 66 291] ; [  9 150],[ 51.88953488 305.11046512] ; [ 23.11046512 135.88953488],1
p6,1,0.000138,14.524145,[193 160] ; [ 58 101],[173.05273438 179.94726562] ; [77.94726562 81.05273438],1
n5,1,0.001193,10.501921,[289  67] ; [107  50],[274.80701754  81.19298246] ; [121.19298246  35.80701754],0
p1,1,0.003509,8.521698,[ 42 313] ; [  6 154],[ 33.08737864 321.91262136] ; [ 14.91262136 145.08737864],0
p12,1,0.004108,8.235444,[ 38 318] ; [  5 155],[ 29.66666667 326.33333333] ; [ 13.33333333 146.66666667],0
p10,1,0.006049,7.53578,[318  38] ; [127  31],[308.21011673  47.78988327] ; [136.78988327  21.21011673],0
d1,1,0.009593,6.708962,[224 133] ; [81 79],[210.60928433 146.39071567] ; [94.39071567 65.60928433],0
r4,1,0.011829,6.336258,[334  23] ; [139  21],[326.61702128  30.38297872] ; [146.38297872  13.61702128],0
n4,1,0.01658,5.740303,[293  64] ; [115  43],[282.82718447  74.17281553] ; [125.17281553  32.82718447],0
v1,1,0.021649,5.273752,[214 137] ; [77 77],[202.25940594 148.74059406] ; [88.74059406 65.25940594],0
s8,1,0.022471,5.208967,[185 170] ; [66 94],[173.01941748 181.98058252] ; [77.98058252 82.01941748],0
n6,1,0.030818,4.663059,[314  40] ; [129  29],[306.29296875  47.70703125] ; [136.70703125  21.29296875],0
v3,1,0.035865,4.403498,[157 190] ; [ 55 101],[146.25049702 200.74950298] ; [65.74950298 90.25049702],0
p9,1,0.037799,4.314063,[320  35] ; [134  26],[312.95145631  42.04854369] ; [141.04854369  18.95145631],0
a2,1,0.045815,3.988371,[ 84 273] ; [ 51 109],[ 93.2205029 263.7794971] ; [ 41.7794971 118.2205029],0
r1,1,0.046681,3.95684,[301  53] ; [123  35],[293.15625  60.84375] ; [130.84375  27.15625],0
d5,1,0.058553,3.577912,[300  56] ; [123  36],[292.4038835  63.5961165] ; [130.5961165  28.4038835],0
s5,1,0.062717,3.464042,[142 201] ; [ 52 107],[132.55378486 210.44621514] ; [61.44621514 97.55378486],0
a5,1,0.088492,2.901586,[275  82] ; [112  48],[267.23210832  89.76789168] ; [119.76789168  40.23210832],0
v4,1,0.090668,2.86247,[345   8] ; [149   8],[341.9254902  11.0745098] ; [152.0745098   4.9254902],0
d4,1,0.099873,2.707575,[301  55] ; [125  34],[294.4776699  61.5223301] ; [131.5223301  27.4776699],0
s6,1,0.128327,2.312625,[248  96] ; [104  55],[240.73161034 103.26838966] ; [111.26838966  47.73161034],0
u1,1,0.168199,1.898926,[ 64 293] ; [ 37 123],[ 69.74274662 287.25725338] ; [ 31.25725338 128.74274662],0
n2,1,0.177362,1.819591,[46 12] ; [29 14],[43.06930693 14.93069307] ; [31.93069307 11.06930693],0
s7,1,0.181013,1.789284,[192 148] ; [77 77],[185.1417004 154.8582996] ; [83.8582996 70.1417004],0
a1,1,0.181391,1.786189,[ 24 333] ; [  6 154],[ 20.71566731 336.28433269] ; [  9.28433269 150.71566731],0
a6,1,0.208506,1.581768,[236 120] ; [115  45],[242.1627907 113.8372093] ; [108.8372093  51.1627907],0
r2,1,0.208762,1.579993,[334  17] ; [145  12],[330.96259843  20.03740157] ; [148.03740157   8.96259843],0
r3,1,0.209062,1.577911,[344  10] ; [151   8],[341.57894737  12.42105263] ; [153.42105263   5.57894737],0
a7,1,0.212742,1.552671,[263  93] ; [109  50],[257.14951456  98.85048544] ; [114.85048544  44.14951456],0
u2,1,0.276398,1.184714,[51 42] ; [26 14],[53.84210526 39.15789474] ; [23.15789474 16.84210526],0
s4,1,0.345297,0.890667,[ 65 286] ; [ 24 135],[ 61.25294118 289.74705882] ; [ 27.74705882 131.25294118],0
n1,1,0.346829,0.885026,[21 36] ; [12 31],[18.81 38.19] ; [14.19 28.81],0
u4,1,0.352542,0.864288,[  9 347] ; [  2 158],[  7.58914729 348.41085271] ; [  3.41085271 156.58914729],0
b5,1,0.398045,0.714225,[200 157] ; [96 64],[204.39458414 152.60541586] ; [91.60541586 68.39458414],0
s1,1,0.4029,0.699655,[  7 348] ; [  5 152],[  8.3203125 346.6796875] ; [  3.6796875 153.3203125],0
b4,1,0.472381,0.5164,[204 153] ; [86 74],[200.25145068 156.74854932] ; [89.74854932 70.25145068],0
a4,1,0.517884,0.418105,[157 199] ; [75 84],[160.37281553 195.62718447] ; [71.62718447 87.37281553],0
b1,1,0.592745,0.286078,[145 212] ; [61 99],[142.24758221 214.75241779] ; [63.75241779 96.24758221],0
d3,1,0.593184,0.285399,[259  98] ; [111  47],[256.48543689 100.51456311] ; [113.51456311  44.48543689],0
a8,1,0.656997,0.197191,[ 50 275] ; [ 24 117],[ 51.60944206 273.39055794] ; [ 22.39055794 118.60944206],0
d2,1,0.705088,0.143233,[176 181] ; [76 84],[174.01160542 182.98839458] ; [77.98839458 82.01160542],0
v2,1,0.727284,0.12162,[205 143] ; [87 65],[203.232 144.768] ; [88.768 63.232],0
n3,1,0.776408,0.080658,[44 13] ; [35  9],[44.58415842 12.41584158] ; [34.41584158  9.58415842],0
a3,1,0.851702,0.034949,[264  91] ; [117  42],[263.14202335  91.85797665] ; [117.85797665  41.14202335],0
u3,1,0.871574,0.026134,[49 43] ; [23 19],[49.43283582 42.56716418] ; [22.56716418 19.43283582],0
s2,1,0.904787,0.014308,[185 169] ; [84 75],[185.62573099 168.37426901] ; [83.37426901 75.62573099],0
s3,1,0.916972,0.010868,[208 144] ; [92 65],[207.46561886 144.53438114] ; [92.53438114 64.46561886],0
b2,1,0.970224,0.001393,[ 84 134] ; [41 66],[ 83.84615385 134.15384615] ; [41.15384615 65.84615385],0
b3,1,0.970224,0.001393,[ 84 134] ; [41 66],[ 83.84615385 134.15384615] ; [41.15384615 65.84615385],0
