Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.005854,7.594697,[14  4] ; [24 35],[8.88311688 9.11688312] ; [29.11688312 29.88311688],0
r4,1,0.018269,5.570137,[18  2] ; [39 24],[13.73493976  6.26506024] ; [43.26506024 19.73493976],0
r1,1,0.024372,5.067952,[18  2] ; [40 23],[13.97590361  6.02409639] ; [44.02409639 18.97590361],0
p1,1,0.079068,3.083955,[ 2 18] ; [ 1 62],[ 0.72289157 19.27710843] ; [ 2.27710843 60.72289157],0
a5,1,0.095647,2.77667,[15  5] ; [34 29],[11.80722892  8.19277108] ; [37.19277108 25.80722892],0
p3,1,0.120399,2.412122,[12  7] ; [27 36],[9.03658537 9.96341463] ; [29.96341463 33.03658537],0
n4,1,0.139353,2.185094,[13  7] ; [29 34],[10.12048193  9.87951807] ; [31.87951807 31.12048193],0
p10,1,0.16971,1.885507,[15  4] ; [39 24],[12.51219512  6.48780488] ; [41.48780488 21.51219512],0
s6,1,0.182281,1.778924,[ 9 11] ; [39 24],[11.56626506  8.43373494] ; [36.43373494 26.56626506],0
a7,1,0.190039,1.717316,[15  5] ; [37 26],[12.53012048  7.46987952] ; [39.46987952 23.53012048],0
p8,1,0.197063,1.664007,[13  6] ; [32 30],[10.55555556  8.44444444] ; [34.44444444 27.55555556],0
d1,1,0.228499,1.45018,[11  9] ; [25 38],[ 8.6746988 11.3253012] ; [27.3253012 35.6746988],0
d5,1,0.31276,1.018985,[16  4] ; [43 20],[14.21686747  5.78313253] ; [44.78313253 18.21686747],0
p4,1,0.318402,0.995499,[13  6] ; [35 28],[11.12195122  7.87804878] ; [36.87804878 26.12195122],0
a3,1,0.344058,0.895252,[11  9] ; [42 21],[12.77108434  7.22891566] ; [40.22891566 22.77108434],0
a2,1,0.346505,0.886217,[ 2 18] ; [12 51],[ 3.37349398 16.62650602] ; [10.62650602 52.37349398],0
p12,1,0.362589,0.828906,[ 1 18] ; [ 1 62],[ 0.46341463 18.53658537] ; [ 1.53658537 61.46341463],0
r2,1,0.370656,0.801464,[17  3] ; [46 15],[15.55555556  4.44444444] ; [47.44444444 13.55555556],0
d3,1,0.407768,0.685299,[14  6] ; [37 25],[12.43902439  7.56097561] ; [38.56097561 23.43902439],0
p9,1,0.409335,0.680731,[15  5] ; [41 22],[13.4939759  6.5060241] ; [42.5060241 20.4939759],0
b1,1,0.413092,0.669883,[12  8] ; [44 19],[13.4939759  6.5060241] ; [42.5060241 20.4939759],0
a8,1,0.431503,0.618774,[ 1 17] ; [ 7 51],[ 1.89473684 16.10526316] ; [ 6.10526316 51.89473684],0
s5,1,0.467115,0.528793,[ 3 17] ; [14 48],[ 4.14634146 15.85365854] ; [12.85365854 49.14634146],0
n5,1,0.522209,0.409528,[11  9] ; [29 33],[ 9.75609756 10.24390244] ; [30.24390244 31.75609756],0
b4,1,0.551285,0.355021,[12  8] ; [33 30],[10.84337349  9.15662651] ; [34.15662651 28.84337349],0
s8,1,0.585891,0.296807,[ 8 12] ; [21 42],[ 6.98795181 13.01204819] ; [22.01204819 40.98795181],0
p5,1,0.596205,0.280758,[ 2 18] ; [ 4 58],[ 1.46341463 18.53658537] ; [ 4.53658537 57.46341463],0
d4,1,0.629469,0.232782,[15  5] ; [43 19],[14.14634146  5.85365854] ; [43.85365854 18.14634146],0
n3,1,0.656005,0.198413,[4 1] ; [14  6],[3.6 1.4] ; [14.4  5.6],0
b5,1,0.680383,0.169696,[12  8] ; [41 22],[12.77108434  7.22891566] ; [40.22891566 22.77108434],0
s2,1,0.70778,0.140505,[ 7 13] ; [25 38],[ 7.71084337 12.28915663] ; [24.28915663 38.71084337],0
s7,1,0.723891,0.124795,[ 6 12] ; [22 36],[ 6.63157895 11.36842105] ; [21.36842105 36.63157895],0
p2,1,0.726318,0.122519,[16  3] ; [50 12],[15.48148148  3.51851852] ; [50.51851852 11.48148148],0
n1,1,0.771671,0.084211,[1 4] ; [ 5 14],[1.25 3.75] ; [ 4.75 14.25],0
u1,1,0.77234,0.083703,[ 2 18] ; [ 5 58],[ 1.68674699 18.31325301] ; [ 5.31325301 57.68674699],0
a4,1,0.78161,0.076852,[ 6 14] ; [21 42],[ 6.5060241 13.4939759] ; [20.4939759 42.5060241],0
