Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.5e-05,18.771418,[2 4] ; [57  4],[5.28358209 0.71641791] ; [53.71641791  7.28358209],1
s6,1,0.000258,13.353878,[2 4] ; [53  6],[5.07692308 0.92307692] ; [49.92307692  9.07692308],1
r1,1,0.006393,7.435996,[2 4] ; [50 11],[4.65671642 1.34328358] ; [47.34328358 13.65671642],0
b4,1,0.018992,5.502279,[1 5] ; [40 21],[3.67164179 2.32835821] ; [37.32835821 23.67164179],0
p3,1,0.029122,4.760366,[2 4] ; [46 15],[4.29850746 1.70149254] ; [43.70149254 17.29850746],0
p7,1,0.073965,3.192752,[3 2] ; [54  7],[4.31818182 0.68181818] ; [52.68181818  8.31818182],0
v1,1,0.086768,2.933333,[1 5] ; [32 28],[3. 3.] ; [30. 30.],0
p11,1,0.115792,2.473331,[3 3] ; [48 13],[4.56716418 1.43283582] ; [46.43283582 14.56716418],0
s5,1,0.164396,1.933314,[2 3] ; [38 16],[3.38983051 1.61016949] ; [36.61016949 17.38983051],0
r2,1,0.174211,1.846325,[4 1] ; [58  3],[4.6969697 0.3030303] ; [57.3030303  3.6969697],0
s1,1,0.246476,1.343167,[1 5] ; [ 3 58],[0.35820896 5.64179104] ; [ 3.64179104 57.35820896],0
s3,1,0.258323,1.277721,[3 3] ; [44 17],[4.20895522 1.79104478] ; [42.79104478 18.20895522],0
d5,1,0.312871,1.018519,[4 2] ; [50 10],[4.90909091 1.09090909] ; [49.09090909 10.90909091],0
a3,1,0.348105,0.880353,[3 3] ; [42 19],[4.02985075 1.97014925] ; [40.97014925 20.02985075],0
a6,1,0.396817,0.71795,[3 3] ; [41 20],[3.94029851 2.05970149] ; [40.05970149 20.94029851],0
a7,1,0.403318,0.698413,[5 1] ; [40 20],[4.09090909 1.90909091] ; [40.90909091 19.09090909],0
b2,1,0.452193,0.565149,[1 4] ; [13 22],[1.75 3.25] ; [12.25 22.75],0
b3,1,0.452193,0.565149,[1 4] ; [13 22],[1.75 3.25] ; [12.25 22.75],0
n5,1,0.45953,0.547038,[5 1] ; [42 19],[4.20895522 1.79104478] ; [42.79104478 18.20895522],0
v2,1,0.459826,0.546318,[2 4] ; [29 30],[2.86153846 3.13846154] ; [28.13846154 30.86153846],0
p9,1,0.488124,0.480658,[5 1] ; [56  5],[5.46268657 0.53731343] ; [55.53731343  5.46268657],0
v3,1,0.526415,0.401307,[1 5] ; [17 42],[1.66153846 4.33846154] ; [16.33846154 42.66153846],0
a2,1,0.55474,0.348893,[1 5] ; [17 44],[1.6119403 4.3880597] ; [16.3880597 44.6119403],0
s8,1,0.555392,0.347746,[3 3] ; [38 23],[3.67164179 2.32835821] ; [37.32835821 23.67164179],0
d4,1,0.601719,0.272411,[5 1] ; [55  6],[5.37313433 0.62686567] ; [54.62686567  6.37313433],0
u1,1,0.607507,0.263822,[1 5] ; [16 45],[1.52238806 4.47761194] ; [15.47761194 45.52238806],0
s2,1,0.638634,0.220534,[4 2] ; [46 15],[4.47761194 1.52238806] ; [45.52238806 15.47761194],0
n6,1,0.649723,0.20625,[5 1] ; [45 15],[4.54545455 1.45454545] ; [45.45454545 14.54545455],0
u2,1,0.650041,0.205848,[2 1] ; [10  9],[1.63636364 1.36363636] ; [10.36363636  8.63636364],0
p8,1,0.664027,0.188669,[5 1] ; [46 15],[4.56716418 1.43283582] ; [46.43283582 14.56716418],0
a5,1,0.664027,0.188669,[5 1] ; [46 15],[4.56716418 1.43283582] ; [46.43283582 14.56716418],0
d2,1,0.669185,0.182557,[3 3] ; [36 25],[3.49253731 2.50746269] ; [35.50746269 25.49253731],0
d1,1,0.707978,0.140305,[4 2] ; [45 16],[4.3880597 1.6119403] ; [44.6119403 16.3880597],0
p10,1,0.708271,0.14001,[5 1] ; [54  7],[5.28358209 0.71641791] ; [53.71641791  7.28358209],0
s7,1,0.726637,0.122222,[4 2] ; [44 16],[4.36363636 1.63636364] ; [43.63636364 16.36363636],0
b1,1,0.727846,0.121099,[3 3] ; [26 35],[2.59701493 3.40298507] ; [26.40298507 34.59701493],0
p4,1,0.807659,0.059267,[5 1] ; [53  8],[5.19402985 0.80597015] ; [52.80597015  8.19402985],0
b5,1,0.832683,0.044632,[4 2] ; [38 23],[3.76119403 2.23880597] ; [38.23880597 22.76119403],0
a4,1,0.847654,0.036907,[3 3] ; [33 28],[3.2238806 2.7761194] ; [32.7761194 28.2238806],0
u3,1,0.906537,0.013784,[2 1] ; [12  7],[1.90909091 1.09090909] ; [12.09090909  6.90909091],0
n4,1,0.978303,0.00074,[4 2] ; [41 20],[4.02985075 1.97014925] ; [40.97014925 20.02985075],0
n1,1,1.0,0.0,[1 1] ; [6 6],[1. 1.] ; [6. 6.],0
