Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,131.899113,[  3 112] ; [220 121],[56.23903509 58.76096491] ; [166.76096491 174.23903509],1
p7,1,0.247822,1.335543,[56 57] ; [187 148],[61.29241071 51.70758929] ; [181.70758929 153.29241071],0
p2,1,0.274681,1.193222,[82 33] ; [259  80],[86.37665198 28.62334802] ; [254.62334802  84.37665198],0
p4,1,0.299779,1.075176,[48 67] ; [159 177],[52.7827051 62.2172949] ; [154.2172949 181.7827051],0
b1,1,0.306763,1.04456,[49 66] ; [127 214],[44.38596491 70.61403509] ; [131.61403509 209.38596491],0
s8,1,0.347202,0.883658,[21 94] ; [ 76 263],[24.57048458 90.42951542] ; [ 72.42951542 266.57048458],0
a1,1,0.418613,0.654206,[  6 109] ; [ 12 329],[  4.53947368 110.46052632] ; [ 13.46052632 327.53947368],0
u3,1,0.426884,0.631285,[27 37] ; [49 52],[29.47878788 34.52121212] ; [46.52121212 54.47878788],0
p8,1,0.518825,0.416228,[48 65] ; [154 181],[50.95089286 62.04910714] ; [151.04910714 183.95089286],0
u2,1,0.52197,0.41,[30 34] ; [52 48],[32. 32.] ; [50. 50.],0
v1,1,0.574018,0.316006,[47 64] ; [153 184],[49.55357143 61.44642857] ; [150.44642857 186.55357143],0
b3,1,0.584566,0.29891,[21 44] ; [ 71 126],[22.82442748 42.17557252] ; [ 69.17557252 127.82442748],0
b2,1,0.584566,0.29891,[21 44] ; [ 71 126],[22.82442748 42.17557252] ; [ 69.17557252 127.82442748],0
a8,1,0.610429,0.25955,[10 97] ; [ 34 272],[11.39951574 95.60048426] ; [ 32.60048426 273.39951574],0
s3,1,0.648736,0.207498,[28 85] ; [ 76 259],[26.23214286 86.76785714] ; [ 77.76785714 257.23214286],0
p12,1,0.658197,0.195722,[  4 111] ; [  9 327],[  3.31485588 111.68514412] ; [  9.68514412 326.31485588],0
n1,1,0.66654,0.185676,[15 24] ; [30 57],[13.92857143 25.07142857] ; [31.07142857 55.92857143],0
s4,1,0.684292,0.165334,[ 11 104] ; [ 37 302],[ 12.15859031 102.84140969] ; [ 35.84140969 303.15859031],0
n3,1,0.757205,0.095575,[26 11] ; [58 28],[25.26829268 11.73170732] ; [58.73170732 27.26829268],0
b5,1,0.767826,0.087155,[67 48] ; [204 137],[68.34429825 46.65570175] ; [202.65570175 138.34429825],0
n2,1,0.836082,0.042811,[26 13] ; [57 31],[25.48818898 13.51181102] ; [57.51181102 30.48818898],0
p3,1,0.853456,0.034118,[44 71] ; [133 206],[44.83480176 70.16519824] ; [132.16519824 206.83480176],0
n4,1,0.97177,0.001252,[80 34] ; [238 102],[79.85022026 34.14977974] ; [238.14977974 101.85022026],0
