Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,177.908559,[  7 104] ; [390 138],[68.96244131 42.03755869] ; [328.03755869 199.96244131],1
a7,1,0.012954,6.175356,[68 42] ; [387 139],[78.69496855 31.30503145] ; [376.30503145 149.69496855],0
s1,1,0.020563,5.363413,[ 8 99] ; [ 15 508],[  3.90634921 103.09365079] ; [ 19.09365079 503.90634921],0
p7,1,0.023493,5.131682,[60 48] ; [345 170],[70.20866774 37.79133226] ; [334.79133226 180.20866774],0
p10,1,0.026346,4.933182,[83 24] ; [451  73],[90.55150555 16.44849445] ; [443.44849445  80.55150555],0
v2,1,0.026764,4.905959,[51 54] ; [308 203],[61.19318182 43.80681818] ; [297.80681818 213.19318182],0
a8,1,0.058431,3.581372,[10 93] ; [ 81 389],[16.35776614 86.64223386] ; [ 74.64223386 395.35776614],0
s2,1,0.065998,3.379859,[48 59] ; [285 237],[56.64705882 50.35294118] ; [276.35294118 245.64705882],0
v1,1,0.089856,2.876952,[53 55] ; [298 216],[60.94533762 47.05466238] ; [290.05466238 223.94533762],0
v3,1,0.092418,2.831742,[40 69] ; [233 279],[47.9178744 61.0821256] ; [225.0821256 286.9178744],0
s7,1,0.092587,2.828818,[48 55] ; [280 223],[55.74917492 47.25082508] ; [272.25082508 230.74917492],0
a6,1,0.128119,2.315146,[68 42] ; [365 162],[74.77237049 35.22762951] ; [358.22762951 168.77237049],0
b1,1,0.128227,2.313835,[50 61] ; [197 331],[42.90610329 68.09389671] ; [204.09389671 323.90610329],0
v4,1,0.171643,1.868539,[103   8] ; [504  22],[105.77237049   5.22762951] ; [501.22762951  24.77237049],0
s5,1,0.173113,1.855781,[31 74] ; [184 320],[37.06896552 67.93103448] ; [177.93103448 326.06896552],0
a1,1,0.176385,1.82782,[  3 108] ; [ 31 497],[  5.90610329 105.09389671] ; [ 28.09389671 499.90610329],0
n5,1,0.181403,1.786091,[95 16] ; [473  53],[98.97645212 12.02354788] ; [469.02354788  56.97645212],0
u4,1,0.233526,1.419258,[  1 110] ; [ 15 512],[  2.78369906 108.21630094] ; [ 13.21630094 513.78369906],0
u3,1,0.281984,1.157505,[26 30] ; [64 52],[29.30232558 26.69767442] ; [60.69767442 55.30232558],0
p12,1,0.318929,0.993332,[13 95] ; [ 47 478],[10.23696682 97.76303318] ; [ 49.76303318 475.23696682],0
u2,1,0.450399,0.569649,[26 29] ; [62 54],[28.30409357 26.69590643] ; [59.69590643 56.30409357],0
n3,1,0.495287,0.465021,[16  6] ; [77 20],[17.19327731  4.80672269] ; [75.80672269 21.19327731],0
p11,1,0.516427,0.421022,[89 22] ; [437  91],[91.37089202 19.62910798] ; [434.62910798  93.37089202],0
p6,1,0.574696,0.314888,[42 66] ; [217 302],[44.61244019 63.38755981] ; [214.38755981 304.61244019],0
s4,1,0.618795,0.247564,[18 92] ; [ 75 442],[16.31578947 93.68421053] ; [ 76.68421053 440.31578947],0
p5,1,0.66264,0.190333,[17 91] ; [ 74 450],[15.55063291 92.44936709] ; [ 75.44936709 448.55063291],0
b5,1,0.669116,0.182638,[64 47] ; [316 212],[66.00938967 44.99061033] ; [313.99061033 214.00938967],0
s3,1,0.776485,0.080601,[59 46] ; [300 220],[60.312 44.688] ; [298.688 221.312],0
p8,1,0.870228,0.02669,[60 47] ; [286 232],[59.2352 47.7648] ; [286.7648 231.2352],0
b4,1,0.884366,0.021152,[66 45] ; [310 218],[65.31455399 45.68544601] ; [310.68544601 217.31455399],0
n1,1,0.97434,0.001035,[10 12] ; [44 52],[10.06779661 11.93220339] ; [43.93220339 52.06779661],0
n2,1,0.975343,0.000955,[17  6] ; [72 25],[17.05833333  5.94166667] ; [71.94166667 25.05833333],0
b2,1,0.994935,4e-05,[29 44] ; [136 206],[29.02409639 43.97590361] ; [135.97590361 206.02409639],0
b3,1,0.994935,4e-05,[29 44] ; [136 206],[29.02409639 43.97590361] ; [135.97590361 206.02409639],0
