Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,36.118361,[ 22 320] ; [21 47],[ 35.86829268 306.13170732] ; [ 7.13170732 60.86829268],1
p12,1,0.0,33.343285,[ 22 320] ; [20 47],[ 35.1198044 306.8801956] ; [ 6.8801956 60.1198044],1
p8,1,2e-06,23.122188,[176 161] ; [57 11],[193.87901235 143.12098765] ; [39.12098765 28.87901235],1
p3,1,7e-06,20.089322,[180 163] ; [55 12],[196.59756098 146.40243902] ; [38.40243902 28.59756098],1
p4,1,8.9e-05,15.355168,[218 125] ; [59  8],[231.73414634 111.26585366] ; [45.26585366 21.73414634],1
p6,1,0.00022,13.648531,[147 192] ; [45 21],[160.71111111 178.28888889] ; [31.28888889 34.71111111],1
b5,1,0.000299,13.073907,[213 131] ; [26 42],[199.55339806 144.44660194] ; [39.44660194 28.55339806],1
a1,1,0.000622,11.708133,[ 14 330] ; [10 58],[ 20.03883495 323.96116505] ; [ 3.96116505 64.03883495],1
s5,1,0.003443,8.556536,[141 190] ; [40 24],[151.67341772 179.32658228] ; [29.32658228 34.67341772],0
s1,1,0.004189,8.200144,[ 12 327] ; [ 8 60],[ 16.65847666 322.34152334] ; [ 3.34152334 64.65847666],0
n5,1,0.009364,6.752133,[271  71] ; [63  5],[278.60487805  63.39512195] ; [55.39512195 12.60487805],0
p7,1,0.015808,5.824132,[227 106] ; [54 11],[235.1080402  97.8919598] ; [45.8919598 19.1080402],0
v3,1,0.024813,5.036918,[147 187] ; [39 27],[155.31 178.69] ; [30.69 35.31],0
a2,1,0.025261,5.005929,[107 237] ; [12 56],[ 99.3592233 244.6407767] ; [19.6407767 48.3592233],0
v1,1,0.029246,4.753088,[186 151] ; [46 20],[194.00496278 142.99503722] ; [37.99503722 28.00496278],0
n4,1,0.031685,4.615448,[281  61] ; [63  5],[286.94634146  55.05365854] ; [57.05365854 10.94634146],0
s4,1,0.07038,3.274139,[ 79 263] ; [ 9 59],[ 73.40487805 268.59512195] ; [14.59512195 53.40487805],0
s8,1,0.073215,3.209425,[233 109] ; [53 14],[239.14914425 102.85085575] ; [46.85085575 20.14914425],0
u4,1,0.073683,3.199004,[ 10 334] ; [ 5 63],[ 12.52427184 331.47572816] ; [ 2.47572816 65.52427184],0
r3,1,0.106379,2.607202,[332  11] ; [63  5],[329.64720195  13.35279805] ; [65.35279805  2.64720195],0
n6,1,0.121214,2.401562,[299  43] ; [63  4],[302.6992665  39.3007335] ; [59.3007335  7.6992665],0
n3,1,0.148713,2.085405,[54 22] ; [9 8],[51.48387097 24.51612903] ; [11.51612903  5.48387097],0
p11,1,0.15634,2.009277,[267  77] ; [58 10],[271.3592233  72.6407767] ; [53.6407767 14.3592233],0
p9,1,0.170689,1.876878,[301  39] ; [64  4],[304.16666667  35.83333333] ; [60.83333333  7.16666667],0
u1,1,0.203214,1.619125,[ 91 253] ; [13 55],[ 86.83495146 257.16504854] ; [17.16504854 50.83495146],0
s6,1,0.212862,1.551851,[284  56] ; [60  7],[287.37100737  52.62899263] ; [56.62899263 10.37100737],0
a6,1,0.269677,1.218389,[233 109] ; [41 26],[229.11491443 112.88508557] ; [44.88508557 22.11491443],0
p10,1,0.306967,1.043679,[289  52] ; [60  7],[291.68872549  49.31127451] ; [57.31127451  9.68872549],0
n1,1,0.365281,0.819654,[35 40] ; [10  7],[36.68478261 38.31521739] ; [8.31521739 8.68478261],0
s3,1,0.370009,0.803633,[252  89] ; [53 14],[254.91421569  86.08578431] ; [50.08578431 16.91421569],0
b2,1,0.375582,0.785114,[ 94 138] ; [25 28],[ 96.87017544 135.12982456] ; [22.12982456 30.87017544],0
b3,1,0.375582,0.785114,[ 94 138] ; [25 28],[ 96.87017544 135.12982456] ; [22.12982456 30.87017544],0
p2,1,0.412959,0.670267,[295  48] ; [61  7],[297.09975669  45.90024331] ; [58.90024331  9.09975669],0
r2,1,0.442685,0.589312,[330  11] ; [66  1],[330.97058824  10.02941176] ; [65.02941176  1.97058824],0
d1,1,0.446958,0.578354,[216 128] ; [46 22],[218.75728155 125.24271845] ; [43.24271845 24.75728155],0
v2,1,0.45248,0.564433,[205 131] ; [37 29],[202.26865672 133.73134328] ; [39.73134328 26.26865672],0
d2,1,0.484631,0.488423,[190 153] ; [34 33],[187.39512195 155.60487805] ; [36.60487805 30.39512195],0
d5,1,0.504342,0.445788,[287  55] ; [54 13],[285.1393643  56.8606357] ; [55.8606357 11.1393643],0
