Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,29.008989,[128  27] ; [27 32],[112.26635514  42.73364486] ; [42.73364486 16.26635514],1
p7,1,0.0,25.82381,[92 62] ; [13 48],[75.20930233 78.79069767] ; [29.79069767 31.20930233],1
p10,1,8e-06,19.912925,[120  35] ; [27 32],[106.47196262  48.52803738] ; [40.52803738 18.47196262],1
v4,1,5.6e-05,16.22925,[144  13] ; [43 18],[134.67431193  22.32568807] ; [52.32568807  8.67431193],1
p4,1,6.6e-05,15.919124,[83 74] ; [14 47],[69.85779817 87.14220183] ; [27.14220183 33.85779817],1
p8,1,0.000191,13.914386,[77 76] ; [14 48],[64.75813953 88.24186047] ; [26.24186047 35.75813953],1
p11,1,0.000214,13.705846,[119  38] ; [31 31],[107.53424658  49.46575342] ; [42.46575342 19.53424658],1
d5,1,0.000565,11.887317,[98 58] ; [23 39],[86.58715596 69.41284404] ; [34.41284404 27.58715596],1
a7,1,0.001001,10.825434,[109  47] ; [28 33],[98.48847926 57.51152074] ; [38.51152074 22.48847926],0
r3,1,0.001162,10.54925,[140  16] ; [44 17],[132.2764977  23.7235023] ; [51.7235023  9.2764977],0
r4,1,0.002448,9.179393,[125  32] ; [37 25],[116.1369863  40.8630137] ; [45.8630137 16.1369863],0
d3,1,0.004504,8.068555,[67 88] ; [14 48],[57.85714286 97.14285714] ; [23.14285714 38.85714286],0
v1,1,0.004687,7.99647,[76 79] ; [17 44],[66.73611111 88.26388889] ; [26.26388889 34.73611111],0
p6,1,0.005308,7.771418,[ 52 102] ; [ 9 52],[ 43.69302326 110.30697674] ; [17.30697674 43.69302326],0
s7,1,0.005494,7.709306,[ 45 103] ; [ 7 52],[ 37.17874396 110.82125604] ; [14.82125604 44.17874396],0
p3,1,0.006756,7.336658,[69 88] ; [15 47],[60.21917808 96.78082192] ; [23.78082192 38.21917808],0
s1,1,0.008586,6.906999,[  3 153] ; [ 6 55],[  6.47004608 149.52995392] ; [ 2.52995392 58.47004608],0
r1,1,0.038397,4.287345,[106  51] ; [32 29],[99.3853211 57.6146789] ; [38.6146789 22.3853211],0
d2,1,0.044829,4.025061,[ 19 138] ; [14 47],[ 23.76605505 133.23394495] ; [ 9.23394495 51.76605505],0
b2,1,0.052517,3.759209,[28 58] ; [18 17],[32.69421488 53.30578512] ; [13.30578512 21.69421488],0
b3,1,0.052517,3.759209,[28 58] ; [18 17],[32.69421488 53.30578512] ; [13.30578512 21.69421488],0
v2,1,0.067745,3.336831,[71 81] ; [19 39],[65.14285714 86.85714286] ; [24.85714286 33.14285714],0
n6,1,0.069585,3.29278,[121  35] ; [40 21],[115.74193548  40.25806452] ; [45.25806452 15.74193548],0
a3,1,0.074764,3.175198,[88 69] ; [26 35],[82.10091743 74.89908257] ; [31.89908257 29.10091743],0
s5,1,0.114552,2.490276,[ 34 121] ; [ 7 50],[ 29.97641509 125.02358491] ; [11.02358491 45.97641509],0
n2,1,0.144446,2.129946,[29 18] ; [16  4],[31.56716418 15.43283582] ; [13.43283582  6.56716418],0
v3,1,0.15571,2.015401,[ 41 112] ; [22 38],[ 45.25352113 107.74647887] ; [17.74647887 42.25352113],0
d4,1,0.157913,1.994099,[90 67] ; [29 33],[85.31050228 71.68949772] ; [33.68949772 28.31050228],0
r2,1,0.187401,1.737936,[132  24] ; [47 14],[128.68202765  27.31797235] ; [50.31797235 10.68202765],0
a1,1,0.211762,1.559339,[  8 149] ; [ 6 56],[ 10.03652968 146.96347032] ; [ 3.96347032 58.03652968],0
a5,1,0.231206,1.433425,[90 67] ; [30 32],[86.02739726 70.97260274] ; [33.97260274 28.02739726],0
s6,1,0.233364,1.420237,[65 89] ; [20 40],[61.1682243 92.8317757] ; [23.8317757 36.1682243],0
b5,1,0.2454,1.349303,[97 60] ; [33 29],[93.19634703 63.80365297] ; [36.80365297 25.19634703],0
p5,1,0.260651,1.265295,[ 18 138] ; [ 4 58],[ 15.74311927 140.25688073] ; [ 6.25688073 55.74311927],0
u2,1,0.266708,1.2336,[38 30] ; [16 20],[35.30769231 32.69230769] ; [18.69230769 17.30769231],0
s2,1,0.283008,1.152588,[ 21 135] ; [ 5 56],[ 18.69124424 137.30875576] ; [ 7.30875576 53.69124424],0
p1,1,0.304941,1.05246,[ 11 145] ; [ 7 55],[ 12.88073394 143.11926606] ; [ 5.11926606 56.88073394],0
a4,1,0.326482,0.962802,[ 43 114] ; [13 49],[ 40.14611872 116.85388128] ; [15.85388128 46.14611872],0
n4,1,0.363617,0.825361,[103  54] ; [36 25],[100.10550459  56.89449541] ; [38.89449541 22.10550459],0
a8,1,0.40807,0.684416,[ 18 128] ; [ 5 55],[ 16.30097087 129.69902913] ; [ 6.69902913 53.30097087],0
s8,1,0.429034,0.625438,[ 33 123] ; [10 51],[ 30.9124424 125.0875576] ; [12.0875576 48.9124424],0
a6,1,0.469249,0.523743,[92 65] ; [33 29],[89.61187215 67.38812785] ; [35.38812785 26.61187215],0
n5,1,0.471132,0.51932,[107  48] ; [39 22],[104.76851852  50.23148148] ; [41.23148148 19.76851852],0
b1,1,0.524063,0.405891,[66 91] ; [29 33],[68.10502283 88.89497717] ; [26.89497717 35.10502283],0
b4,1,0.610927,0.258827,[87 70] ; [32 30],[85.31050228 71.68949772] ; [33.68949772 28.31050228],0
n1,1,0.652675,0.202544,[17 30] ; [ 8 11],[17.8030303 29.1969697] ; [ 7.1969697 11.8030303],0
a2,1,0.665833,0.186515,[ 10 147] ; [ 3 59],[  9.3196347 147.6803653] ; [ 3.6803653 58.3196347],0
n3,1,0.700631,0.147816,[32 15] ; [12  7],[31.33333333 15.66666667] ; [12.66666667  6.33333333],0
s4,1,0.779107,0.078671,[ 18 138] ; [ 8 54],[ 18.60550459 137.39449541] ; [ 7.39449541 54.60550459],0
p12,1,0.922044,0.009576,[  8 147] ; [ 3 59],[  7.85714286 147.14285714] ; [ 3.14285714 58.85714286],0
u3,1,0.987329,0.000252,[32 36] ; [17 19],[32.03846154 35.96153846] ; [16.96153846 19.03846154],0
u1,1,0.987574,0.000243,[  5 152] ; [ 2 60],[  5.01826484 151.98173516] ; [ 1.98173516 60.01826484],0
