Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2e-05,18.195229,[38 50] ; [25  3],[47.79310345 40.20689655] ; [15.20689655 12.79310345],1
s2,1,0.00029,13.130777,[26 62] ; [19  9],[34.13793103 53.86206897] ; [10.86206897 17.13793103],1
p12,1,0.000494,12.139129,[ 2 86] ; [ 6 22],[ 6.06896552 81.93103448] ; [ 1.93103448 26.06896552],1
s8,1,0.000717,11.445494,[19 69] ; [15 12],[26.0173913 61.9826087] ; [ 7.9826087 19.0173913],1
p6,1,0.001824,9.718614,[11 76] ; [11 17],[16.64347826 70.35652174] ; [ 5.35652174 22.64347826],0
s4,1,0.004213,8.189655,[ 9 78] ; [ 9 18],[13.73684211 73.26315789] ; [ 4.26315789 22.73684211],0
s7,1,0.005761,7.623529,[24 57] ; [16 11],[30. 51.] ; [10. 17.],0
p5,1,0.006415,7.429811,[ 4 82] ; [ 6 22],[ 7.54385965 78.45614035] ; [ 2.45614035 25.54385965],0
p10,1,0.010772,6.502489,[47 40] ; [22  5],[52.65789474 34.34210526] ; [16.34210526 10.65789474],0
p4,1,0.01951,5.455249,[20 68] ; [12 14],[24.70175439 63.29824561] ; [ 7.29824561 18.70175439],0
n6,1,0.024774,5.039634,[58 29] ; [24  3],[62.57894737 24.42105263] ; [19.42105263  7.57894737],0
a5,1,0.027847,4.837518,[56 32] ; [24  4],[60.68965517 27.31034483] ; [19.31034483  8.68965517],0
v1,1,0.028256,4.812379,[26 59] ; [15 13],[30.84070796 54.15929204] ; [10.15929204 17.84070796],0
p9,1,0.052125,3.77176,[49 37] ; [21  6],[53.27433628 32.72566372] ; [16.72566372 10.27433628],0
r4,1,0.056678,3.632031,[63 25] ; [25  3],[66.75862069 21.24137931] ; [21.24137931  6.75862069],0
s3,1,0.064903,3.407443,[34 53] ; [16 11],[38.15789474 48.84210526] ; [11.84210526 15.15789474],0
p1,1,0.082467,3.015596,[ 6 82] ; [ 5 23],[ 8.34482759 79.65517241] ; [ 2.65517241 25.34482759],0
u2,1,0.094594,2.794402,[19 11] ; [2 5],[17.02702703 12.97297297] ; [3.97297297 3.02702703],0
d3,1,0.094675,2.793038,[56 31] ; [22  5],[59.52631579 27.47368421] ; [18.47368421  8.52631579],0
r3,1,0.104339,2.637933,[70 18] ; [26  2],[72.82758621 15.17241379] ; [23.17241379  4.82758621],0
r2,1,0.105963,2.613424,[73 13] ; [27  1],[75.43859649 10.56140351] ; [24.56140351  3.43859649],0
v2,1,0.113275,2.507927,[41 45] ; [17  9],[44.53571429 41.46428571] ; [13.46428571 12.53571429],0
r1,1,0.126354,2.33674,[59 29] ; [23  5],[62.20689655 25.79310345] ; [19.79310345  8.20689655],0
v4,1,0.129459,2.298976,[71 17] ; [26  2],[73.5862069 14.4137931] ; [23.4137931  4.5862069],0
p8,1,0.141414,2.162507,[19 68] ; [10 18],[21.93913043 65.06086957] ; [ 7.06086957 20.93913043],0
v3,1,0.177988,1.814346,[30 55] ; [13 13],[32.92792793 52.07207207] ; [10.07207207 15.92792793],0
b4,1,0.196312,1.6696,[59 29] ; [15 13],[56.13793103 31.86206897] ; [17.86206897 10.13793103],0
s1,1,0.274417,1.194536,[ 9 79] ; [ 1 27],[ 7.5862069 80.4137931] ; [ 2.4137931 25.5862069],0
a3,1,0.451395,0.567147,[58 28] ; [21  7],[59.59649123 26.40350877] ; [19.40350877  8.59649123],0
p7,1,0.465022,0.53378,[27 58] ; [11 17],[28.5840708 56.4159292] ; [ 9.4159292 18.5840708],0
n2,1,0.545895,0.364724,[19 13] ; [7 3],[19.80952381 12.19047619] ; [6.19047619 3.80952381],0
a8,1,0.606071,0.265936,[10 73] ; [ 4 21],[10.75925926 72.24074074] ; [ 3.24074074 21.75925926],0
u3,1,0.617536,0.249346,[16 14] ; [3 4],[15.40540541 14.59459459] ; [3.59459459 3.40540541],0
d2,1,0.650931,0.204729,[44 43] ; [15 12],[45.02631579 41.97368421] ; [13.97368421 13.02631579],0
n5,1,0.664703,0.187861,[59 29] ; [20  8],[59.93103448 28.06896552] ; [19.06896552  8.93103448],0
a2,1,0.725184,0.12358,[25 63] ; [ 7 21],[24.27586207 63.72413793] ; [ 7.72413793 20.27586207],0
p3,1,0.734346,0.115159,[26 61] ; [ 9 18],[26.71052632 60.28947368] ; [ 8.28947368 18.71052632],0
b3,1,0.743719,0.106885,[18 37] ; [ 7 12],[18.58108108 36.41891892] ; [ 6.41891892 12.58108108],0
b2,1,0.743719,0.106885,[18 37] ; [ 7 12],[18.58108108 36.41891892] ; [ 6.41891892 12.58108108],0
d4,1,0.806006,0.060311,[69 18] ; [22  5],[69.44736842 17.55263158] ; [21.55263158  5.44736842],0
n1,1,0.837201,0.04222,[13 19] ; [4 5],[13.26829268 18.73170732] ; [3.73170732 5.26829268],0
b1,1,0.84494,0.038251,[39 49] ; [13 15],[39.44827586 48.55172414] ; [12.55172414 15.44827586],0
b5,1,0.849268,0.03612,[58 30] ; [19  9],[58.4137931 29.5862069] ; [18.5862069  9.4137931],0
p11,1,0.904586,0.014369,[46 42] ; [15 13],[46.27586207 41.72413793] ; [14.72413793 13.27586207],0
u1,1,0.911759,0.012281,[18 70] ; [ 6 22],[18.20689655 69.79310345] ; [ 5.79310345 22.20689655],0
n3,1,0.913974,0.01167,[18 13] ; [6 4],[18.14634146 12.85365854] ; [5.85365854 4.14634146],0
a6,1,0.9287,0.008007,[62 25] ; [19  8],[61.81578947 25.18421053] ; [19.18421053  7.81578947],0
