Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,8e-06,19.992927,[71 17] ; [65 63],[55.40740741 32.59259259] ; [80.59259259 47.40740741],1
v3,1,1.1e-05,19.417611,[40 48] ; [ 22 103],[25.61502347 62.38497653] ; [36.38497653 88.61502347],1
v1,1,8.2e-05,15.510908,[50 36] ; [39 87],[36.10377358 49.89622642] ; [52.89622642 73.10377358],1
r3,1,0.000208,13.75704,[82  4] ; [97 30],[72.27230047 13.72769953] ; [106.72769953  20.27230047],1
s8,1,0.000555,11.91985,[33 55] ; [ 21 105],[22.20560748 65.79439252] ; [31.79439252 94.20560748],1
v4,1,0.001043,10.749048,[82  4] ; [100  26],[73.83018868 12.16981132] ; [108.16981132  17.83018868],0
p7,1,0.00156,10.005923,[50 37] ; [44 80],[38.75829384 48.24170616] ; [55.24170616 68.75829384],0
p10,1,0.001773,9.770599,[64 22] ; [67 59],[53.14150943 32.85849057] ; [77.85849057 48.14150943],0
r4,1,0.001926,9.618887,[75 13] ; [85 43],[65.18518519 22.81481481] ; [94.81481481 33.18518519],0
s6,1,0.004362,8.126757,[54 32] ; [54 72],[43.81132075 42.18867925] ; [64.18867925 61.81132075],0
p3,1,0.005212,7.804482,[27 61] ; [ 19 109],[18.74074074 69.25925926] ; [ 27.25925926 100.74074074],0
s2,1,0.005646,7.659954,[42 45] ; [38 90],[32.37209302 54.62790698] ; [47.62790698 80.37209302],0
p9,1,0.009565,6.714244,[69 18] ; [77 46],[60.48571429 26.51428571] ; [85.51428571 37.48571429],0
d2,1,0.012286,6.269056,[ 7 81] ; [ 26 101],[13.50697674 74.49302326] ; [ 19.49302326 107.50697674],0
a5,1,0.012681,6.213068,[53 35] ; [55 73],[44. 44.] ; [64. 64.],0
d3,1,0.013602,6.08909,[38 50] ; [34 92],[29.60747664 58.39252336] ; [42.39252336 83.60747664],0
s7,1,0.016639,5.734084,[35 50] ; [31 91],[27.10144928 57.89855072] ; [38.89855072 83.10144928],0
n1,1,0.018055,5.590848,[ 3 21] ; [18 27],[ 7.30434783 16.69565217] ; [13.69565217 31.30434783],0
d4,1,0.02355,5.127465,[59 29] ; [66 62],[50.92592593 37.07407407] ; [74.07407407 53.92592593],0
p11,1,0.026112,4.948599,[67 21] ; [79 49],[59.48148148 28.51851852] ; [86.51851852 41.48148148],0
a7,1,0.036465,4.375235,[59 29] ; [67 60],[51.57209302 36.42790698] ; [74.42790698 52.57209302],0
n6,1,0.043484,4.076488,[68 19] ; [83 44],[61.38785047 25.61214953] ; [89.61214953 37.38785047],0
r2,1,0.045523,3.999174,[78  7] ; [105  23],[73.02816901 11.97183099] ; [109.97183099  18.02816901],0
s3,1,0.082611,3.012773,[46 41] ; [51 74],[39.80660377 47.19339623] ; [57.19339623 67.80660377],0
u1,1,0.105883,2.614625,[ 6 82] ; [  3 125],[ 3.66666667 84.33333333] ; [  5.33333333 122.66666667],0
n2,1,0.124454,2.360348,[21  3] ; [32 13],[18.43478261  5.56521739] ; [34.56521739 10.43478261],0
p12,1,0.142337,2.152506,[ 1 87] ; [  6 120],[ 2.87850467 85.12149533] ; [  4.12149533 121.87850467],0
d5,1,0.1488,2.084513,[49 39] ; [58 69],[43.79534884 44.20465116] ; [63.20465116 63.79534884],0
s5,1,0.153146,2.040635,[25 60] ; [26 99],[20.64285714 64.35714286] ; [30.35714286 94.64285714],0
a2,1,0.171668,1.868314,[ 2 86] ; [  8 120],[ 4.07407407 83.92592593] ; [  5.92592593 122.07407407],0
a3,1,0.192299,1.699919,[53 35] ; [64 61],[48.33802817 39.66197183] ; [68.66197183 56.33802817],0
p1,1,0.237396,1.395988,[ 3 85] ; [  9 116],[ 4.95774648 83.04225352] ; [  7.04225352 117.95774648],0
p5,1,0.243581,1.359751,[ 2 86] ; [  7 120],[ 3.68372093 84.31627907] ; [  5.31627907 121.68372093],0
s1,1,0.269393,1.219837,[ 3 83] ; [  9 119],[ 4.82242991 81.17757009] ; [  7.17757009 120.82242991],0
b5,1,0.300907,1.070172,[46 42] ; [76 52],[49.7037037 38.2962963] ; [72.2962963 55.7037037],0
a8,1,0.312326,1.020812,[14 71] ; [ 14 107],[11.55339806 73.44660194] ; [ 16.44660194 104.55339806],0
p2,1,0.366742,0.814672,[62 26] ; [82 45],[58.93953488 29.06046512] ; [85.06046512 41.93953488],0
a6,1,0.377611,0.778466,[48 40] ; [62 66],[44.81481481 43.18518519] ; [65.18518519 62.81481481],0
p6,1,0.386129,0.751098,[17 69] ; [ 19 106],[14.67298578 71.32701422] ; [ 21.32701422 103.67298578],0
n3,1,0.403043,0.699227,[18  6] ; [28 15],[16.47761194  7.52238806] ; [29.52238806 13.47761194],0
u3,1,0.541124,0.37346,[17 18] ; [27 37],[15.55555556 19.44444444] ; [28.44444444 35.55555556],0
n4,1,0.567269,0.327273,[57 31] ; [78 50],[55. 33.] ; [80. 48.],0
s4,1,0.755789,0.096731,[18 70] ; [ 24 104],[17.11111111 70.88888889] ; [ 24.88888889 103.11111111],0
p8,1,0.765487,0.088973,[27 60] ; [37 90],[26.01869159 60.98130841] ; [37.98130841 89.01869159],0
a4,1,0.77947,0.078406,[18 70] ; [28 99],[18.82790698 69.17209302] ; [27.17209302 99.82790698],0
b1,1,0.81027,0.057637,[35 53] ; [53 75],[35.85185185 52.14814815] ; [52.14814815 75.85185185],0
n5,1,0.823747,0.049608,[55 32] ; [79 49],[54.22325581 32.77674419] ; [79.77674419 48.22325581],0
a1,1,0.867641,0.027774,[ 6 82] ; [  8 120],[ 5.7037037 82.2962963] ; [  8.2962963 119.7037037],0
b4,1,0.885218,0.020839,[49 39] ; [70 58],[48.48148148 39.51851852] ; [70.51851852 57.48148148],0
u2,1,0.900642,0.015588,[14 19] ; [28 36],[14.28865979 18.71134021] ; [27.71134021 36.28865979],0
b3,1,0.929801,0.007761,[16 33] ; [22 47],[15.77966102 33.22033898] ; [22.22033898 46.77966102],0
b2,1,0.929801,0.007761,[16 33] ; [22 47],[15.77966102 33.22033898] ; [22.22033898 46.77966102],0
