Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,27.094383,[122  20] ; [98 68],[101.42857143  40.57142857] ; [118.57142857  47.42857143],1
p4,1,1e-06,24.434763,[118  26] ; [93 74],[97.6977492 46.3022508] ; [113.3022508  53.6977492],1
p8,1,0.00023,13.57209,[101  42] ; [83 83],[85.15210356 57.84789644] ; [98.84789644 67.15210356],1
s8,1,0.000491,12.15,[91 53] ; [72 94],[75.71612903 68.28387097] ; [87.28387097 78.71612903],1
s7,1,0.001052,10.733333,[92 46] ; [77 84],[78. 60.] ; [91. 70.],0
p3,1,0.001648,9.9055,[99 45] ; [86 82],[85.38461538 58.61538462] ; [99.61538462 68.38461538],0
p5,1,0.020829,5.341066,[ 28 117] ; [ 17 151],[ 20.84664537 124.15335463] ; [ 24.15335463 143.84664537],0
b4,1,0.026959,4.893447,[98 47] ; [93 75],[88.48242812 56.51757188] ; [102.51757188  65.48242812],0
p9,1,0.028161,4.818192,[135   9] ; [143  23],[129.13548387  14.86451613] ; [148.86451613  17.13548387],0
p10,1,0.035635,4.414463,[130  14] ; [136  30],[123.56129032  20.43870968] ; [142.43870968  23.56129032],0
s2,1,0.035777,4.407713,[87 57] ; [80 85],[77.82524272 66.17475728] ; [89.17475728 75.82524272],0
p12,1,0.037069,4.347243,[ 22 122] ; [ 13 154],[ 16.20578778 127.79421222] ; [ 18.79421222 148.20578778],0
n4,1,0.037702,4.318404,[126  19] ; [130  37],[118.97435897  26.02564103] ; [137.02564103  29.97435897],0
n5,1,0.098138,2.735553,[124  20] ; [131  35],[118.4516129  25.5483871] ; [136.5483871  29.4516129],0
a7,1,0.098169,2.735045,[113  31] ; [118  50],[106.61538462  37.38461538] ; [124.38461538  43.61538462],0
s1,1,0.103107,2.656814,[  6 139] ; [  2 164],[  3.72990354 141.27009646] ; [  4.27009646 161.72990354],0
b5,1,0.128116,2.31518,[100  45] ; [102  66],[93.57827476 51.42172524] ; [108.42172524  59.57827476],0
u1,1,0.129582,2.297501,[ 38 107] ; [ 32 136],[ 32.42811502 112.57188498] ; [ 37.57188498 130.42811502],0
s5,1,0.140728,2.169976,[59 81] ; [ 56 109],[52.78688525 87.21311475] ; [ 62.21311475 102.78688525],0
