Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,6e-06,20.396584,[85 26] ; [21 31],[72.18404908 38.81595092] ; [33.81595092 18.18404908],1
b5,1,0.000291,13.124787,[70 41] ; [17 35],[59.24539877 51.75460123] ; [27.75460123 24.24539877],1
u1,1,0.003176,8.703324,[28 83] ; [ 3 49],[21.11042945 89.88957055] ; [ 9.88957055 42.11042945],0
a6,1,0.022582,5.20039,[78 33] ; [27 25],[71.50306748 39.49693252] ; [33.49693252 18.50306748],0
a2,1,0.049139,3.8706,[33 78] ; [ 8 44],[27.9202454 83.0797546] ; [13.0797546 38.9202454],0
p10,1,0.074525,3.180442,[90 18] ; [37 15],[85.725 22.275] ; [41.275 10.725],0
p9,1,0.075771,3.153351,[94 13] ; [40 12],[90.17610063 16.82389937] ; [43.82389937  8.17610063],0
p3,1,0.087144,2.926364,[46 65] ; [29 23],[51.07361963 59.92638037] ; [23.92638037 28.07361963],0
s6,1,0.087767,2.914862,[95 14] ; [39 12],[91.2875 17.7125] ; [42.7125  8.2875],0
b1,1,0.114908,2.485391,[37 74] ; [24 28],[41.5398773 69.4601227] ; [19.4601227 32.5398773],0
p8,1,0.119379,2.425446,[51 56] ; [18 34],[46.43396226 60.56603774] ; [22.56603774 29.43396226],0
a8,1,0.137473,2.206021,[16 80] ; [ 4 47],[13.06122449 82.93877551] ; [ 6.93877551 44.06122449],0
n5,1,0.156083,2.01177,[76 33] ; [41 10],[79.70625 29.29375] ; [37.29375 13.70625],0
v1,1,0.219971,1.504561,[54 55] ; [30 20],[57.58490566 51.41509434] ; [26.41509434 23.58490566],0
p2,1,0.237418,1.395861,[93 17] ; [40 12],[90.30864198 19.69135802] ; [42.69135802  9.30864198],0
n2,1,0.257312,1.283161,[21  6] ; [12  1],[22.275  4.725] ; [10.725  2.275],0
d1,1,0.262654,1.254715,[70 41] ; [28 24],[66.73619632 44.26380368] ; [31.26380368 20.73619632],0
r2,1,0.278256,1.175589,[104   4] ; [48  4],[102.6   5.4] ; [49.4  2.6],0
