Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.6e-05,17.721591,[27 53] ; [31 11],[38.03278689 41.96721311] ; [19.96721311 22.03278689],1
r1,1,0.005781,7.617221,[50 34] ; [36  7],[56.88188976 27.11811024] ; [29.11811024 13.88188976],0
r4,1,0.007497,7.149773,[65 20] ; [41  2],[70.390625 14.609375] ; [35.609375  7.390625],0
p12,1,0.029271,4.751586,[ 2 83] ; [ 5 38],[ 4.6484375 80.3515625] ; [ 2.3515625 40.6484375],0
b3,1,0.038718,4.273201,[ 9 39] ; [11 16],[12.8 35.2] ; [ 7.2 19.8],0
b2,1,0.038718,4.273201,[ 9 39] ; [11 16],[12.8 35.2] ; [ 7.2 19.8],0
p3,1,0.043535,4.074489,[33 51] ; [25 18],[38.36220472 45.63779528] ; [19.63779528 23.36220472],0
p1,1,0.056919,3.62497,[ 9 76] ; [10 33],[12.6171875 72.3828125] ; [ 6.3828125 36.6171875],0
n4,1,0.067457,3.343841,[56 29] ; [35  8],[60.4296875 24.5703125] ; [30.5703125 12.4296875],0
r2,1,0.096707,2.759023,[75  9] ; [42  1],[77.38582677  6.61417323] ; [39.61417323  3.38582677],0
p6,1,0.098629,2.727577,[23 61] ; [18 25],[27.11811024 56.88188976] ; [13.88188976 29.11811024],0
s4,1,0.102292,2.669446,[20 64] ; [ 5 38],[16.53543307 67.46456693] ; [ 8.46456693 34.53543307],0
s5,1,0.116058,2.469728,[17 66] ; [14 28],[20.584 62.416] ; [10.416 31.584],0
a3,1,0.119084,2.429325,[41 44] ; [27 16],[45.15625 39.84375] ; [22.84375 20.15625],0
p2,1,0.128769,2.307287,[71 14] ; [31 12],[67.734375 17.265625] ; [34.265625  8.734375],0
d5,1,0.168787,1.893683,[46 38] ; [18 25],[42.33070866 41.66929134] ; [21.66929134 21.33070866],0
d2,1,0.22024,1.502808,[22 63] ; [ 7 36],[19.2578125 65.7421875] ; [ 9.7421875 33.2578125],0
b1,1,0.231112,1.434004,[37 48] ; [14 29],[33.8671875 51.1328125] ; [17.1328125 25.8671875],0
v1,1,0.254915,1.296167,[38 44] ; [24 18],[41. 41.] ; [21. 21.],0
a5,1,0.286612,1.135467,[47 38] ; [28 15],[49.8046875 35.1953125] ; [25.1953125 17.8046875],0
d3,1,0.310307,1.029369,[20 63] ; [14 29],[22.3968254 60.6031746] ; [11.6031746 31.3968254],0
a7,1,0.310583,1.028194,[53 31] ; [31 12],[55.55905512 28.44094488] ; [28.44094488 14.55905512],0
s7,1,0.329474,0.950965,[37 44] ; [21 17],[39.4789916 41.5210084] ; [18.5210084 19.4789916],0
p9,1,0.334633,0.930884,[76  8] ; [41  2],[77.38582677  6.61417323] ; [39.61417323  3.38582677],0
a8,1,0.340992,0.9067,[ 8 71] ; [ 2 38],[ 6.63865546 72.36134454] ; [ 3.36134454 36.63865546],0
s1,1,0.383471,0.759543,[ 3 82] ; [ 3 40],[ 3.984375 81.015625] ; [ 2.015625 40.984375],0
n5,1,0.402061,0.702154,[65 19] ; [36  7],[66.80314961 17.19685039] ; [34.19685039  8.80314961],0
s8,1,0.414926,0.664641,[36 49] ; [15 28],[33.8671875 51.1328125] ; [17.1328125 25.8671875],0
v4,1,0.4344,0.611031,[76  7] ; [41  2],[77.07142857  5.92857143] ; [39.92857143  3.07142857],0
p5,1,0.436808,0.604653,[ 8 77] ; [ 6 37],[ 9.296875 75.703125] ; [ 4.703125 38.296875],0
u2,1,0.459309,0.547578,[20 24] ; [9 7],[21.26666667 22.73333333] ; [7.73333333 8.26666667],0
n6,1,0.490326,0.475811,[69 16] ; [37  6],[70.390625 14.609375] ; [35.609375  7.390625],0
u1,1,0.511494,0.431009,[ 4 81] ; [ 1 42],[ 3.3203125 81.6796875] ; [ 1.6796875 41.3203125],0
s3,1,0.528681,0.396925,[41 43] ; [23 19],[42.66666667 41.33333333] ; [21.33333333 20.66666667],0
a6,1,0.573803,0.316361,[51 34] ; [28 15],[52.4609375 32.5390625] ; [26.5390625 16.4609375],0
p4,1,0.576829,0.311389,[45 40] ; [25 18],[46.484375 38.515625] ; [23.515625 19.484375],0
