Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.219682,[65  6] ; [1 6],[60.07692308 10.92307692] ; [5.92307692 1.07692308],1
r3,1,5e-06,20.862166,[65  6] ; [2 5],[60.98717949 10.01282051] ; [6.01282051 0.98717949],1
n6,1,0.002597,9.071227,[62  9] ; [3 4],[59.16666667 11.83333333] ; [5.83333333 1.16666667],0
p11,1,0.002896,8.871819,[50 21] ; [1 6],[46.42307692 24.57692308] ; [4.57692308 2.42307692],0
r1,1,0.003639,8.455908,[56 15] ; [2 5],[52.79487179 18.20512821] ; [5.20512821 1.79487179],0
s6,1,0.008476,6.93,[53 17] ; [2 5],[50. 20.] ; [5. 2.],0
p10,1,0.011748,6.34847,[52 18] ; [2 5],[49.09090909 20.90909091] ; [4.90909091 2.09090909],0
p7,1,0.017821,5.613699,[42 27] ; [1 6],[39.03947368 29.96052632] ; [3.96052632 3.03947368],0
p1,1,0.02196,5.248921,[ 8 63] ; [3 4],[10.01282051 60.98717949] ; [0.98717949 6.01282051],0
p4,1,0.024857,5.03381,[41 29] ; [1 6],[38.18181818 31.81818182] ; [3.81818182 3.18181818],0
r2,1,0.029791,4.721328,[67  4] ; [5 2],[65.53846154  5.46153846] ; [6.46153846 0.53846154],0
a1,1,0.029791,4.721328,[ 4 67] ; [2 5],[ 5.46153846 65.53846154] ; [0.53846154 6.46153846],0
s3,1,0.030248,4.695122,[40 30] ; [1 6],[37.27272727 32.72727273] ; [3.72727273 3.27272727],0
s1,1,0.031468,4.62723,[ 4 66] ; [2 5],[ 5.45454545 64.54545455] ; [0.54545455 6.45454545],0
d5,1,0.048559,3.890526,[54 16] ; [3 4],[51.81818182 18.18181818] ; [5.18181818 1.81818182],0
d1,1,0.056093,3.649306,[37 34] ; [1 6],[34.58974359 36.41025641] ; [3.41025641 3.58974359],0
b5,1,0.072574,3.223821,[45 26] ; [2 5],[42.78205128 28.21794872] ; [4.21794872 2.78205128],0
s7,1,0.105293,2.623478,[39 29] ; [1 4],[37.26027397 30.73972603] ; [2.73972603 2.26027397],0
d3,1,0.18914,1.724307,[48 23] ; [3 4],[46.42307692 24.57692308] ; [4.57692308 2.42307692],0
a6,1,0.219378,1.508433,[47 24] ; [3 4],[45.51282051 25.48717949] ; [4.48717949 2.51282051],0
p3,1,0.220433,1.501552,[37 33] ; [2 5],[35.45454545 34.54545455] ; [3.54545455 3.45454545],0
n5,1,0.232066,1.428155,[55 16] ; [4 3],[53.70512821 17.29487179] ; [5.29487179 1.70512821],0
d4,1,0.241896,1.36951,[54 16] ; [4 3],[52.72727273 17.27272727] ; [5.27272727 1.72727273],0
b3,1,0.287177,1.132808,[18 32] ; [2 1],[18.86792453 31.13207547] ; [1.13207547 1.86792453],0
b2,1,0.287177,1.132808,[18 32] ; [2 1],[18.86792453 31.13207547] ; [1.13207547 1.86792453],0
n4,1,0.310804,1.027254,[61 10] ; [5 2],[60.07692308 10.92307692] ; [5.92307692 1.07692308],0
a7,1,0.324149,0.972133,[44 27] ; [3 4],[42.78205128 28.21794872] ; [4.21794872 2.78205128],0
p9,1,0.331544,0.942857,[52 18] ; [4 3],[50.90909091 19.09090909] ; [5.09090909 1.90909091],0
n2,1,0.347465,0.882692,[12  3] ; [1 1],[11.47058824  3.52941176] ; [1.52941176 0.47058824],0
p8,1,0.363431,0.826003,[33 38] ; [2 5],[31.85897436 39.14102564] ; [3.14102564 3.85897436],0
s8,1,0.400976,0.705398,[32 39] ; [2 5],[30.94871795 40.05128205] ; [3.05128205 3.94871795],0
a4,1,0.440693,0.594476,[31 40] ; [2 5],[30.03846154 40.96153846] ; [2.96153846 4.03846154],0
a5,1,0.467661,0.527498,[50 21] ; [4 3],[49.15384615 21.84615385] ; [4.84615385 2.15384615],0
u3,1,0.601508,0.272727,[15  7] ; [1 1],[14.66666667  7.33333333] ; [1.33333333 0.66666667],0
s2,1,0.640201,0.218479,[37 34] ; [3 4],[36.41025641 34.58974359] ; [3.58974359 3.41025641],0
u2,1,0.702918,0.145455,[14  8] ; [1 1],[13.75  8.25] ; [1.25 0.75],0
a2,1,0.727878,0.121069,[14 57] ; [1 6],[13.65384615 57.34615385] ; [1.34615385 5.65384615],0
b4,1,0.74506,0.105729,[36 35] ; [4 3],[36.41025641 34.58974359] ; [3.58974359 3.41025641],0
s4,1,0.779243,0.078571,[13 57] ; [1 6],[12.72727273 57.27272727] ; [1.27272727 5.72727273],0
d2,1,0.854495,0.03363,[33 38] ; [3 4],[32.76923077 38.23076923] ; [3.23076923 3.76923077],0
a3,1,0.937241,0.0062,[49 21] ; [5 2],[49.09090909 20.90909091] ; [4.90909091 2.09090909],0
b1,1,0.96732,0.001679,[40 31] ; [4 3],[40.05128205 30.94871795] ; [3.94871795 3.05128205],0
v1,1,1.0,0.0,[40 30] ; [4 3],[40. 30.] ; [4. 3.],0
