Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,31.681284,[ 2 16] ; [69 18],[12.17142857  5.82857143] ; [58.82857143 28.17142857],1
v4,1,4e-06,21.142289,[12  5] ; [87  1],[16.02857143  0.97142857] ; [82.97142857  5.02857143],1
r2,1,7.2e-05,15.76087,[13  5] ; [86  2],[16.81132075  1.18867925] ; [82.18867925  5.81132075],1
s6,1,0.007159,7.232516,[11  7] ; [76 11],[14.91428571  3.08571429] ; [72.08571429 14.91428571],0
p9,1,0.016202,5.780815,[11  7] ; [71 12],[14.61386139  3.38613861] ; [67.38613861 15.61386139],0
v3,1,0.0434,4.079772,[ 1 16] ; [24 58],[ 4.29292929 12.70707071] ; [20.70707071 61.29292929],0
a4,1,0.044077,4.053597,[ 2 16] ; [31 57],[ 5.60377358 12.39622642] ; [27.39622642 60.60377358],0
p10,1,0.04724,3.936814,[10  7] ; [68 16],[13.12871287  3.87128713] ; [64.87128713 19.12871287],0
a5,1,0.051378,3.795892,[ 7 11] ; [56 32],[10.69811321  7.30188679] ; [52.30188679 35.69811321],0
a3,1,0.063975,3.431228,[ 7 11] ; [55 33],[10.52830189  7.47169811] ; [51.47169811 36.52830189],0
s8,1,0.100948,2.690495,[ 6 12] ; [48 40],[9.16981132 8.83018868] ; [44.83018868 43.16981132],0
b2,1,0.12907,2.303659,[1 8] ; [16 27],[2.94230769 6.05769231] ; [14.05769231 28.94230769],0
b3,1,0.12907,2.303659,[1 8] ; [16 27],[2.94230769 6.05769231] ; [14.05769231 28.94230769],0
d2,1,0.136153,2.220906,[ 4 14] ; [36 52],[ 6.79245283 11.20754717] ; [33.20754717 54.79245283],0
v2,1,0.139824,2.17989,[ 6 11] ; [44 36],[8.7628866 8.2371134] ; [41.2371134 38.7628866],0
b4,1,0.155181,2.020569,[ 8 10] ; [55 33],[10.69811321  7.30188679] ; [52.30188679 35.69811321],0
d5,1,0.160028,1.973958,[11  7] ; [67 20],[13.37142857  4.62857143] ; [64.62857143 22.37142857],0
b1,1,0.169436,1.887929,[9 9] ; [29 59],[ 6.45283019 11.54716981] ; [31.54716981 56.45283019],0
a7,1,0.197673,1.659483,[11  7] ; [66 21],[13.2  4.8] ; [63.8 23.2],0
p8,1,0.198609,1.652573,[10  7] ; [36 50],[7.59223301 9.40776699] ; [38.40776699 47.59223301],0
s7,1,0.216861,1.525021,[ 6 12] ; [40 41],[8.36363636 9.63636364] ; [37.63636364 43.36363636],0
n6,1,0.228341,1.451163,[9 9] ; [56 30],[11.25  6.75] ; [53.75 32.25],0
s3,1,0.231626,1.430848,[13  5] ; [74 14],[14.77358491  3.22641509] ; [72.22641509 15.77358491],0
s5,1,0.308277,1.038045,[ 6 11] ; [41 43],[7.91089109 9.08910891] ; [39.08910891 44.91089109],0
p4,1,0.321483,0.982903,[11  7] ; [42 45],[9.08571429 8.91428571] ; [43.91428571 43.08571429],0
u1,1,0.340947,0.906869,[ 1 17] ; [12 76],[ 2.20754717 15.79245283] ; [10.79245283 77.20754717],0
n3,1,0.346465,0.886364,[3 3] ; [23 10],[4. 2.] ; [22. 11.],0
n1,1,0.391813,0.733307,[1 5] ; [11 21],[1.89473684 4.10526316] ; [10.10526316 21.89473684],0
s1,1,0.450289,0.569923,[ 1 17] ; [ 2 85],[ 0.51428571 17.48571429] ; [ 2.48571429 84.51428571],0
b5,1,0.459996,0.545905,[10  8] ; [57 31],[11.37735849  6.62264151] ; [55.62264151 32.37735849],0
u3,1,0.505485,0.443402,[7 4] ; [23  8],[7.85714286 3.14285714] ; [22.14285714  8.85714286],0
d3,1,0.51683,0.420214,[11  7] ; [60 27],[12.17142857  5.82857143] ; [58.82857143 28.17142857],0
n5,1,0.522797,0.408372,[ 5 13] ; [31 56],[ 6.17142857 11.82857143] ; [29.82857143 57.17142857],0
p3,1,0.542268,0.371353,[ 8 10] ; [32 55],[ 6.85714286 11.14285714] ; [33.14285714 53.85714286],0
d1,1,0.544954,0.366435,[ 8 10] ; [46 42],[9.16981132 8.83018868] ; [44.83018868 43.16981132],0
p5,1,0.640616,0.217937,[ 1 16] ; [ 3 83],[ 0.66019417 16.33980583] ; [ 3.33980583 82.66019417],0
n2,1,0.685372,0.164141,[5 1] ; [25  8],[4.61538462 1.38461538] ; [25.38461538  7.61538462],0
s4,1,0.738378,0.111558,[ 6 12] ; [33 55],[ 6.62264151 11.37735849] ; [32.37735849 55.62264151],0
p7,1,0.767951,0.087058,[10  6] ; [48 34],[9.46938776 6.53061224] ; [48.53061224 33.46938776],0
d4,1,0.77821,0.079328,[14  4] ; [71 17],[14.43396226  3.56603774] ; [70.56603774 17.43396226],0
p2,1,0.800323,0.063973,[12  5] ; [64 23],[12.42307692  4.57692308] ; [63.57692308 23.42307692],0
v1,1,0.806552,0.059965,[ 8 10] ; [40 44],[8.47058824 9.52941176] ; [39.52941176 44.47058824],0
a6,1,0.824809,0.049002,[12  6] ; [61 27],[12.39622642  5.60377358] ; [60.60377358 27.39622642],0
u2,1,0.83943,0.041056,[6 5] ; [18 13],[6.28571429 4.71428571] ; [17.71428571 13.28571429],0
p11,1,0.911804,0.012269,[11  7] ; [55 33],[11.20754717  6.79245283] ; [54.79245283 33.20754717],0
p6,1,0.949164,0.004065,[ 6 12] ; [28 58],[ 5.88461538 12.11538462] ; [28.11538462 57.88461538],0
a8,1,0.973001,0.001145,[ 1 16] ; [ 5 77],[ 1.03030303 15.96969697] ; [ 4.96969697 77.03030303],0
a1,1,0.983149,0.000446,[ 1 17] ; [ 5 83],[ 1.01886792 16.98113208] ; [ 4.98113208 83.01886792],0
