Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,24.500435,[91 19] ; [15 22],[79.31972789 30.68027211] ; [26.68027211 10.31972789],1
p11,1,0.000162,14.229352,[100  10] ; [24 13],[92.78911565 17.21088435] ; [31.21088435  5.78911565],1
v3,1,0.000745,11.374527,[50 56] ; [ 5 29],[41.64285714 64.35714286] ; [13.35714286 20.64285714],1
d1,1,0.001905,9.638745,[68 42] ; [12 25],[59.86394558 50.13605442] ; [20.13605442 16.86394558],0
a6,1,0.00348,8.53702,[82 28] ; [18 19],[74.82993197 35.17006803] ; [25.17006803 11.82993197],0
p3,1,0.005558,7.688434,[75 34] ; [16 21],[67.93835616 41.06164384] ; [23.06164384 13.93835616],0
r4,1,0.006579,7.384361,[96 14] ; [25 12],[90.54421769 19.45578231] ; [30.45578231  6.54421769],0
v1,1,0.006706,7.35,[67 41] ; [13 23],[60. 48.] ; [20. 16.],0
n6,1,0.007124,7.241428,[95 14] ; [25 12],[89.5890411 19.4109589] ; [30.4109589  6.5890411],0
r3,1,0.007995,7.034625,[103   7] ; [29  8],[98.7755102 11.2244898] ; [33.2244898  3.7755102],0
p10,1,0.011036,6.459484,[92 17] ; [24 13],[86.60273973 22.39726027] ; [29.39726027  7.60273973],0
d2,1,0.014936,5.924053,[55 55] ; [10 27],[48.63945578 61.36054422] ; [16.36054422 20.63945578],0
r2,1,0.017239,5.671912,[100   8] ; [29  8],[96.08275862 11.91724138] ; [32.91724138  4.08275862],0
a2,1,0.025256,5.006251,[28 82] ; [ 3 34],[23.19727891 86.80272109] ; [ 7.80272109 29.19727891],0
d5,1,0.032519,4.570906,[90 20] ; [24 13],[85.30612245 24.69387755] ; [28.69387755  8.30612245],0
p6,1,0.042205,4.126981,[47 62] ; [ 9 28],[41.80821918 67.19178082] ; [14.19178082 22.80821918],0
p2,1,0.046605,3.959584,[99 10] ; [29  8],[95.56164384 13.43835616] ; [32.43835616  4.56164384],0
r1,1,0.071717,3.243283,[85 25] ; [23 14],[80.81632653 29.18367347] ; [27.18367347  9.81632653],0
a4,1,0.078021,3.105656,[54 56] ; [12 25],[49.3877551 60.6122449] ; [16.6122449 20.3877551],0
p9,1,0.081684,3.031065,[91 18] ; [26 11],[87.34931507 21.65068493] ; [29.65068493  7.34931507],0
u3,1,0.10053,2.697116,[16 20] ; [8 3],[18.38297872 17.61702128] ; [5.61702128 5.38297872],0
b4,1,0.114502,2.490952,[64 46] ; [16 21],[59.86394558 50.13605442] ; [20.13605442 16.86394558],0
u1,1,0.114987,2.484311,[17 93] ; [ 2 35],[14.21768707 95.78231293] ; [ 4.78231293 32.21768707],0
a5,1,0.118854,2.432359,[83 27] ; [23 14],[79.31972789 30.68027211] ; [26.68027211 10.31972789],0
d3,1,0.170713,1.876673,[76 34] ; [21 16],[72.58503401 37.41496599] ; [24.41496599 12.58503401],0
v2,1,0.17359,1.851666,[63 44] ; [16 19],[59.52816901 47.47183099] ; [19.47183099 15.52816901],0
d4,1,0.194023,1.686805,[86 24] ; [25 12],[83.06122449 26.93877551] ; [27.93877551  9.06122449],0
