Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,6e-06,20.377874,[26  8] ; [11 33],[16.12820513 17.87179487] ; [20.87179487 23.12820513],1
s6,1,6.5e-05,15.94153,[26  8] ; [14 31],[17.21518987 16.78481013] ; [22.78481013 22.21518987],1
s8,1,0.001292,10.353784,[16 19] ; [ 6 39],[ 9.625 25.375] ; [12.375 32.625],0
s7,1,0.001902,9.641538,[20 14] ; [10 32],[13.42105263 20.57894737] ; [16.57894737 25.42105263],0
s5,1,0.003512,8.520492,[12 21] ; [ 4 40],[ 6.85714286 26.14285714] ; [ 9.14285714 34.85714286],0
p7,1,0.015052,5.910332,[21 13] ; [15 29],[15.69230769 18.30769231] ; [20.30769231 23.69230769],0
p3,1,0.019658,5.442017,[16 19] ; [ 9 34],[11.21794872 23.78205128] ; [13.78205128 29.21794872],0
a6,1,0.042522,4.114286,[22 13] ; [18 27],[17.5 17.5] ; [22.5 22.5],0
p4,1,0.044286,4.045636,[19 16] ; [14 30],[14.62025316 20.37974684] ; [18.37974684 25.62025316],0
n3,1,0.057681,3.602826,[6 8] ; [15  5],[8.64705882 5.35294118] ; [12.35294118  7.64705882],0
u3,1,0.062719,3.463975,[6 6] ; [ 4 17],[3.63636364 8.36363636] ; [ 6.36363636 14.63636364],0
a1,1,0.091497,2.847831,[ 4 31] ; [ 1 44],[ 2.1875 32.8125] ; [ 2.8125 42.1875],0
p10,1,0.091706,2.844171,[25  9] ; [23 19],[21.47368421 12.52631579] ; [26.52631579 15.47368421],0
d1,1,0.09388,2.806551,[19 16] ; [16 29],[15.3125 19.6875] ; [19.6875 25.3125],0
n1,1,0.12663,2.333333,[ 2 12] ; [ 8 13],[ 4. 10.] ; [ 6. 15.],0
n5,1,0.134909,2.235084,[22 12] ; [21 23],[18.74358974 15.25641026] ; [24.25641026 19.74358974],0
p6,1,0.144887,2.125276,[12 23] ; [ 8 33],[ 9.21052632 25.78947368] ; [10.78947368 30.21052632],0
d5,1,0.153204,2.040058,[27  8] ; [28 17],[24.0625 10.9375] ; [30.9375 14.0625],0
u1,1,0.164391,1.933362,[ 1 34] ; [ 5 40],[ 2.625 32.375] ; [ 3.375 41.625],0
r2,1,0.180653,1.792241,[22 11] ; [21 20],[19.17567568 13.82432432] ; [23.82432432 17.17567568],0
v2,1,0.182831,1.774462,[21 13] ; [20 23],[18.1038961 15.8961039] ; [22.8961039 20.1038961],0
p8,1,0.183395,1.769897,[15 19] ; [13 31],[12.20512821 21.79487179] ; [15.79487179 28.20512821],0
d4,1,0.220683,1.499925,[29  6] ; [32 13],[26.6875  8.3125] ; [34.3125 10.6875],0
a3,1,0.228846,1.448022,[23 12] ; [23 21],[20.37974684 14.62025316] ; [25.62025316 18.37974684],0
b4,1,0.240737,1.376275,[18 17] ; [29 16],[20.5625 14.4375] ; [26.4375 18.5625],0
s4,1,0.266077,1.236858,[ 8 27] ; [ 6 39],[ 6.125 28.875] ; [ 7.875 37.125],0
d3,1,0.277524,1.179177,[21 14] ; [21 23],[18.60759494 16.39240506] ; [23.39240506 20.60759494],0
p2,1,0.279705,1.168525,[26  8] ; [28 15],[23.84415584 10.15584416] ; [30.15584416 12.84415584],0
n2,1,0.298094,1.082702,[11  3] ; [13  8],[9.6 4.4] ; [14.4  6.6],0
n6,1,0.330879,0.945455,[20 13] ; [32 13],[22. 11.] ; [30. 15.],0
v3,1,0.35191,0.866559,[ 9 25] ; [ 8 37],[ 7.3164557 26.6835443] ; [ 9.6835443 35.3164557],0
a2,1,0.396745,0.718169,[ 2 33] ; [ 5 40],[ 3.0625 31.9375] ; [ 3.9375 41.0625],0
a4,1,0.412099,0.672737,[ 8 27] ; [14 31],[ 9.625 25.375] ; [12.375 32.625],0
p9,1,0.42129,0.646713,[26  9] ; [29 15],[24.36708861 10.63291139] ; [30.63291139 13.36708861],0
a7,1,0.443289,0.587755,[18 17] ; [27 18],[19.6875 15.3125] ; [25.3125 19.6875],0
b2,1,0.498404,0.458333,[ 5 17] ; [ 7 15],[ 6. 16.] ; [ 6. 16.],0
b3,1,0.498404,0.458333,[ 5 17] ; [ 7 15],[ 6. 16.] ; [ 6. 16.],0
