Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,87.843578,[ 1 41] ; [185  56],[27.60424028 14.39575972] ; [158.39575972  82.60424028],1
d5,1,0.0,58.51185,[18 24] ; [218  23],[35.02473498  6.97526502] ; [200.97526502  40.02473498],1
d3,1,0.0,32.322363,[14 28] ; [185  56],[29.5335689 12.4664311] ; [169.4664311  71.5335689],1
d2,1,1.3e-05,19.08295,[ 9 33] ; [139 101],[22.04255319 19.95744681] ; [125.95744681 114.04255319],1
s8,1,0.001058,10.723782,[13 28] ; [141  97],[22.63082437 18.36917563] ; [131.36917563 106.63082437],0
u1,1,0.002152,9.415149,[ 1 41] ; [ 55 186],[ 8.31095406 33.68904594] ; [ 47.68904594 193.31095406],0
a4,1,0.002698,9.000958,[11 31] ; [123 117],[19.95744681 22.04255319] ; [114.04255319 125.95744681],0
p2,1,0.003661,8.444767,[30 11] ; [215  25],[35.74733096  5.25266904] ; [209.25266904  30.74733096],0
r3,1,0.004258,8.170583,[39  3] ; [238   2],[41.25531915  0.74468085] ; [235.74468085   4.25531915],0
a2,1,0.010267,6.587906,[ 4 38] ; [ 68 173],[10.68551237 31.31448763] ; [ 61.31448763 179.68551237],0
a8,1,0.020471,5.371315,[ 1 38] ; [ 36 178],[ 5.70355731 33.29644269] ; [ 31.29644269 182.70355731],0
s2,1,0.021023,5.324887,[15 25] ; [136 102],[21.72661871 18.27338129] ; [129.27338129 108.72661871],0
a3,1,0.032069,4.594797,[28 14] ; [195  45],[33.21276596  8.78723404] ; [189.78723404  50.21276596],0
s1,1,0.034244,4.482496,[ 3 38] ; [  4 232],[ 1.03610108 39.96389892] ; [  5.96389892 230.03610108],0
p1,1,0.03532,4.429653,[ 9 32] ; [ 25 216],[ 4.94326241 36.05673759] ; [ 29.05673759 211.94326241],0
a5,1,0.052398,3.763013,[28 14] ; [193  48],[32.79858657  9.20141343] ; [188.20141343  52.79858657],0
p9,1,0.067482,3.343223,[34  7] ; [217  19],[37.15162455  3.84837545] ; [213.84837545  22.15162455],0
n1,1,0.091076,2.855255,[3 1] ; [14 29],[1.44680851 2.55319149] ; [15.55319149 27.44680851],0
s7,1,0.094505,2.795917,[17 19] ; [143  88],[21.57303371 14.42696629] ; [138.42696629  92.57303371],0
r1,1,0.101474,2.68222,[39  3] ; [199  41],[35.44680851  6.55319149] ; [202.55319149  37.44680851],0
v2,1,0.110299,2.549933,[30 11] ; [198  39],[33.62589928  7.37410072] ; [194.37410072  42.62589928],0
v1,1,0.159547,1.978518,[25 16] ; [171  67],[28.80286738 12.19713262] ; [167.19713262  70.80286738],0
n6,1,0.180358,1.794674,[36  6] ; [221  19],[38.27659574  3.72340426] ; [218.72340426  21.27659574],0
s3,1,0.195121,1.678521,[20 19] ; [145  88],[23.65808824 15.34191176] ; [141.34191176  91.65808824],0
p7,1,0.217949,1.517823,[26 14] ; [174  60],[29.19708029 10.80291971] ; [170.80291971  63.19708029],0
r4,1,0.283856,1.148535,[41  1] ; [225  16],[39.4770318  2.5229682] ; [226.5229682  14.4770318],0
p10,1,0.340367,0.909047,[35  6] ; [214  23],[36.72302158  4.27697842] ; [212.27697842  24.72302158],0
b2,1,0.348374,0.87937,[10 19] ; [71 91],[12.29842932 16.70157068] ; [68.70157068 93.29842932],0
b3,1,0.348374,0.87937,[10 19] ; [71 91],[12.29842932 16.70157068] ; [68.70157068 93.29842932],0
s6,1,0.371954,0.797125,[26 15] ; [164  69],[28.43065693 12.56934307] ; [161.56934307  71.43065693],0
u3,1,0.383057,0.76087,[7 7] ; [29 17],[8.4 5.6] ; [27.6 18.4],0
p3,1,0.418964,0.653218,[27 14] ; [142  98],[24.65836299 16.34163701] ; [144.34163701  95.65836299],0
p8,1,0.432907,0.615012,[23 18] ; [147  88],[25.25362319 15.74637681] ; [144.74637681  90.25362319],0
s5,1,0.446702,0.579008,[13 28] ; [ 88 144],[15.16849817 25.83150183] ; [ 85.83150183 146.16849817],0
r2,1,0.452552,0.564252,[41  1] ; [227  12],[40.0569395  1.9430605] ; [227.9430605  11.0569395],0
p4,1,0.523355,0.407277,[25 16] ; [158  81],[26.79642857 14.20357143] ; [156.20357143  82.79642857],0
b4,1,0.637488,0.222042,[24 18] ; [147  94],[25.37809187 16.62190813] ; [145.62190813  95.37809187],0
p12,1,0.671784,0.179522,[ 5 36] ; [ 35 203],[ 5.8781362 35.1218638] ; [ 34.1218638 203.8781362],0
a6,1,0.705771,0.142538,[28 14] ; [167  73],[29.04255319 12.95744681] ; [165.95744681  74.04255319],0
n5,1,0.790026,0.070903,[35  7] ; [203  36],[35.57295374  6.42704626] ; [202.42704626  36.57295374],0
a7,1,0.841721,0.039877,[30 12] ; [175  65],[30.53191489 11.46808511] ; [174.46808511  65.53191489],0
p5,1,0.855501,0.033162,[ 7 34] ; [ 44 197],[ 7.41489362 33.58510638] ; [ 43.58510638 197.41489362],0
p6,1,0.860029,0.031095,[17 24] ; [ 94 141],[16.48913043 24.51086957] ; [ 94.51086957 140.48913043],0
