Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.001573,9.991282,[8 1] ; [ 3 11],[4.30434783 4.69565217] ; [6.69565217 7.30434783],0
a4,1,0.005444,7.725714,[7 3] ; [ 2 12],[3.75 6.25] ; [5.25 8.75],0
p3,1,0.016827,5.714286,[5 5] ; [ 1 13],[2.5 7.5] ; [ 3.5 10.5],0
d1,1,0.016827,5.714286,[5 5] ; [ 1 13],[2.5 7.5] ; [ 3.5 10.5],0
a6,1,0.03182,4.608192,[8 2] ; [5 9],[5.41666667 4.58333333] ; [7.58333333 6.41666667],0
d3,1,0.044625,4.032767,[7 3] ; [ 4 10],[4.58333333 5.41666667] ; [6.41666667 7.58333333],0
p9,1,0.046708,3.955881,[5 4] ; [ 2 11],[2.86363636 6.13636364] ; [4.13636364 8.86363636],0
p4,1,0.054319,3.702857,[6 4] ; [ 3 11],[3.75 6.25] ; [5.25 8.75],0
a7,1,0.054319,3.702857,[6 4] ; [ 3 11],[3.75 6.25] ; [5.25 8.75],0
p11,1,0.05773,3.601441,[5 5] ; [ 2 12],[2.91666667 7.08333333] ; [4.08333333 9.91666667],0
p8,1,0.105817,2.615602,[3 6] ; [ 1 13],[1.56521739 7.43478261] ; [ 2.43478261 11.56521739],0
p7,1,0.123639,2.370612,[6 4] ; [ 4 10],[4.16666667 5.83333333] ; [5.83333333 8.16666667],0
d4,1,0.134481,2.24,[8 2] ; [7 7],[6.25 3.75] ; [8.75 5.25],0
v3,1,0.138523,2.194286,[3 7] ; [ 1 13],[1.66666667 8.33333333] ; [ 2.33333333 11.66666667],0
v1,1,0.151494,2.057143,[4 6] ; [ 2 12],[2.5 7.5] ; [ 3.5 10.5],0
n1,1,0.157299,2.0,[2 2] ; [1 7],[1. 3.] ; [2. 6.],0
d5,1,0.239113,1.385814,[6 4] ; [5 9],[4.58333333 5.41666667] ; [6.41666667 7.58333333],0
s4,1,0.26939,1.21985,[1 9] ; [ 4 10],[2.08333333 7.91666667] ; [ 2.91666667 11.08333333],0
b4,1,0.285049,1.142857,[5 5] ; [10  4],[6.25 3.75] ; [8.75 5.25],0
d2,1,0.323727,0.97383,[4 6] ; [ 3 11],[2.91666667 7.08333333] ; [4.08333333 9.91666667],0
b2,1,0.377026,0.780375,[3 4] ; [2 7],[2.1875 4.8125] ; [2.8125 6.1875],0
b3,1,0.377026,0.780375,[3 4] ; [2 7],[2.1875 4.8125] ; [2.8125 6.1875],0
p6,1,0.384938,0.754872,[2 8] ; [ 1 12],[1.30434783 8.69565217] ; [ 1.69565217 11.30434783],0
v2,1,0.399557,0.709658,[3 7] ; [ 2 11],[2.17391304 7.82608696] ; [ 2.82608696 10.17391304],0
s3,1,0.399557,0.709658,[3 7] ; [ 2 11],[2.17391304 7.82608696] ; [ 2.82608696 10.17391304],0
b1,1,0.403713,0.697239,[8 2] ; [9 5],[7.08333333 2.91666667] ; [9.91666667 4.08333333],0
n4,1,0.407626,0.685714,[4 6] ; [8 6],[5. 5.] ; [7. 7.],0
s5,1,0.458902,0.548571,[1 9] ; [ 3 11],[1.66666667 8.33333333] ; [ 2.33333333 11.66666667],0
v4,1,0.521245,0.411429,[3 7] ; [6 8],[3.75 6.25] ; [5.25 8.75],0
r1,1,0.558185,0.342857,[4 6] ; [ 4 10],[3.33333333 6.66666667] ; [4.66666667 9.33333333],0
p2,1,0.627867,0.234965,[4 6] ; [7 7],[4.58333333 5.41666667] ; [6.41666667 7.58333333],0
n3,1,0.665006,0.1875,[1 3] ; [3 5],[1.33333333 2.66666667] ; [2.66666667 5.33333333],0
n2,1,0.678845,0.171429,[2 2] ; [3 5],[1.66666667 2.33333333] ; [3.33333333 4.66666667],0
p10,1,0.707787,0.140498,[3 7] ; [ 3 10],[2.60869565 7.39130435] ; [3.39130435 9.60869565],0
s2,1,0.711138,0.137143,[2 8] ; [ 2 12],[1.66666667 8.33333333] ; [ 2.33333333 11.66666667],0
n6,1,0.729165,0.11988,[5 5] ; [6 8],[4.58333333 5.41666667] ; [6.41666667 7.58333333],0
b5,1,0.729165,0.11988,[5 5] ; [8 6],[5.41666667 4.58333333] ; [7.58333333 6.41666667],0
p1,1,0.754293,0.097959,[1 9] ; [ 2 12],[1.25 8.75] ; [ 1.75 12.25],0
n5,1,0.769698,0.085714,[7 3] ; [9 5],[6.66666667 3.33333333] ; [9.33333333 4.66666667],0
s1,1,0.802839,0.062338,[1 9] ; [ 1 13],[0.83333333 9.16666667] ; [ 1.16666667 12.83333333],0
a1,1,0.802839,0.062338,[1 9] ; [ 1 13],[0.83333333 9.16666667] ; [ 1.16666667 12.83333333],0
p12,1,0.802839,0.062338,[1 9] ; [ 1 13],[0.83333333 9.16666667] ; [ 1.16666667 12.83333333],0
s7,1,0.919964,0.010096,[2 6] ; [ 3 10],[1.9047619 6.0952381] ; [3.0952381 9.9047619],0
s6,1,0.939491,0.005762,[3 7] ; [ 4 10],[2.91666667 7.08333333] ; [4.08333333 9.91666667],0
