Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.7e-05,18.55318,[25 57] ; [43 22],[37.93197279 44.06802721] ; [30.06802721 34.93197279],1
n5,1,0.001864,9.678644,[55 30] ; [59  9],[63.33333333 21.66666667] ; [50.66666667 17.33333333],0
d1,1,0.005351,7.756865,[ 1 85] ; [ 8 60],[ 5.02597403 80.97402597] ; [ 3.97402597 64.02597403],0
r1,1,0.00629,7.465182,[52 34] ; [55 13],[59.75324675 26.24675325] ; [47.24675325 20.75324675],0
a3,1,0.008451,6.935377,[35 50] ; [42 25],[43.05921053 41.94078947] ; [33.94078947 33.05921053],0
a7,1,0.023031,5.16618,[46 39] ; [49 19],[52.77777778 32.22222222] ; [42.22222222 25.77777778],0
v3,1,0.023451,5.134808,[22 61] ; [30 38],[28.58278146 54.41721854] ; [23.41721854 44.58278146],0
a2,1,0.025041,5.021038,[ 3 83] ; [ 9 59],[ 6.7012987 79.2987013] ; [ 5.2987013 62.7012987],0
a4,1,0.026028,4.954136,[10 75] ; [17 49],[15.1986755 69.8013245] ; [11.8013245 54.1986755],0
r4,1,0.026592,4.917078,[67 19] ; [62  6],[72.03896104 13.96103896] ; [56.96103896 11.03896104],0
d3,1,0.030602,4.675149,[29 56] ; [35 33],[35.55555556 49.44444444] ; [28.44444444 39.55555556],0
d2,1,0.0315,4.625501,[15 71] ; [22 46],[20.66233766 65.33766234] ; [16.33766234 51.66233766],0
r2,1,0.046137,3.976574,[72 14] ; [64  4],[75.94805195 10.05194805] ; [60.05194805  7.94805195],0
s3,1,0.057399,3.611,[35 47] ; [38 27],[40.72108844 41.27891156] ; [32.27891156 32.72108844],0
n4,1,0.074203,3.1875,[55 30] ; [53 15],[60. 25.] ; [48. 20.],0
p10,1,0.079109,3.083106,[56 27] ; [53 13],[60.71812081 22.28187919] ; [48.28187919 17.71812081],0
a5,1,0.082603,3.012923,[38 47] ; [40 28],[43.33333333 41.66666667] ; [34.66666667 33.33333333],0
n1,1,0.126645,2.333159,[ 7 18] ; [6 5],[ 9.02777778 15.97222222] ; [3.97222222 7.02777778],0
d4,1,0.137832,2.201995,[36 49] ; [37 31],[40.55555556 44.44444444] ; [32.44444444 35.55555556],0
p9,1,0.146454,2.108799,[59 23] ; [55 12],[62.73825503 19.26174497] ; [51.26174497 15.73825503],0
s4,1,0.158991,1.983799,[19 66] ; [ 9 58],[15.65789474 69.34210526] ; [12.34210526 54.65789474],0
n2,1,0.160086,1.973415,[18  8] ; [10  1],[19.67567568  6.32432432] ; [8.32432432 2.67567568],0
b3,1,0.183275,1.770869,[13 30] ; [21 27],[16.06593407 26.93406593] ; [17.93406593 30.06593407],0
b2,1,0.183275,1.770869,[13 30] ; [21 27],[16.06593407 26.93406593] ; [17.93406593 30.06593407],0
u3,1,0.186087,1.748325,[19 31] ; [14 12],[21.71052632 28.28947368] ; [11.28947368 14.71052632],0
s5,1,0.189213,1.723734,[27 55] ; [15 50],[23.42857143 58.57142857] ; [18.57142857 46.42857143],0
r3,1,0.204988,1.606473,[74 12] ; [62  5],[76.44444444  9.55555556] ; [59.55555556  7.44444444],0
a6,1,0.221754,1.492984,[48 37] ; [45 23],[51.66666667 33.33333333] ; [41.33333333 26.66666667],0
b5,1,0.240687,1.376567,[45 41] ; [42 26],[48.58441558 37.41558442] ; [38.41558442 29.58441558],0
p12,1,0.263895,1.24821,[11 73] ; [ 5 62],[ 8.90066225 75.09933775] ; [ 7.09933775 59.90066225],0
s6,1,0.264511,1.244992,[44 39] ; [41 25],[47.34899329 35.65100671] ; [37.65100671 28.34899329],0
s2,1,0.276476,1.18433,[33 52] ; [31 34],[36.26666667 48.73333333] ; [27.73333333 37.26666667],0
s8,1,0.289019,1.124186,[26 59] ; [26 41],[29.07894737 55.92105263] ; [22.92105263 44.07894737],0
n3,1,0.306136,1.047273,[18  7] ; [6 5],[16.66666667  8.33333333] ; [7.33333333 3.66666667],0
s7,1,0.340981,0.906739,[32 50] ; [30 34],[34.82191781 47.17808219] ; [27.17808219 36.82191781],0
p5,1,0.387867,0.745619,[10 75] ; [11 55],[11.82119205 73.17880795] ; [ 9.17880795 56.82119205],0
p4,1,0.411543,0.674339,[39 44] ; [36 31],[41.5 41.5] ; [33.5 33.5],0
u1,1,0.468247,0.52611,[ 2 84] ; [ 3 65],[ 2.79220779 83.20779221] ; [ 2.20779221 65.79220779],0
p7,1,0.472538,0.516036,[46 38] ; [40 26],[48.16 35.84] ; [37.84 28.16],0
p11,1,0.534288,0.386229,[66 20] ; [55 13],[67.57142857 18.42857143] ; [53.42857143 14.57142857],0
p1,1,0.54527,0.365859,[11 74] ; [11 56],[12.30263158 72.69736842] ; [ 9.69736842 57.30263158],0
a8,1,0.551828,0.354052,[ 8 74] ; [ 8 54],[ 9.11111111 72.88888889] ; [ 6.88888889 55.11111111],0
p8,1,0.552862,0.352215,[43 41] ; [37 29],[44.8 39.2] ; [35.2 30.8],0
p2,1,0.580388,0.305607,[60 25] ; [50 17],[61.51315789 23.48684211] ; [48.48684211 18.51315789],0
p3,1,0.628558,0.234022,[35 50] ; [25 42],[33.55263158 51.44736842] ; [26.44736842 40.55263158],0
b1,1,0.669589,0.182083,[35 51] ; [30 38],[36.2987013 49.7012987] ; [28.7012987 39.2987013],0
b4,1,0.696488,0.152151,[52 34] ; [39 29],[50.81818182 35.18181818] ; [40.18181818 27.81818182],0
s1,1,0.725303,0.123468,[ 4 80] ; [ 4 62],[ 4.48 79.52] ; [ 3.52 62.48],0
u2,1,0.742889,0.107604,[22 28] ; [12 13],[22.66666667 27.33333333] ; [11.33333333 13.66666667],0
p6,1,0.845823,0.037811,[28 56] ; [23 43],[28.56 55.44] ; [22.44 43.56],0
a1,1,0.849112,0.036196,[ 3 83] ; [ 2 66],[ 2.79220779 83.20779221] ; [ 2.20779221 65.79220779],0
v4,1,0.928275,0.008103,[80  6] ; [63  5],[79.85714286  6.14285714] ; [63.14285714  4.85714286],0
