Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,26.283289,[24  6] ; [10 38],[13.07692308 16.92307692] ; [20.92307692 27.07692308],1
s2,1,3e-06,21.632,[21  9] ; [ 9 41],[11.25 18.75] ; [18.75 31.25],1
s6,1,3e-05,17.408592,[26  4] ; [19 30],[17.08860759 12.91139241] ; [27.91139241 21.08860759],1
a8,1,0.0003,13.070568,[ 9 19] ; [ 1 44],[ 3.83561644 24.16438356] ; [ 6.16438356 38.83561644],1
d2,1,0.00169,9.858812,[13 18] ; [ 6 45],[ 7.18292683 23.81707317] ; [11.81707317 39.18292683],0
s5,1,0.002966,8.828362,[10 19] ; [ 4 46],[ 5.13924051 23.86075949] ; [ 8.86075949 41.13924051],0
s3,1,0.004103,8.237641,[21  9] ; [18 31],[14.81012658 15.18987342] ; [24.18987342 24.81012658],0
n1,1,0.030564,4.677273,[6 1] ; [5 9],[3.66666667 3.33333333] ; [7.33333333 6.66666667],0
a4,1,0.043947,4.058615,[12 19] ; [ 9 40],[ 8.1375 22.8625] ; [12.8625 36.1375],0
p5,1,0.058423,3.58159,[ 6 25] ; [ 3 48],[ 3.40243902 27.59756098] ; [ 5.59756098 45.40243902],0
r3,1,0.07082,3.263905,[30  1] ; [41  8],[27.5125  3.4875] ; [43.4875  5.5125],0
p6,1,0.089419,2.884794,[13 18] ; [12 38],[ 9.56790123 21.43209877] ; [15.43209877 34.56790123],0
u1,1,0.115723,2.47427,[ 3 28] ; [ 1 50],[ 1.51219512 29.48780488] ; [ 2.48780488 48.51219512],0
p9,1,0.172767,1.858771,[27  4] ; [38 13],[24.57317073  6.42682927] ; [40.42682927 10.57317073],0
n4,1,0.179991,1.797697,[26  4] ; [37 13],[23.625  6.375] ; [39.375 10.625],0
r1,1,0.182422,1.777778,[25  5] ; [35 15],[22.5  7.5] ; [37.5 12.5],0
p7,1,0.204708,1.608463,[20 11] ; [24 24],[17.26582278 13.73417722] ; [26.73417722 21.26582278],0
r4,1,0.232542,1.425243,[28  3] ; [41 10],[26.08536585  4.91463415] ; [42.91463415  8.08536585],0
b4,1,0.254826,1.296648,[18 13] ; [23 28],[15.5 15.5] ; [25.5 25.5],0
a5,1,0.268258,1.225631,[22  9] ; [30 21],[19.65853659 11.34146341] ; [32.34146341 18.65853659],0
b5,1,0.268258,1.225631,[22  9] ; [30 21],[19.65853659 11.34146341] ; [32.34146341 18.65853659],0
p3,1,0.272685,1.203189,[16 15] ; [20 31],[13.6097561 17.3902439] ; [22.3902439 28.6097561],0
r2,1,0.283131,1.152,[27  3] ; [48  2],[28.125  1.875] ; [46.875  3.125],0
s4,1,0.301437,1.067828,[ 7 24] ; [ 7 44],[ 5.29268293 25.70731707] ; [ 8.70731707 42.29268293],0
p10,1,0.333133,0.936679,[25  5] ; [37 13],[23.25  6.75] ; [38.75 11.25],0
